Data/Hora Inclusăo,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versăo Protocolo,Versăo Firmware,Bateria Interna,Alimentaçăo Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duraçăo da Igniçăo,Precisăo GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status
2025-05-06 08:58:47,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:58:47,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:13,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:13,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,0,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:13,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:13,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:13,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,0,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:38,2025-05-06 07:04:13,2025-05-06 07:01:47,867488061407846,7693,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12639,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:39,2025-05-06 08:04:13,2025-05-06 08:01:47,867488061407846,7718,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12604,0,-,0,0,11,12,-,1,0.0,348,763,-12.097448,-45.771843,724,2,937b,077ad20e,1.3,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:41,2025-05-06 08:07:26,2025-05-06 08:07:25,867488061407846,7727,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12520,0,-,0,0,41,12,-,1,0.0,0,767,-12.097323,-45.772098,724,2,937b,077ad20e,0.0,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:42,2025-05-06 08:10:36,2025-05-06 08:07:25,867488061407846,7730,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,100,12188,0,0,1,0,22,12,54363,0,0.0,0,767,-12.097323,-45.772098,724,2,937b,077ad20e,0.0,549.1,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 08:59:43,2025-05-06 08:10:46,2025-05-06 08:10:45,867488061407846,7732,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12822,0,-,1,0,22,12,-,1,1.9,234,765,-12.097486,-45.771919,724,2,937b,077ad20e,0.0,549.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 08:59:51,2025-05-06 08:13:44,2025-05-06 08:13:42,867488061407846,7749,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14009,0,-,1,0,22,12,-,1,34.0,351,769,-12.089407,-45.774934,724,2,937b,077ab28d,1.3,550.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,
2025-05-06 08:59:57,2025-05-06 08:16:44,2025-05-06 08:16:42,867488061407846,7761,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13951,0,-,1,0,22,12,-,1,33.7,82,768,-12.087508,-45.771814,724,2,937b,077ad20f,3.3,552.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 09:00:02,2025-05-06 08:17:45,2025-05-06 08:17:44,867488061407846,7768,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,100,13937,0,0,0,0,12,12,429,1,0.1,213,769,-12.087005,-45.770246,724,2,937b,077ad20f,3.5,552.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 09:00:04,2025-05-06 08:17:50,2025-05-06 08:17:49,867488061407846,7771,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12997,0,-,0,0,12,12,-,1,0.0,213,769,-12.087005,-45.770246,724,2,937b,077ad20f,3.5,552.6,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 09:00:05,2025-05-06 08:47:10,2025-05-06 08:22:44,867488061407846,7787,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,100,12420,0,0,1,0,22,12,1765,0,0.0,213,769,-12.087005,-45.770246,724,2,937b,077ad20f,0.0,552.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 09:00:06,2025-05-06 08:47:18,2025-05-06 08:47:17,867488061407846,7789,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12582,0,-,1,0,22,12,-,1,2.4,11,773,-12.086982,-45.77027,724,2,937b,077ad20f,0.0,552.6,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 09:00:09,2025-05-06 08:48:10,2025-05-06 08:48:08,867488061407846,7796,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,100,13957,0,0,0,0,12,12,60,1,0.0,312,771,-12.087229,-45.770423,724,2,937b,077ad20f,0.1,552.7,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 09:00:10,2025-05-06 08:48:15,2025-05-06 08:48:14,867488061407846,7799,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13903,0,-,0,0,12,12,-,1,0.0,312,771,-12.087228,-45.770423,724,2,937b,077ad20f,0.1,552.7,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 09:04:10,2025-05-06 09:04:11,2025-05-06 08:53:08,867488061407846,7808,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,100,12400,0,0,1,0,22,12,961,0,0.0,312,771,-12.087228,-45.770423,724,2,937b,077ad20f,0.0,552.7,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 09:04:18,2025-05-06 09:04:19,2025-05-06 09:04:18,867488061407846,7810,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13786,0,-,1,0,22,12,-,1,0.6,312,783,-12.087229,-45.770445,724,2,937b,077ad20f,0.0,552.7,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 09:07:19,2025-05-06 09:07:20,2025-05-06 09:07:18,867488061407846,7819,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14062,0,-,1,0,22,12,-,1,43.7,268,769,-12.089527,-45.782565,724,2,937b,077ab215,1.4,554.0,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,
2025-05-06 09:10:19,2025-05-06 09:10:20,2025-05-06 09:10:18,867488061407846,7827,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13867,0,-,1,0,22,12,-,1,57.2,82,771,-12.087315,-45.765244,724,2,937b,077ab215,3.6,556.3,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,
2025-05-06 09:13:39,2025-05-06 09:13:20,2025-05-06 09:13:18,867488061407846,7829,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14035,0,-,1,0,22,12,-,1,65.1,82,769,-12.083903,-45.739646,724,2,937b,077ab28d,6.4,559.1,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,
2025-05-06 09:16:19,2025-05-06 09:16:20,2025-05-06 09:16:17,867488061407846,7832,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12939,0,-,1,0,22,12,-,1,60.2,82,765,-12.080404,-45.713038,724,2,937b,077ad20e,9.3,562.0,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 09:21:08,2025-05-06 09:19:20,2025-05-06 09:19:18,867488061407846,7836,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12969,0,-,1,0,22,12,-,1,83.6,82,758,-12.075976,-45.679384,0,0,0,0,13.0,565.7,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 09:23:43,2025-05-06 09:22:20,2025-05-06 09:22:18,867488061407846,7839,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12950,0,-,1,0,22,12,-,1,82.2,82,752,-12.071452,-45.645064,724,11,1051,00001e53,16.8,569.5,0:00:00,0:00:00,-,-,0,-,,,,,1,850,0,0,10,
2025-05-06 09:26:02,2025-05-06 09:25:20,2025-05-06 09:25:18,867488061407846,7842,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12968,0,-,1,0,22,12,-,1,86.4,82,748,-12.066195,-45.605218,0,0,0,0,21.2,573.8,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 09:33:15,2025-05-06 09:27:34,2025-05-06 09:27:32,867488061407846,7848,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,100,13991,0,0,0,0,12,12,1402,1,0.1,37,749,-12.063457,-45.584503,0,0,0,0,23.5,576.2,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 09:33:17,2025-05-06 09:27:39,2025-05-06 09:27:38,867488061407846,7851,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12896,0,-,0,0,12,12,-,1,0.0,37,750,-12.063457,-45.584503,0,0,0,0,23.5,576.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 09:42:57,2025-05-06 09:42:51,2025-05-06 09:32:32,867488061407846,7867,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,100,12463,0,0,1,0,22,12,918,0,0.0,37,750,-12.063457,-45.584503,724,11,1051,00001e53,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 09:42:59,2025-05-06 09:42:59,2025-05-06 09:42:58,867488061407846,7870,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12324,0,-,1,0,22,12,-,1,0.0,37,744,-12.063452,-45.584461,724,11,1051,00001e53,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,1,850,0,0,10,
2025-05-06 09:47:39,2025-05-06 09:45:59,2025-05-06 09:45:56,867488061407846,7876,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13983,0,-,1,0,21,12,-,1,0.0,37,744,-12.063452,-45.584461,724,11,1051,00001e53,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,1,850,0,0,10,
2025-05-06 09:49:59,2025-05-06 09:48:59,2025-05-06 09:48:57,867488061407846,7879,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13961,0,-,1,0,21,12,-,1,0.0,37,744,-12.063452,-45.584461,0,0,0,0,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 09:52:00,2025-05-06 09:51:59,2025-05-06 09:51:57,867488061407846,7885,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13973,0,-,1,0,21,12,-,1,0.0,37,744,-12.063452,-45.584461,724,11,1051,00001e53,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,1,850,0,0,10,
2025-05-06 09:56:04,2025-05-06 09:54:59,2025-05-06 09:54:57,867488061407846,7889,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13927,0,-,1,0,21,12,-,1,0.0,37,744,-12.063452,-45.584461,0,0,0,0,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 09:59:43,2025-05-06 09:57:59,2025-05-06 09:57:57,867488061407846,7894,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13904,0,-,1,0,21,12,-,1,0.0,37,744,-12.063452,-45.584461,0,0,0,0,0.0,576.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 10:04:14,2025-05-06 10:00:59,2025-05-06 10:00:57,867488061407846,7901,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14054,0,-,1,0,22,12,-,1,14.2,198,744,-12.063969,-45.584464,0,0,0,0,0.1,576.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 10:04:25,2025-05-06 10:03:59,2025-05-06 10:03:57,867488061407846,7911,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12991,0,-,1,0,22,12,-,1,80.0,5,750,-12.053995,-45.577667,724,11,1051,00001e52,2.3,578.5,0:00:00,0:00:00,-,-,0,-,,,,,1,850,0,0,10,
2025-05-06 10:06:59,2025-05-06 10:06:59,2025-05-06 10:06:56,867488061407846,7914,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12993,0,-,1,0,22,12,-,1,101.3,5,752,-12.027846,-45.575225,724,11,1051,00001e51,5.2,581.4,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-05-06 10:09:58,2025-05-06 10:09:59,2025-05-06 10:09:57,867488061407846,7918,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12997,0,-,1,0,22,12,-,1,107.9,342,749,-11.981803,-45.583923,724,2,937b,07739a0e,10.5,586.7,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 10:12:58,2025-05-06 10:12:59,2025-05-06 10:12:56,867488061407846,7920,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12960,0,-,1,0,22,12,-,1,100.2,342,752,-11.939292,-45.597591,724,2,937b,07739a0e,15.5,591.6,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 10:16:17,2025-05-06 10:15:59,2025-05-06 10:15:57,867488061407846,7923,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12943,0,-,1,0,22,12,-,1,97.3,342,728,-11.894313,-45.611995,724,2,937b,07739a0d,20.7,596.9,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 10:18:58,2025-05-06 10:18:59,2025-05-06 10:18:56,867488061407846,7925,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12982,0,-,1,0,22,12,-,1,110.2,6,761,-11.846973,-45.614487,724,2,937b,0777020e,26.1,602.3,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 10:21:58,2025-05-06 10:21:59,2025-05-06 10:21:57,867488061407846,7928,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12978,0,-,1,0,22,12,-,1,99.3,6,753,-11.800988,-45.609001,724,2,937b,0777020d,31.3,607.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 11:02:07,2025-05-06 10:24:59,2025-05-06 10:24:57,867488061407846,7931,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12927,0,-,1,0,22,12,-,1,100.0,6,765,-11.75272,-45.611271,0,0,0,0,36.7,612.8,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:07,2025-05-06 10:27:59,2025-05-06 10:27:56,867488061407846,7934,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12924,0,-,1,0,22,12,-,1,105.5,6,766,-11.708378,-45.605981,0,0,0,0,41.6,617.8,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:08,2025-05-06 10:30:59,2025-05-06 10:30:57,867488061407846,7935,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12977,0,-,1,0,22,12,-,1,106.2,6,773,-11.659966,-45.60015,0,0,0,0,47.0,623.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:08,2025-05-06 10:33:59,2025-05-06 10:33:57,867488061407846,7936,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14080,0,-,1,0,22,12,-,1,0.0,6,776,-11.623429,-45.595682,0,0,0,0,51.1,627.3,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:11,2025-05-06 10:36:59,2025-05-06 10:36:56,867488061407846,7941,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14011,0,-,1,0,22,12,-,1,67.9,280,782,-11.619897,-45.613673,0,0,0,0,53.1,629.3,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:13,2025-05-06 10:39:59,2025-05-06 10:39:57,867488061407846,7945,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13001,0,-,1,0,22,12,-,1,43.9,295,775,-11.608915,-45.630294,0,0,0,0,56.0,632.2,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:20,2025-05-06 10:42:59,2025-05-06 10:42:56,867488061407846,7959,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14036,0,-,1,0,22,12,-,1,31.8,114,777,-11.608016,-45.6322,0,0,0,0,56.6,632.7,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:22,2025-05-06 10:45:58,2025-05-06 10:45:56,867488061407846,7964,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13969,0,-,1,0,22,12,-,1,54.5,101,777,-11.618185,-45.622401,0,0,0,0,58.7,634.9,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:23,2025-05-06 10:48:58,2025-05-06 10:48:57,867488061407846,7965,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14049,0,-,1,0,22,12,-,1,54.4,101,777,-11.623019,-45.597332,0,0,0,0,61.5,637.7,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:24,2025-05-06 10:51:58,2025-05-06 10:51:57,867488061407846,7969,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12939,0,-,1,0,22,12,-,1,107.4,186,774,-11.660495,-45.600202,0,0,0,0,65.8,642.0,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:25,2025-05-06 10:54:58,2025-05-06 10:54:57,867488061407846,7971,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12986,0,-,1,0,22,12,-,1,103.0,186,767,-11.709224,-45.606077,0,0,0,0,71.3,647.5,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:25,2025-05-06 10:57:58,2025-05-06 10:57:56,867488061407846,7972,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12947,0,-,1,0,22,12,-,1,105.4,186,768,-11.757996,-45.611892,0,0,0,0,76.8,652.9,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:02:26,2025-05-06 11:00:58,2025-05-06 11:00:57,867488061407846,7973,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12947,0,-,1,0,22,12,-,1,99.5,186,761,-11.806234,-45.609631,0,0,0,0,82.1,658.3,0:00:00,0:00:00,-,-,0,-,,,,,0,0,0,0,10,
2025-05-06 11:04:29,2025-05-06 11:03:58,2025-05-06 11:03:57,867488061407846,7976,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12987,0,-,1,0,22,12,-,1,85.1,266,764,-11.835929,-45.621741,724,2,937b,0777020d,86.3,662.5,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 11:04:29,2025-05-06 11:03:58,2025-05-06 11:03:57,867488061407846,7976,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12987,0,-,1,0,22,12,-,1,85.1,266,764,-11.835929,-45.621741,724,2,937b,0777020d,86.3,662.5,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 11:05:04,2025-05-06 11:03:58,2025-05-06 11:03:57,867488061407846,7976,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12987,0,-,1,0,22,12,-,1,85.1,266,764,-11.835929,-45.621741,724,2,937b,0777020d,86.3,662.5,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 11:06:58,2025-05-06 11:06:58,2025-05-06 11:06:57,867488061407846,7979,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12923,0,-,1,0,22,12,-,1,97.0,284,768,-11.829718,-45.663185,724,2,937b,0777020e,91.0,667.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,
2025-05-06 11:08:51,2025-05-06 11:08:51,2025-05-06 11:08:50,867488061407846,7981,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,100,12544,0,0,0,0,12,12,5161,1,0.0,284,771,-11.824355,-45.683745,724,2,937b,0777020e,93.2,669.4,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-05-06 11:08:52,2025-05-06 11:08:52,2025-05-06 11:08:51,867488061407846,7983,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,100,12544,0,0,1,0,22,12,0,1,0.0,284,771,-11.824355,-45.683745,724,2,937b,0777020e,0.0,669.4,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
