Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type,Prefixo,,,,,,,,,,,,
2025-10-22 07:16:25,2025-10-22 07:16:25,2025-10-22 07:16:25,385349,862689070266025,12594,GTSPD,3.98,,69840A,14316,83,00,22,,,16,1,0724,0006,C4A7,07A5BC16,41.6,93,550.3,-23.262742,-51.160592,18766.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:16:07,2025-10-22 07:16:07,2025-10-22 07:16:07,385349,862689070266025,12593,GTSPD,3.97,,69840A,14300,83,00,22,,,15,1,0724,0006,C4A7,07A5BC16,33.8,88,545.6,-23.262745,-51.162133,18766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:15:54,2025-10-22 07:15:54,2025-10-22 07:15:48,385349,862689070266025,12592,GTERI,3.97,00008200,69840A,14292,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,48.9,89,557.0,-23.262760,-51.164538,18765.8,,27,0,2,3,,,,,,,,,,,,,,,,1,52.5,89,560.7,-51.165347,-23.262758,2025-10-22 07:15:42,14,18765.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 07:15:32,2025-10-22 07:15:33,2025-10-22 07:15:32,385349,862689070266025,12591,GTSPD,3.97,,69840A,14308,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,42.4,89,561.9,-23.262763,-51.166698,18765.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:15:20,2025-10-22 07:15:20,2025-10-22 07:15:19,385349,862689070266025,12590,GTSPD,3.97,,69840A,14276,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,37.3,88,562.0,-23.262777,-51.167777,18765.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:15:09,2025-10-22 07:15:10,2025-10-22 07:15:09,385349,862689070266025,12589,GTSPD,3.96,,69840A,14324,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,43.2,90,562.8,-23.262763,-51.168952,18765.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:14:50,2025-10-22 07:14:51,2025-10-22 07:14:50,385349,862689070266025,12587,GTSPD,3.96,,69840A,14324,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,39.2,89,565.8,-23.262763,-51.170613,18765.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:14:42,2025-10-22 07:14:43,2025-10-22 07:14:42,385349,862689070266025,12586,GTSPD,3.96,,69840A,14324,83,00,22,,,12,1,0724,0006,C4A7,07A5BC17,41.8,89,568.4,-23.262777,-51.171583,18765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:14:37,2025-10-22 07:14:38,2025-10-22 07:14:37,385349,862689070266025,12585,GTERI,3.95,00008200,69840A,14260,83,00,22,,,12,1,0724,0006,C4A7,07A5BC17,19.9,56,569.8,-23.262762,-51.172132,18764.9,,22,0,2,3,,,,,,,,,,,,,,,,1,38.4,0,571.6,-51.172340,-23.263860,2025-10-22 07:14:05,13,18764.8,11,+RESP:,,,,,,,,,,,,
2025-10-22 07:13:49,2025-10-22 07:13:50,2025-10-22 07:13:49,385349,862689070266025,12584,GTSPD,3.87,,69840A,14300,83,00,22,,,13,1,0724,0006,C4A7,07B2DC16,37.0,0,568.8,-23.264963,-51.172337,18764.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:13:37,2025-10-22 07:13:38,2025-10-22 07:13:37,385349,862689070266025,12583,GTSPD,3.85,,69840A,14324,83,00,22,,,13,1,0724,0006,C4A7,07B2DC16,42.8,1,569.3,-23.266270,-51.172375,18764.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:12:57,2025-10-22 07:12:57,2025-10-22 07:09:59,385349,862689070266025,12581,GTIGN,3.80,,69840A,12835,83,00,22,,178,12,1,0724,0006,C4A7,07B2DC16,0.0,15,570.0,-23.267712,-51.172378,18764.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:09:58,2025-10-22 07:09:59,2025-10-22 07:09:58,385349,862689070266025,12580,GTIGF,3.96,,69840A,14220,82,00,12,166,,12,0,0724,0006,C4A7,07B2DC16,0.0,15,570.0,-23.267712,-51.172378,18764.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:09:42,2025-10-22 07:09:42,2025-10-22 07:09:42,385349,862689070266025,12579,GTERI,3.96,00008200,69840A,14340,83,00,22,,,12,1,0724,0006,C4A7,07B2DC16,14.4,18,569.1,-23.267833,-51.172400,18764.4,,19,0,2,3,,,,,,,,,,,,,,,,1,15.2,6,568.8,-51.172408,-23.267868,2025-10-22 07:09:41,12,18764.4,11,+RESP:,,,,,,,,,,,,
2025-10-22 07:09:36,2025-10-22 07:09:36,2025-10-22 07:09:36,385349,862689070266025,12578,GTERI,3.96,00008200,69840A,14116,83,00,22,,,12,1,0724,0006,C4A7,07B2DC16,11.3,328,569.7,-23.268018,-51.172407,18764.4,,24,0,2,3,,,,,,,,,,,,,,,,1,35.8,268,572.3,-51.171320,-23.268068,2025-10-22 07:09:21,12,18764.3,11,+RESP:,,,,,,,,,,,,
2025-10-22 07:08:29,2025-10-22 07:08:30,2025-10-22 07:08:29,385349,862689070266025,12576,GTERI,3.91,00008200,69840A,14420,83,00,22,,,12,1,0724,0006,C4A7,07A5BE15,14.5,278,566.5,-23.268052,-51.167937,18763.9,,20,0,2,3,,,,,,,,,,,,,,,,1,14.5,278,566.5,-51.167937,-23.268052,2025-10-22 07:08:29,12,18764.0,11,+RESP:,,,,,,,,,,,,
2025-10-22 07:08:26,2025-10-22 07:08:27,2025-10-22 07:08:26,385349,862689070266025,12575,GTERI,3.91,00008200,69840A,14404,83,00,22,,,12,1,0724,0006,C4A7,07A5BE15,9.0,335,563.3,-23.268092,-51.167852,18763.9,,21,0,2,3,,,,,,,,,,,,,,,,1,30.3,359,547.7,-51.167862,-23.269357,2025-10-22 07:08:05,12,18763.8,11,+RESP:,,,,,,,,,,,,
2025-10-22 07:07:20,2025-10-22 07:07:20,2025-10-22 07:07:20,385349,862689070266025,12574,GTERI,3.77,00008200,69840A,14316,83,00,22,,,7,1,0724,0006,C4A7,07A5CC17,9.3,34,529.7,-23.270298,-51.167735,18763.7,,20,0,2,3,,,,,,,,,,,,,,,,1,9.8,35,520.5,-51.167810,-23.270375,2025-10-22 07:07:19,7,18763.7,11,+RESP:,,,,,,,,,,,,
2025-10-22 07:07:13,2025-10-22 07:07:13,2025-10-22 06:08:18,385349,862689070266025,12572,GTIGN,3.77,,69840A,9641,83,00,22,,2,9,0,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:07:11,2025-10-22 07:07:11,2025-10-22 06:08:18,385349,862689070266025,12571,GTIGF,3.77,,69840A,12154,82,00,12,4,,0,0,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 07:07:07,2025-10-22 07:07:07,2025-10-22 06:08:18,385349,862689070266025,12569,GTIGN,3.77,,69840A,12699,83,00,22,,39388,9,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-22 06:10:39,2025-10-22 06:10:39,2025-10-22 06:08:18,385349,862689070266025,12568,GTERI,3.79,00008200,69840A,12955,82,00,11,,,9,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,25,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 06:08:18,9,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 05:10:39,2025-10-22 05:10:39,2025-10-22 05:08:18,385349,862689070266025,12567,GTERI,3.81,00008200,69840A,12963,82,00,11,,,8,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,26,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 05:08:18,8,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 04:10:39,2025-10-22 04:10:39,2025-10-22 04:08:23,385349,862689070266025,12566,GTERI,3.83,00008200,69840A,12979,82,00,11,,,10,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,26,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 04:08:23,10,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 03:10:39,2025-10-22 03:10:39,2025-10-22 03:08:18,385349,862689070266025,12565,GTERI,3.85,00008200,69840A,12995,82,00,11,,,8,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,25,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 03:08:18,8,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 02:10:39,2025-10-22 02:10:39,2025-10-22 02:08:17,385349,862689070266025,12564,GTERI,3.87,00008200,69840A,13011,82,00,11,,,7,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,26,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 02:08:17,7,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 01:10:39,2025-10-22 01:10:39,2025-10-22 01:08:42,385349,862689070266025,12563,GTERI,3.89,00008200,69840A,13027,82,00,11,,,9,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,26,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 01:08:42,9,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-22 00:10:39,2025-10-22 00:10:39,2025-10-22 00:08:46,385349,862689070266025,12562,GTERI,3.92,00008200,69840A,13051,82,00,11,,,4,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,26,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-22 00:08:46,4,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-21 23:10:39,2025-10-21 23:10:39,2025-10-21 23:09:16,385349,862689070266025,12561,GTERI,3.96,00008200,69840A,13043,82,00,11,,,5,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,25,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-21 23:09:16,5,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-21 22:10:39,2025-10-21 22:10:39,2025-10-21 22:08:27,385349,862689070266025,12560,GTERI,4.04,00008200,69840A,13059,82,00,11,,,4,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,25,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-21 22:08:27,4,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-21 21:10:39,2025-10-21 21:10:39,2025-10-21 21:09:07,385349,862689070266025,12559,GTERI,4.06,00008200,69840A,13075,82,00,11,,,5,1,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,25,0,2,3,,,,,,,,,,,,,,,,1,0.0,79,546.6,-51.167725,-23.270380,2025-10-21 21:09:07,5,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-21 20:10:38,2025-10-21 20:10:39,2025-10-21 20:10:38,385349,862689070266025,12558,GTIGF,4.19,,69840A,13315,82,00,12,732,,15,0,0724,0006,C4A7,07A5CC17,0.0,79,546.6,-23.270380,-51.167725,18763.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:10:23,2025-10-21 20:10:24,2025-10-21 20:10:19,385349,862689070266025,12556,GTERI,4.19,00008200,69840A,13619,83,00,22,,,16,1,0724,0006,C4A7,07A5CC17,0.0,337,548.7,-23.270342,-51.167815,18763.7,,20,0,2,3,,,,,,,,,,,,,,,,1,0.0,337,548.7,-51.167815,-23.270342,2025-10-21 20:10:23,16,18763.7,10,+RESP:,,,,,,,,,,,,
2025-10-21 20:10:14,2025-10-21 20:10:15,2025-10-21 20:10:14,385349,862689070266025,12555,GTERI,4.19,00008200,69840A,13603,83,00,22,,,17,1,0724,0006,C4A7,07A72917,7.0,344,550.2,-23.270358,-51.167795,18763.7,,20,0,2,3,,,,,,,,,,,,,,,,1,14.6,3,551.1,-51.167783,-23.270410,2025-10-21 20:10:12,17,18763.7,11,+RESP:,,,,,,,,,,,,
2025-10-21 20:10:10,2025-10-21 20:10:11,2025-10-21 20:10:10,385349,862689070266025,12554,GTERI,4.18,00008200,69840A,13700,83,00,22,,,17,1,0724,0006,C4A7,07A72917,19.0,31,552.8,-23.270495,-51.167800,18763.7,,23,0,2,3,,,,,,,,,,,,,,,,1,32.8,88,571.1,-51.169127,-23.270572,2025-10-21 20:09:52,17,18763.6,11,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:34,2025-10-21 20:09:34,2025-10-21 20:09:33,385349,862689070266025,12553,GTSPD,4.19,,69840A,13804,83,00,22,,,16,1,0724,0006,C4A7,07A5BC17,38.5,91,576.1,-23.270573,-51.169910,18763.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:27,2025-10-21 20:09:27,2025-10-21 20:09:26,385349,862689070266025,12552,GTSPD,4.19,,69840A,13836,83,00,22,,,16,1,0724,0006,C4A7,07A5BC17,40.4,91,579.6,-23.270595,-51.170760,18763.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:25,2025-10-21 20:09:25,2025-10-21 20:09:24,385349,862689070266025,12551,GTSPD,4.19,,69840A,13828,83,00,22,,,16,1,0724,0006,C4A7,07A5BC17,36.7,89,581.0,-23.270573,-51.170968,18763.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:22,2025-10-21 20:09:22,2025-10-21 20:09:21,385349,862689070266025,12550,GTSPD,4.19,,69840A,13836,83,00,22,,,16,1,0724,0006,C4A7,07A5BE15,41.1,88,581.6,-23.270552,-51.171298,18763.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:14,2025-10-21 20:09:14,2025-10-21 20:09:13,385349,862689070266025,12549,GTERI,4.19,00008200,69840A,13828,83,00,22,,,15,1,0724,0006,C4A7,07A5BE15,29.1,90,578.4,-23.270592,-51.172092,18763.2,,28,0,2,3,,,,,,,,,,,,,,,,1,29.1,90,578.4,-51.172092,-23.270592,2025-10-21 20:09:13,15,18763.2,11,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:10,2025-10-21 20:09:11,2025-10-21 20:09:10,385349,862689070266025,12548,GTERI,4.19,00008200,69840A,13828,83,00,22,,,16,1,0724,0006,C4A7,07A5BE15,20.9,44,574.9,-23.270597,-51.172310,18763.2,,26,0,2,3,,,,,,,,,,,,,,,,1,28.4,3,570.8,-51.172393,-23.270743,2025-10-21 20:09:07,15,18763.2,11,+RESP:,,,,,,,,,,,,
2025-10-21 20:09:05,2025-10-21 20:09:06,2025-10-21 20:09:05,385349,862689070266025,12547,GTSPD,4.19,,69840A,13852,83,00,22,,,15,1,0724,0006,C4A7,07A5BE15,37.6,1,567.4,-23.270893,-51.172398,18763.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:08:52,2025-10-21 20:08:53,2025-10-21 20:08:52,385349,862689070266025,12546,GTSPD,4.19,,69840A,13892,83,00,22,,,15,1,0724,0006,C4A7,07A5BE15,41.2,1,553.2,-23.272255,-51.172433,18763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:08:46,2025-10-21 20:08:47,2025-10-21 20:08:46,385349,862689070266025,12545,GTSPD,4.19,,69840A,13860,83,00,22,,,16,1,0724,0006,C4A7,07A5BE15,32.0,0,548.1,-23.272813,-51.172460,18762.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:08:23,2025-10-21 20:08:24,2025-10-21 20:08:23,385349,862689070266025,12543,GTSPD,4.19,,69840A,13876,83,00,22,,,16,1,0724,0006,C4A7,07A5BE15,47.9,0,515.2,-23.275548,-51.172468,18762.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:08:10,2025-10-21 20:08:11,2025-10-21 20:08:10,385349,862689070266025,12542,GTSPD,4.19,,69840A,13852,83,00,22,,,17,1,0724,0006,C4A7,07A72917,37.6,1,526.9,-23.276592,-51.172508,18762.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:07:48,2025-10-21 20:07:49,2025-10-21 20:07:48,385349,862689070266025,12541,GTSPD,4.19,,69840A,13860,83,00,22,,,17,1,0724,0006,C4A7,07A5BE15,42.7,1,550.9,-23.279123,-51.172588,18762.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:07:46,2025-10-21 20:07:47,2025-10-21 20:07:46,385349,862689070266025,12540,GTSPD,4.19,,69840A,13860,83,00,22,,,17,1,0724,0006,C4A7,07A5BE15,38.1,1,552.9,-23.279328,-51.172592,18762.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:07:26,2025-10-21 20:07:25,2025-10-21 20:07:24,385349,862689070266025,12539,GTSPD,4.19,,69840A,13892,83,00,22,,,17,1,0724,0006,C4A7,07A5BE15,42.4,358,567.2,-23.281780,-51.172653,18761.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:07:24,2025-10-21 20:07:24,2025-10-21 20:07:19,385349,862689070266025,12538,GTERI,4.19,00008200,69840A,13892,83,00,22,,,17,1,0724,0006,C4A7,07A5BE15,35.4,24,568.9,-23.282270,-51.172632,18761.9,,31,0,2,3,,,,,,,,,,,,,,,,1,40.4,352,567.0,-51.172635,-23.281872,2025-10-21 20:07:23,17,18762.0,10,+RESP:,,,,,,,,,,,,
2025-10-21 20:06:49,2025-10-21 20:06:49,2025-10-21 20:06:49,385349,862689070266025,12537,GTSPD,4.19,,69840A,13964,83,00,22,,,17,1,0724,0006,C4A7,07A5BE16,38.3,2,571.6,-23.283892,-51.172875,18761.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:06:43,2025-10-21 20:06:43,2025-10-21 20:06:42,385349,862689070266025,12536,GTSPD,4.19,,69840A,13964,83,00,22,,,17,1,0724,0006,C4A7,07A5BE16,41.9,1,568.7,-23.284640,-51.172907,18761.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:06:03,2025-10-21 20:06:04,2025-10-21 20:06:03,385349,862689070266025,12534,GTSPD,4.19,,69840A,14004,83,00,22,,,16,1,0724,0006,C4A7,07A5BE16,36.3,355,559.8,-23.286193,-51.172940,18761.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-21 20:05:27,2025-10-21 20:05:28,2025-10-21 20:05:27,385349,862689070266025,12533,GTERI,4.19,00008200,69840A,13972,83,00,22,,,17,1,0724,0006,C4A7,07A75516,50.0,355,538.9,-23.291793,-51.173077,18760.8,,28,0,2,3,,,,,,,,,,,,,,,,1,50.0,355,538.9,-51.173077,-23.291793,2025-10-21 20:05:27,17,18760.9,11,+RESP:,,,,,,,,,,,,
