Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete
2025-09-29 18:26:04,2025-09-29 18:26:04,2025-09-29 18:26:04,2025-09-29 18:26:04,867488068383602,457,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,23,27254,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,,,,,01,,X,NA,0,,,0.0,NA_0
2025-09-29 18:26:05,2025-09-29 18:26:04,2025-09-29 18:26:04,2025-09-29 18:26:04,867488068383602,458,GTSTC,0x19fe7fbf,,802003,0x8303,0x0115,23,27254,0000,0000,00,00,12,12,12,-,00,00,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-09-29 18:26:03,2025-09-29 18:26:04,2025-09-29 18:26:03,2025-09-29 18:26:03,867488068383602,455,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,23,27254,0000,0000,00,00,12,12,12,213,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-29 18:26:04,2025-09-29 18:26:04,2025-09-29 18:26:03,2025-09-29 18:26:03,867488068383602,456,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,23,27254,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-29 18:26:41,2025-09-29 18:26:42,2025-09-29 18:26:41,2025-09-29 18:26:41,867488068383602,463,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,12,25421,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-29 18:28:36,2025-09-29 18:28:37,2025-09-29 18:28:35,2025-09-29 18:28:35,867488068383602,466,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,6,25160,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-29 18:31:04,2025-09-29 18:31:04,2025-09-29 18:31:04,2025-09-29 18:31:04,867488068383602,469,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,5,25095,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,T1,1,,1.0,0.0,T1_1
2025-09-29 19:30:58,2025-09-29 19:30:59,2025-09-29 19:28:31,2025-09-29 19:28:31,867488068383602,500,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,6,24902,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,148.0,NA_0
2025-09-29 20:30:59,2025-09-29 20:30:59,2025-09-29 20:28:33,2025-09-29 20:28:33,867488068383602,531,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,7,24756,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,146.0,NA_0
2025-09-29 21:30:59,2025-09-29 21:30:59,2025-09-29 21:29:00,2025-09-29 21:29:00,867488068383602,562,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,7,24585,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,119.0,NA_0
2025-09-29 22:30:59,2025-09-29 22:30:59,2025-09-29 22:28:39,2025-09-29 22:28:39,867488068383602,593,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,8,24353,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,140.0,NA_0
2025-09-29 23:30:59,2025-09-29 23:30:59,2025-09-29 23:29:02,2025-09-29 23:29:02,867488068383602,624,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,8,24272,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,117.0,NA_0
2025-09-30 00:20:16,2025-09-30 00:19:41,2025-09-29 23:29:02,2025-09-29 23:29:02,867488068383602,649,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,8,24178,0000,0000,00,00,11,6,6,-,00,00,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0000,0000,0000,00000000,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,3039.0,NA_0
2025-09-30 00:30:59,2025-09-30 00:30:59,2025-09-30 00:28:36,2025-09-30 00:28:36,867488068383602,656,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,9,24082,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,143.0,NA_0
2025-09-30 01:30:59,2025-09-30 01:30:59,2025-09-30 01:29:01,2025-09-30 01:29:01,867488068383602,687,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,9,24024,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,118.0,NA_0
2025-09-30 02:30:59,2025-09-30 02:30:59,2025-09-30 02:28:33,2025-09-30 02:28:33,867488068383602,718,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,9,23963,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,146.0,NA_0
2025-09-30 03:30:59,2025-09-30 03:30:59,2025-09-30 03:28:42,2025-09-30 03:28:42,867488068383602,749,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,10,23894,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,137.0,NA_0
2025-09-30 04:30:59,2025-09-30 04:30:59,2025-09-30 04:28:53,2025-09-30 04:28:53,867488068383602,780,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,11,23865,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,126.0,NA_0
2025-09-30 05:30:59,2025-09-30 05:30:59,2025-09-30 05:28:53,2025-09-30 05:28:53,867488068383602,811,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,11,23817,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,126.0,NA_0
2025-09-30 06:30:59,2025-09-30 06:30:59,2025-09-30 06:28:53,2025-09-30 06:28:53,867488068383602,842,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,11,23772,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,126.0,NA_0
2025-09-30 07:30:59,2025-09-30 07:30:59,2025-09-30 07:28:49,2025-09-30 07:28:49,867488068383602,873,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,12,23730,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:03:33,0:42:09,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,130.0,NA_0
2025-09-30 08:20:08,2025-09-30 08:20:08,2025-09-30 07:28:49,2025-09-30 07:28:49,867488068383602,899,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,11,23129,0000,0000,01,00,22,6,6,50044,00,01,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,3079.0,NA_0
2025-09-30 08:20:09,2025-09-30 08:20:08,2025-09-30 07:28:49,2025-09-30 07:28:49,867488068383602,900,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,23129,0000,0000,01,00,22,6,6,-,00,00,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:09,-,-,0,-,,,,,,,,,,,X,NA,0,,,3079.0,NA_0
2025-09-30 08:20:24,2025-09-30 08:20:24,2025-09-30 07:28:49,2025-09-30 07:28:49,867488068383602,902,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,11,21901,0000,0000,00,00,12,6,6,16,00,00,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:15,0:42:24,-,-,0,-,,,,,,,,,,,X,NA,0,,,3095.0,NA_0
2025-09-30 08:20:25,2025-09-30 08:20:24,2025-09-30 07:28:49,2025-09-30 07:28:49,867488068383602,903,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,21901,0000,0000,00,00,12,6,6,-,00,00,0.0,0.0,115,115,1040,1040,-25.047813,-25.047813,-51.541915,-51.541915,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:15,0:42:24,-,-,0,-,,,,,,,,,,,X,NA,0,,,3095.0,NA_0
2025-09-30 08:20:27,2025-09-30 08:20:27,2025-09-30 08:20:27,2025-09-30 08:20:27,867488068383602,904,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,11,22204,0000,-,00,00,12,4,4,-,02,02,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:15,0:42:24,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,0.0,NA_0
2025-09-30 08:20:27,2025-09-30 08:20:27,2025-09-30 08:20:27,2025-09-30 08:20:27,867488068383602,905,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,11,22204,0000,0000,00,00,12,4,4,-,02,02,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:15,0:42:24,-,-,0,-,,,,,,,,,00,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:28,2025-09-30 08:20:27,2025-09-30 08:20:27,2025-09-30 08:20:27,867488068383602,906,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,11,22204,0000,0000,00,00,12,4,4,-,02,02,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:15,0:42:24,-,-,0,-,,,,,,,,,01,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:30,2025-09-30 08:20:30,2025-09-30 08:20:29,2025-09-30 08:20:29,867488068383602,910,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,11,22279,0000,0000,01,00,22,4,4,6,02,02,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:24,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:20:30,2025-09-30 08:20:30,2025-09-30 08:20:29,2025-09-30 08:20:29,867488068383602,911,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,22279,0000,0000,01,00,22,4,4,-,02,02,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:24,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:20:30,2025-09-30 08:20:30,2025-09-30 08:20:30,2025-09-30 08:20:30,867488068383602,912,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,11,22279,0000,0000,01,00,22,4,4,-,02,02,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:24,-,-,0,-,,,,,,,,,00,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:40,2025-09-30 08:20:40,2025-09-30 08:20:40,2025-09-30 08:20:40,867488068383602,915,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,11,14767,0000,0000,00,00,12,6,6,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:33,-,-,0,-,,,,,,,,,01,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:40,2025-09-30 08:20:40,2025-09-30 08:20:39,2025-09-30 08:20:39,867488068383602,914,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,14767,0000,0000,00,00,12,6,6,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:33,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:20:40,2025-09-30 08:20:40,2025-09-30 08:20:39,2025-09-30 08:20:39,867488068383602,913,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,11,14767,0000,0000,00,00,12,6,6,10,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:33,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:20:46,2025-09-30 08:20:46,2025-09-30 08:20:46,2025-09-30 08:20:46,867488068383602,919,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,11,22231,0000,0000,01,00,22,6,6,6,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:33,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:47,2025-09-30 08:20:46,2025-09-30 08:20:46,2025-09-30 08:20:46,867488068383602,920,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,22231,0000,0000,01,00,22,6,6,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:33,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:47,2025-09-30 08:20:47,2025-09-30 08:20:47,2025-09-30 08:20:47,867488068383602,921,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,11,22231,0000,0000,01,00,22,6,6,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:33,-,-,0,-,,,,,,,,,00,,X,NA,0,,,0.0,NA_0
2025-09-30 08:20:56,2025-09-30 08:20:56,2025-09-30 08:20:55,2025-09-30 08:20:55,867488068383602,922,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,11,14581,0000,0000,00,00,12,8,8,10,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:42,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:20:56,2025-09-30 08:20:56,2025-09-30 08:20:55,2025-09-30 08:20:55,867488068383602,923,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,14581,0000,0000,00,00,12,8,8,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:42,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:20:56,2025-09-30 08:20:56,2025-09-30 08:20:56,2025-09-30 08:20:56,867488068383602,924,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,11,14581,0000,0000,00,00,12,8,8,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:42,-,-,0,-,,,,,,,,,01,,X,NA,0,,,0.0,NA_0
2025-09-30 08:21:17,2025-09-30 08:21:17,2025-09-30 08:21:16,2025-09-30 08:21:16,867488068383602,927,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,11,22339,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:42,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:23:15,2025-09-30 08:23:15,2025-09-30 08:23:13,2025-09-30 08:23:13,867488068383602,930,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,10,22491,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:42,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:25:56,2025-09-30 08:25:56,2025-09-30 08:25:56,2025-09-30 08:25:56,867488068383602,933,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,10,22548,0000,-,00,00,1a,12,12,-,01,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,0:42:42,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,0.0,NA_0
2025-09-30 08:28:50,2025-09-30 08:28:49,2025-09-30 08:25:56,2025-09-30 08:25:56,867488068383602,937,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,10,22674,0000,0000,01,00,22,12,12,473,00,01,0.0,0.0,115,115,1016,1016,-25.047711,-25.047711,-51.541859,-51.541859,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,0:42:42,-,-,0,-,,,,,,,,,,,X,NA,0,,,173.0,NA_0
