Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,
2025-10-20 00:06:41,2025-10-20 00:06:41,2025-10-20 00:04:17,2025-10-20 00:04:17,867488067670306,2623,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,48,12349,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 23:06:41,2025-10-19 23:06:41,2025-10-19 23:04:36,2025-10-19 23:04:36,867488067670306,2622,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,48,12419,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 22:06:41,2025-10-19 22:06:41,2025-10-19 22:04:18,2025-10-19 22:04:18,867488067670306,2621,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,48,12372,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 21:06:41,2025-10-19 21:06:41,2025-10-19 21:04:35,2025-10-19 21:04:35,867488067670306,2620,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,48,12353,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 20:06:41,2025-10-19 20:06:42,2025-10-19 20:04:15,2025-10-19 20:04:15,867488067670306,2619,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,48,12430,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 19:06:41,2025-10-19 19:06:39,2025-10-19 19:04:15,2025-10-19 19:04:15,867488067670306,2618,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12404,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 18:06:41,2025-10-19 18:06:39,2025-10-19 18:04:36,2025-10-19 18:04:36,867488067670306,2617,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12445,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 17:06:41,2025-10-19 17:06:39,2025-10-19 17:04:36,2025-10-19 17:04:36,867488067670306,2616,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12397,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 16:06:41,2025-10-19 16:06:39,2025-10-19 16:04:29,2025-10-19 16:04:29,867488067670306,2615,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12461,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 15:06:41,2025-10-19 15:06:39,2025-10-19 15:04:17,2025-10-19 15:04:17,867488067670306,2614,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12379,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 15:04:58,,,,867488067670306,2613,GTINF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,3812,03
2025-10-19 14:06:41,2025-10-19 14:06:39,2025-10-19 14:04:36,2025-10-19 14:04:36,867488067670306,2612,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12394,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 13:06:41,2025-10-19 13:06:39,2025-10-19 13:04:30,2025-10-19 13:04:30,867488067670306,2611,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12439,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 12:06:41,2025-10-19 12:06:39,2025-10-19 12:04:36,2025-10-19 12:04:36,867488067670306,2610,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12438,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 11:06:41,2025-10-19 11:06:39,2025-10-19 11:04:20,2025-10-19 11:04:20,867488067670306,2609,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12432,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 10:06:41,2025-10-19 10:06:39,2025-10-19 10:04:16,2025-10-19 10:04:16,867488067670306,2608,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12412,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 09:06:41,2025-10-19 09:06:39,2025-10-19 09:04:35,2025-10-19 09:04:35,867488067670306,2607,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12421,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 08:06:41,2025-10-19 08:06:39,2025-10-19 08:04:36,2025-10-19 08:04:36,867488067670306,2606,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12330,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 07:06:40,2025-10-19 07:06:39,2025-10-19 07:04:18,2025-10-19 07:04:18,867488067670306,2605,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12316,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 06:06:41,2025-10-19 06:06:39,2025-10-19 06:04:15,2025-10-19 06:04:15,867488067670306,2604,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12372,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 05:06:41,2025-10-19 05:06:39,2025-10-19 05:04:35,2025-10-19 05:04:35,867488067670306,2603,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12421,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 04:06:40,2025-10-19 04:06:39,2025-10-19 04:04:16,2025-10-19 04:04:16,867488067670306,2602,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12426,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 03:06:41,2025-10-19 03:06:39,2025-10-19 03:04:14,2025-10-19 03:04:14,867488067670306,2601,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12426,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 02:06:40,2025-10-19 02:06:39,2025-10-19 02:04:36,2025-10-19 02:04:36,867488067670306,2600,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12430,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-19 01:06:41,2025-10-19 01:06:39,2025-10-19 01:04:22,2025-10-19 01:04:22,867488067670306,2599,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12412,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-19 00:06:41,2025-10-19 00:06:39,2025-10-19 00:04:35,2025-10-19 00:04:35,867488067670306,2598,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12381,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 23:06:41,2025-10-18 23:06:39,2025-10-18 23:04:18,2025-10-18 23:04:18,867488067670306,2597,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12431,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 22:06:41,2025-10-18 22:06:39,2025-10-18 22:04:45,2025-10-18 22:04:45,867488067670306,2596,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,47,12443,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 21:06:41,2025-10-18 21:06:39,2025-10-18 21:04:35,2025-10-18 21:04:35,867488067670306,2595,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12442,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 20:06:40,2025-10-18 20:06:39,2025-10-18 20:04:27,2025-10-18 20:04:27,867488067670306,2594,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12436,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B280B,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-18 19:06:40,2025-10-18 19:06:39,2025-10-18 19:04:14,2025-10-18 19:04:14,867488067670306,2593,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12455,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051B2883,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,3,00000000,00,10,,
2025-10-18 18:06:41,2025-10-18 18:06:39,2025-10-18 18:04:14,2025-10-18 18:04:14,867488067670306,2592,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12450,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,0,0,29,29,-29.995485,-29.995485,-51.13487,-51.13487,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 17:06:40,2025-10-18 17:06:39,2025-10-18 17:04:37,2025-10-18 17:04:37,867488067670306,2591,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12453,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 16:06:40,2025-10-18 16:06:39,2025-10-18 16:04:36,2025-10-18 16:04:36,867488067670306,2590,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12353,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 15:06:40,2025-10-18 15:06:39,2025-10-18 15:04:25,2025-10-18 15:04:25,867488067670306,2589,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12452,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 15:04:57,,,,867488067670306,2588,GTINF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,3809,03
2025-10-18 14:06:40,2025-10-18 14:06:39,2025-10-18 14:04:16,2025-10-18 14:04:16,867488067670306,2587,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12386,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 13:06:41,2025-10-18 13:06:39,2025-10-18 13:04:35,2025-10-18 13:04:35,867488067670306,2586,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12452,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 12:06:40,2025-10-18 12:06:39,2025-10-18 12:04:16,2025-10-18 12:04:16,867488067670306,2585,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12458,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 11:06:43,2025-10-18 11:06:39,2025-10-18 11:04:14,2025-10-18 11:04:14,867488067670306,2584,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12457,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 10:06:40,2025-10-18 10:06:39,2025-10-18 10:04:36,2025-10-18 10:04:36,867488067670306,2583,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12463,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 09:06:40,2025-10-18 09:06:39,2025-10-18 09:04:24,2025-10-18 09:04:24,867488067670306,2582,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12400,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 08:06:40,2025-10-18 08:06:39,2025-10-18 08:04:36,2025-10-18 08:04:36,867488067670306,2581,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12457,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 07:06:40,2025-10-18 07:06:39,2025-10-18 07:04:17,2025-10-18 07:04:17,867488067670306,2580,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12463,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 06:06:40,2025-10-18 06:06:39,2025-10-18 06:04:36,2025-10-18 06:04:36,867488067670306,2579,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12452,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 05:06:40,2025-10-18 05:06:39,2025-10-18 05:04:16,2025-10-18 05:04:16,867488067670306,2578,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,46,12461,0000,-,00,00,11,5,5,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 04:06:41,2025-10-18 04:06:39,2025-10-18 04:04:15,2025-10-18 04:04:15,867488067670306,2577,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,45,12372,0000,-,00,00,11,6,6,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 03:06:40,2025-10-18 03:06:39,2025-10-18 03:04:35,2025-10-18 03:04:35,867488067670306,2576,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,45,12459,0000,-,00,00,11,7,7,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
2025-10-18 02:06:40,2025-10-18 02:06:39,2025-10-18 02:04:20,2025-10-18 02:04:20,867488067670306,2575,GTERI,0x19FE3FBF,0x00028102,802003,0x8303,0x0115,45,12411,0000,-,00,00,11,4,4,-,01,01,0.0,0.0,0,0,4,4,-29.995515,-29.995515,-51.134872,-51.134872,0724,0004,894E,051A330D,0.0,1.6,1.6,0:00:54,2:58:20,-,-,0,-,,,,,04,28,00000000,00,10,,
