Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,,,
2025-09-29 17:00:34,2025-09-29 17:00:34,2025-09-29 17:00:32,2025-09-29 16:57:49,867488067684034,430,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,45,27781,0000,-,01,00,22,12,12,-,01,01,0.0,38.9,168,169,1056,1052,-25.048502,-25.046382,-51.53626,-51.535773,0724,0004,85da,0f6ad10a,1.0,1.0,0.7,0:06:07,2:31:36,-,-,0,-,,,,,04,3,00000000,00,10,,,,
2025-09-29 17:02:11,,,,867488067684034,431,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:03:34,2025-09-29 17:03:34,2025-09-29 17:03:32,2025-09-29 17:02:10,867488067684034,433,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,45,27800,0000,-,01,00,22,12,12,-,01,01,0.0,48.3,168,175,1076,1060,-25.05226,-25.050336,-51.534981,-51.535245,0724,0004,85da,0f6ad10a,1.5,1.5,1.3,0:09:07,2:34:36,-,-,0,-,,,,,04,3,00000000,00,10,,,,
2025-09-29 17:04:11,,,,867488067684034,434,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:04:12,2025-09-29 17:04:12,2025-09-29 17:04:11,,867488067684034,435,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:06:12,,,,867488067684034,437,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:06:34,2025-09-29 17:06:34,2025-09-29 17:06:32,2025-09-29 17:04:31,867488067684034,439,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,45,27963,0000,-,01,00,22,12,12,-,01,01,30.4,37.7,99,83,1051,1068,-25.051972,-25.050537,-51.526059,-51.534119,0724,0004,85da,0f6ad109,2.7,2.7,1.8,0:12:07,2:37:36,-,-,0,-,,,,,04,3,00000000,00,10,,,,
2025-09-29 17:08:12,,,,867488067684034,440,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:09:17,2025-09-29 17:09:17,2025-09-29 17:09:16,2025-09-29 17:09:09,867488067684034,442,GTBTC,0x19fe7fbf,,802003,0x8303,0x0115,45,27761,0000,0000,01,00,22,12,12,-,01,01,29.9,34.9,170,164,1013,1013,-25.054785,-25.054238,-51.519014,-51.519123,0724,0004,85da,0f79f10d,3.6,3.6,3.6,0:14:49,2:40:18,-,-,0,-,,,,,,,,,,,,,
2025-09-29 17:09:34,2025-09-29 17:09:34,2025-09-29 17:09:32,2025-09-29 17:09:17,867488067684034,443,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,48,27767,0000,-,01,00,22,12,12,-,01,01,13.0,29.3,158,166,1017,1012,-25.055584,-25.054857,-51.518632,-51.518996,0724,0004,85da,0f79f10d,3.7,3.7,3.7,0:15:07,2:40:36,-,-,0,-,,,,,04,28,00000000,00,10,,,,
2025-09-29 17:10:13,,,,867488067684034,444,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:12:13,,,,867488067684034,446,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:12:34,2025-09-29 17:12:34,2025-09-29 17:12:32,2025-09-29 17:10:54,867488067684034,448,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,63,27946,0000,-,01,00,22,12,12,-,01,01,31.0,34.9,279,14,1044,1011,-25.052029,-25.053648,-51.525439,-51.519062,0724,0004,85da,0f6ad109,4.7,4.7,4.0,0:18:07,2:43:36,-,-,0,-,,,,,04,3,00000000,00,10,,,,
2025-09-29 17:14:14,,,,867488067684034,449,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:14:23,2025-09-29 17:14:23,2025-09-29 17:14:22,2025-09-29 17:12:34,867488067684034,450,GTSTC,0x19fe7fbf,,802003,0x8303,0x0115,64,27914,0000,0000,01,00,22,12,12,-,01,01,24.9,29.6,339,279,1086,1045,-25.049863,-25.052005,-51.531259,-51.525604,0724,0004,85da,0f6ad10a,5.4,5.4,4.7,0:19:55,2:45:24,-,-,0,-,,,,,,,,,,,,,
2025-09-29 17:15:34,2025-09-29 17:15:34,2025-09-29 17:15:32,2025-09-29 17:15:31,867488067684034,452,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,63,27868,0000,-,01,00,22,12,12,-,01,01,43.0,43.8,263,263,1065,1066,-25.048239,-25.048226,-51.532972,-51.532854,0724,0004,85da,0f6ad10a,5.8,5.8,5.7,0:21:07,2:46:36,-,-,0,-,,,,,04,3,00000000,00,10,,,,
2025-09-29 17:16:14,,,,867488067684034,453,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:18:15,,,,867488067684034,455,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:18:34,2025-09-29 17:18:34,2025-09-29 17:18:32,2025-09-29 17:15:34,867488067684034,457,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,67,27845,0000,-,01,00,22,12,12,-,01,01,13.9,42.9,174,265,1021,1064,-25.047251,-25.048259,-51.540883,-51.533208,0724,0004,85da,0f6ad116,6.9,6.9,5.8,0:24:07,2:49:36,-,-,0,-,,,,,04,1,00000000,00,10,,,,
2025-09-29 17:18:43,2025-09-29 17:18:43,2025-09-29 17:18:42,2025-09-29 17:18:42,867488067684034,458,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,67,27699,0000,0000,00,00,12,12,12,1455,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,,,,,,,,,
2025-09-29 17:18:43,2025-09-29 17:18:43,2025-09-29 17:18:42,2025-09-29 17:18:42,867488067684034,459,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,67,27699,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,,,,,,,,,
2025-09-29 17:18:43,2025-09-29 17:18:43,2025-09-29 17:18:43,2025-09-29 17:18:43,867488067684034,460,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,67,27699,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,,,,,01,,,,
2025-09-29 17:18:44,2025-09-29 17:18:43,2025-09-29 17:18:43,2025-09-29 17:18:43,867488067684034,461,GTSTC,0x19fe7fbf,,802003,0x8303,0x0115,67,27699,0000,0000,00,00,12,12,12,-,00,00,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,,,,,,,,,
2025-09-29 17:18:44,,,,867488067684034,462,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:18:45,,,,867488067684034,463,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:20:08,,,,867488067684034,464,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:20:08,2025-09-29 17:20:09,2025-09-29 17:20:08,2025-09-29 17:20:08,867488067684034,465,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,54,26043,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,,,,,,,,,
2025-09-29 17:21:34,2025-09-29 17:21:34,2025-09-29 17:21:32,2025-09-29 17:21:32,867488067684034,467,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,52,26095,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,
2025-09-29 17:22:16,,,,867488067684034,468,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:23:43,,,,867488067684034,470,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:23:43,2025-09-29 17:23:43,2025-09-29 17:23:43,2025-09-29 17:23:43,867488067684034,471,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,51,26071,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,
2025-09-29 17:26:16,,,,867488067684034,472,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:28:17,,,,867488067684034,473,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:30:17,,,,867488067684034,474,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:32:18,,,,867488067684034,475,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:34:18,,,,867488067684034,476,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:36:19,,,,867488067684034,477,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:38:19,,,,867488067684034,478,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:40:20,,,,867488067684034,479,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:42:20,,,,867488067684034,480,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:44:20,,,,867488067684034,481,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:46:21,,,,867488067684034,482,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:48:21,,,,867488067684034,483,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:50:22,,,,867488067684034,484,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:52:22,,,,867488067684034,485,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:54:23,,,,867488067684034,486,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:56:23,,,,867488067684034,487,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 17:58:23,,,,867488067684034,488,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:00:24,,,,867488067684034,489,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:02:24,,,,867488067684034,490,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:04:25,,,,867488067684034,491,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:06:25,,,,867488067684034,492,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:08:26,,,,867488067684034,493,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:10:26,,,,867488067684034,494,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:12:27,,,,867488067684034,495,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:14:27,,,,867488067684034,496,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:16:27,,,,867488067684034,497,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:18:28,,,,867488067684034,498,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:20:28,,,,867488067684034,499,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:22:29,,,,867488067684034,500,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:23:38,2025-09-29 18:23:38,2025-09-29 18:21:11,2025-09-29 18:21:11,867488067684034,501,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,50,25895,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,
2025-09-29 18:24:29,,,,867488067684034,502,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:26:30,,,,867488067684034,503,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:28:30,,,,867488067684034,504,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:30:30,,,,867488067684034,505,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:32:31,,,,867488067684034,506,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:34:31,,,,867488067684034,507,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:36:32,,,,867488067684034,508,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:38:32,,,,867488067684034,509,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:40:33,,,,867488067684034,510,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:42:33,,,,867488067684034,511,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:44:34,,,,867488067684034,512,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:46:34,,,,867488067684034,513,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:48:34,,,,867488067684034,514,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:50:35,,,,867488067684034,515,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:52:35,,,,867488067684034,516,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:54:36,,,,867488067684034,517,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:56:36,,,,867488067684034,518,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 18:58:37,,,,867488067684034,519,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:00:37,,,,867488067684034,520,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:02:37,,,,867488067684034,521,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:04:38,,,,867488067684034,522,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:06:38,,,,867488067684034,523,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:08:39,,,,867488067684034,524,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:10:39,,,,867488067684034,525,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:12:40,,,,867488067684034,526,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:14:40,,,,867488067684034,527,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:15:40,,,,867488067684034,528,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:17:41,,,,867488067684034,529,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:19:41,,,,867488067684034,530,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:21:42,,,,867488067684034,531,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:23:38,2025-09-29 19:23:38,2025-09-29 19:21:11,2025-09-29 19:21:11,867488067684034,532,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,51,25757,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,174,174,1022,1022,-25.047372,-25.047372,-51.540869,-51.540869,0724,0004,85da,0f6ad116,6.9,6.9,6.9,0:24:16,2:49:45,-,-,0,-,,,,,04,1,00000000,00,10,,,,
2025-09-29 19:23:42,,,,867488067684034,533,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:25:42,,,,867488067684034,534,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:27:43,,,,867488067684034,535,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:29:43,,,,867488067684034,536,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:31:44,,,,867488067684034,537,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:33:44,,,,867488067684034,538,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:35:45,,,,867488067684034,539,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:37:45,,,,867488067684034,540,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:39:45,,,,867488067684034,541,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:41:46,,,,867488067684034,542,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:43:46,,,,867488067684034,543,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:45:47,,,,867488067684034,544,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:47:47,,,,867488067684034,545,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:49:48,,,,867488067684034,546,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:51:48,,,,867488067684034,547,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:53:49,,,,867488067684034,548,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-29 19:55:49,,,,867488067684034,549,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
