Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Motion Status,Event Code,Hodômetro Total,RAT,Position Report Type
3097,SUR6A68,83,862689070242307,2025-06-12 08:42:23,2025-06-12 08:42:28.847,2025-06-12 08:42:28,20.00000,0,-22.76615,-47.64575,16,Válido,0,12219,0,761,22,30,2065.30,10,10
3101,SUR6A68,83,862689070242307,2025-06-12 08:45:24,2025-06-12 08:45:28.880,2025-06-12 08:45:28,81.00000,0,-22.75740,-47.64410,16,Válido,41,12251,0,761,22,30,2066.50,10,10
3104,SUR6A68,83,862689070242307,2025-06-12 08:48:24,2025-06-12 08:48:28.843,2025-06-12 08:48:28,334.00000,0,-22.74094,-47.64636,13,Válido,39,12259,0,761,22,30,2068.50,10,10
3107,SUR6A68,83,862689070242307,2025-06-12 08:51:24,2025-06-12 08:51:28.857,2025-06-12 08:51:28,13.00000,0,-22.73055,-47.64721,12,Válido,19,12211,0,761,22,30,2069.70,10,10
3108,SUR6A68,83,862689070242307,2025-06-12 08:54:23,2025-06-12 08:54:28.927,2025-06-12 08:54:28,15.00000,0,-22.72430,-47.64531,11,Válido,54,12572,0,761,22,30,2070.50,10,10
3109,SUR6A68,83,862689070242307,2025-06-12 08:57:23,2025-06-12 08:57:31.170,2025-06-12 08:57:28,298.00000,3,-22.71450,-47.65077,14,Válido,51,12588,0,761,22,30,2072.00,10,10
3110,SUR6A68,83,862689070242307,2025-06-12 09:00:23,2025-06-12 09:00:29.367,2025-06-12 09:00:28,63.00000,1,-22.70557,-47.65161,15,Válido,10,12268,0,761,22,30,2073.50,10,10
3113,SUR6A68,83,862689070242307,2025-06-12 09:03:23,2025-06-12 09:03:28.747,2025-06-12 09:03:28,62.00000,0,-22.70536,-47.65120,15,Válido,9,12276,0,761,22,30,2073.50,10,10
3115,SUR6A68,83,862689070242307,2025-06-12 09:04:08,2025-06-12 09:04:09.147,2025-06-12 09:04:08,128.00000,1,-22.70474,-47.65139,13,Válido,0,12268,0,760,11,27,2073.60,0,10
3114,SUR6A68,83,862689070242307,2025-06-12 09:04:07,2025-06-12 09:04:08.870,2025-06-12 09:04:08,128.00000,0,-22.70474,-47.65139,13,Válido,0,12276,0,668,GTIGF,20,2073.60,0,
3120,SUR6A68,83,862689070242307,2025-06-12 09:04:08,2025-06-12 09:54:02.950,2025-06-12 09:54:02,128.00000,0,-22.70474,-47.65139,13,Válido,0,12620,0,667,GTIGN,21,2073.60,10,
3125,SUR6A68,83,862689070242307,2025-06-12 09:54:09,2025-06-12 09:54:10.507,2025-06-12 09:54:09,2.00000,1,-22.70485,-47.65130,8,Válido,2,12324,0,761,22,30,2073.60,10,10
3133,SUR6A68,83,862689070242307,2025-06-12 09:57:03,2025-06-12 09:57:08.880,2025-06-12 09:57:08,165.00000,0,-22.70522,-47.65121,17,Válido,12,13797,0,761,22,30,2073.60,10,10
3135,SUR6A68,83,862689070242307,2025-06-12 10:00:03,2025-06-12 10:00:08.837,2025-06-12 10:00:08,162.00000,0,-22.70449,-47.64766,13,Válido,43,14589,0,761,22,30,2074.90,10,10
3136,SUR6A68,83,862689070242307,2025-06-12 10:03:03,2025-06-12 10:03:11.900,2025-06-12 10:03:08,76.00000,3,-22.71254,-47.63471,15,Válido,48,12308,0,761,22,30,2076.60,10,10
3137,SUR6A68,83,862689070242307,2025-06-12 10:06:03,2025-06-12 10:06:10.707,2025-06-12 10:06:08,107.00000,2,-22.72024,-47.61850,16,Válido,64,14373,0,761,22,30,2078.60,10,10
3138,SUR6A68,83,862689070242307,2025-06-12 10:09:03,2025-06-12 10:09:09.053,2025-06-12 10:09:08,96.00000,1,-22.72491,-47.57488,16,Válido,94,12388,0,761,22,30,2083.20,10,10
3139,SUR6A68,83,862689070242307,2025-06-12 10:12:03,2025-06-12 10:12:09.060,2025-06-12 10:12:08,119.00000,1,-22.73817,-47.52833,16,Válido,103,12380,0,761,22,30,2088.30,10,10
3140,SUR6A68,83,862689070242307,2025-06-12 10:15:03,2025-06-12 10:15:08.917,2025-06-12 10:15:08,107.00000,0,-22.75462,-47.48217,16,Válido,110,12380,0,761,22,30,2093.40,10,10
3141,SUR6A68,83,862689070242307,2025-06-12 10:18:03,2025-06-12 10:18:10.370,2025-06-12 10:18:08,170.00000,2,-22.77170,-47.44591,13,Válido,85,12380,0,761,22,30,2097.90,10,10
3142,SUR6A68,83,862689070242307,2025-06-12 10:21:04,2025-06-12 10:21:13.670,2025-06-12 10:21:08,121.00000,5,-22.79922,-47.40463,16,Válido,104,12364,0,761,22,30,2103.20,10,10
3143,SUR6A68,83,862689070242307,2025-06-12 10:24:03,2025-06-12 10:24:12.770,2025-06-12 10:24:08,121.00000,4,-22.82956,-47.36453,14,Válido,107,12372,0,761,22,30,2108.50,10,10
3144,SUR6A68,83,862689070242307,2025-06-12 10:27:03,2025-06-12 10:27:08.850,2025-06-12 10:27:08,103.00000,0,-22.85344,-47.32044,15,Válido,104,12380,0,761,22,30,2113.80,10,10
3145,SUR6A68,83,862689070242307,2025-06-12 10:30:03,2025-06-12 10:30:11.190,2025-06-12 10:30:08,132.00000,3,-22.86793,-47.27901,14,Válido,107,14109,0,761,22,30,2118.50,10,10
3146,SUR6A68,83,862689070242307,2025-06-12 10:33:04,2025-06-12 10:33:08.830,2025-06-12 10:33:08,127.00000,0,-22.88443,-47.23172,15,Válido,100,12364,0,761,22,30,2123.80,10,10
3147,SUR6A68,83,862689070242307,2025-06-12 10:36:03,2025-06-12 10:36:09.037,2025-06-12 10:36:08,60.00000,1,-22.90268,-47.20255,16,Válido,67,12412,0,761,22,30,2128.30,10,10
3148,SUR6A68,83,862689070242307,2025-06-12 10:39:03,2025-06-12 10:39:08.800,2025-06-12 10:39:08,59.00000,0,-22.88680,-47.16044,16,Válido,90,12380,0,761,22,30,2133.10,10,10
3149,SUR6A68,83,862689070242307,2025-06-12 10:42:03,2025-06-12 10:44:29.503,2025-06-12 10:42:08,133.00000,141,-22.89641,-47.12284,15,Válido,84,14349,1,761,22,30,2137.40,10,10
3150,SUR6A68,83,862689070242307,2025-06-12 10:45:03,2025-06-12 10:45:08.783,2025-06-12 10:45:08,314.00000,0,-22.87863,-47.11925,15,Válido,105,13044,0,761,22,30,2141.50,10,10
3151,SUR6A68,83,862689070242307,2025-06-12 10:48:03,2025-06-12 10:48:25.967,2025-06-12 10:48:08,76.00000,17,-22.85602,-47.13440,15,Válido,80,14565,0,761,22,30,2145.80,10,10
3152,SUR6A68,83,862689070242307,2025-06-12 10:51:04,2025-06-12 10:51:08.913,2025-06-12 10:51:08,79.00000,0,-22.84708,-47.09065,15,Válido,84,14461,0,761,22,30,2150.40,0,10
3154,SUR6A68,83,862689070242307,2025-06-12 10:53:05,2025-06-12 10:53:06.777,2025-06-12 10:53:06,161.00000,0,-22.84455,-47.06922,15,Válido,0,12588,0,668,GTIGF,20,2152.50,10,
3155,SUR6A68,83,862689070242307,2025-06-12 10:53:06,2025-06-12 10:53:12.940,2025-06-12 10:53:06,161.00000,6,-22.84455,-47.06922,14,Válido,0,12412,0,760,11,27,2152.50,0,10
3160,SUR6A68,83,862689070242307,2025-06-12 10:53:06,2025-06-12 10:53:22.743,2025-06-12 10:53:22,161.00000,0,-22.84455,-47.06922,14,Válido,0,12996,0,667,GTIGN,21,2152.50,10,
3165,SUR6A68,83,862689070242307,2025-06-12 10:53:30,2025-06-12 10:53:31.310,2025-06-12 10:53:30,10.00000,1,-22.84461,-47.06913,10,Válido,0,12404,0,761,22,30,2152.50,10,10
3173,SUR6A68,83,862689070242307,2025-06-12 10:56:23,2025-06-12 10:56:28.930,2025-06-12 10:56:28,10.00000,0,-22.84458,-47.06923,16,Válido,0,12059,0,761,22,30,2152.50,10,10
3177,SUR6A68,83,862689070242307,2025-06-12 10:59:23,2025-06-12 10:59:28.880,2025-06-12 10:59:28,193.00000,0,-22.84491,-47.06928,16,Válido,15,14125,0,761,22,30,2152.60,0,10
3178,SUR6A68,83,862689070242307,2025-06-12 11:00:53,2025-06-12 11:00:54.977,2025-06-12 11:00:54,165.00000,0,-22.84418,-47.06623,14,Válido,0,12932,0,668,GTIGF,20,2153.10,10,
3179,SUR6A68,83,862689070242307,2025-06-12 11:00:54,2025-06-12 11:00:55.063,2025-06-12 11:00:54,165.00000,1,-22.84418,-47.06623,14,Válido,0,13028,0,760,11,27,2153.10,0,10
3184,SUR6A68,83,862689070242307,2025-06-12 11:00:54,2025-06-12 11:17:56.857,2025-06-12 11:17:56,165.00000,0,-22.84418,-47.06623,14,Válido,0,12444,0,667,GTIGN,21,2153.10,10,
3189,SUR6A68,83,862689070242307,2025-06-12 11:18:03,2025-06-12 11:18:04.967,2025-06-12 11:18:04,304.00000,0,-22.84414,-47.06623,16,Válido,3,12219,0,761,22,30,2153.10,10,10
3190,SUR6A68,83,862689070242307,2025-06-12 11:18:13,2025-06-12 11:18:14.757,2025-06-12 11:18:14,255.00000,0,-22.84409,-47.06632,17,Válido,0,12588,0,668,GTIGF,20,2153.10,0,
3191,SUR6A68,83,862689070242307,2025-06-12 11:18:14,2025-06-12 11:18:14.853,2025-06-12 11:18:14,255.00000,0,-22.84409,-47.06632,16,Válido,0,12588,0,760,11,27,2153.10,0,10
3196,SUR6A68,83,862689070242307,2025-06-12 11:18:14,2025-06-12 11:46:32.940,2025-06-12 11:46:32,255.00000,0,-22.84409,-47.06632,16,Válido,0,12668,0,667,GTIGN,21,2153.10,10,
3201,SUR6A68,83,862689070242307,2025-06-12 11:46:39,2025-06-12 11:46:40.763,2025-06-12 11:46:40,130.00000,0,-22.84412,-47.06606,11,Válido,12,12388,0,761,22,30,2153.10,10,10
3208,SUR6A68,83,862689070242307,2025-06-12 11:49:33,2025-06-12 11:49:38.967,2025-06-12 11:49:38,34.00000,0,-22.84333,-47.06090,15,Válido,50,13653,0,761,22,30,2154.90,10,10
3210,SUR6A68,83,862689070242307,2025-06-12 11:52:33,2025-06-12 11:52:39.050,2025-06-12 11:52:38,26.00000,1,-22.83925,-47.03579,16,Válido,78,13188,0,761,22,30,2158.30,10,10
3211,SUR6A68,83,862689070242307,2025-06-12 11:55:33,2025-06-12 11:55:44.540,2025-06-12 11:55:38,4.00000,6,-22.80300,-47.03278,15,Válido,91,12452,0,761,22,30,2162.60,10,10
3212,SUR6A68,83,862689070242307,2025-06-12 11:58:33,2025-06-12 11:58:38.907,2025-06-12 11:58:38,355.00000,0,-22.76886,-47.02167,16,Válido,76,13885,0,761,22,30,2166.70,0,10
3213,SUR6A68,83,862689070242307,2025-06-12 11:58:54,2025-06-12 11:58:55.113,2025-06-12 11:58:54,5.00000,1,-22.76471,-47.02147,17,Válido,36,14445,0,855,Frenagem Brusca,Frenagem Brusca,2167.00,10,
3214,SUR6A68,83,862689070242307,2025-06-12 12:01:33,2025-06-12 12:01:38.953,2025-06-12 12:01:38,16.00000,0,-22.73366,-47.01625,16,Válido,92,12436,0,761,22,30,2170.70,10,10
3215,SUR6A68,83,862689070242307,2025-06-12 12:04:33,2025-06-12 12:04:38.903,2025-06-12 12:04:38,55.00000,0,-22.69482,-47.01223,17,Válido,37,13116,0,761,22,30,2175.00,10,10
3216,SUR6A68,83,862689070242307,2025-06-12 12:07:34,2025-06-12 12:07:38.760,2025-06-12 12:07:38,355.00000,0,-22.69322,-47.01741,17,Válido,0,12380,0,761,22,30,2176.40,10,10
3218,SUR6A68,83,862689070242307,2025-06-12 12:10:33,2025-06-12 12:10:38.963,2025-06-12 12:10:38,292.00000,0,-22.68962,-47.01806,17,Válido,20,14229,0,761,22,30,2176.90,0,10
3219,SUR6A68,83,862689070242307,2025-06-12 12:11:37,2025-06-12 12:11:38.767,2025-06-12 12:11:38,224.00000,0,-22.69106,-47.01823,15,Válido,0,12284,0,668,GTIGF,20,2177.10,10,
3220,SUR6A68,83,862689070242307,2025-06-12 12:11:38,2025-06-12 12:11:38.897,2025-06-12 12:11:38,224.00000,0,-22.69106,-47.01823,15,Válido,0,12284,0,760,11,27,2177.10,10,10
3225,SUR6A68,83,862689070242307,2025-06-12 13:09:17,2025-06-12 13:11:39.267,2025-06-12 13:11:38,224.00000,1,-22.69106,-47.01823,13,Válido,0,12780,0,760,11,27,2177.10,10,10
3226,SUR6A68,83,862689070242307,2025-06-12 14:09:16,2025-06-12 14:11:38.910,2025-06-12 14:11:38,224.00000,0,-22.69106,-47.01823,17,Válido,0,12772,0,760,11,27,2177.10,0,10
3227,SUR6A68,83,862689070242307,2025-06-12 14:09:16,2025-06-12 14:30:03.077,2025-06-12 14:30:02,224.00000,1,-22.69106,-47.01823,17,Válido,0,12628,0,667,GTIGN,21,2177.10,10,
3232,SUR6A68,83,862689070242307,2025-06-12 14:30:10,2025-06-12 14:30:11.990,2025-06-12 14:30:11,264.00000,0,-22.69108,-47.01824,16,Válido,2,12019,0,761,22,30,2177.10,10,10
3239,SUR6A68,83,862689070242307,2025-06-12 14:33:03,2025-06-12 14:33:08.847,2025-06-12 14:33:09,319.00000,-1,-22.69058,-47.01789,19,Válido,24,13901,0,761,22,30,2177.20,10,10
3241,SUR6A68,83,862689070242307,2025-06-12 14:35:11,2025-06-12 14:35:13.050,2025-06-12 14:35:13,319.00000,0,-22.69131,-47.01734,19,Válido,0,12524,0,668,GTIGF,20,2177.60,0,
3242,SUR6A68,83,862689070242307,2025-06-12 14:35:12,2025-06-12 14:35:13.420,2025-06-12 14:35:13,319.00000,0,-22.69131,-47.01734,19,Válido,0,12652,0,760,11,27,2177.60,0,10
3247,SUR6A68,83,862689070242307,2025-06-12 14:35:12,2025-06-12 14:38:13.817,2025-06-12 14:37:41,319.00000,32,-22.69131,-47.01734,19,Válido,0,12596,0,667,GTIGN,21,2177.60,10,
3252,SUR6A68,83,862689070242307,2025-06-12 14:37:48,2025-06-12 14:38:49.543,2025-06-12 14:37:50,101.00000,59,-22.69134,-47.01738,15,Válido,0,12364,0,761,22,30,2177.60,10,10
3259,SUR6A68,83,862689070242307,2025-06-12 14:40:43,2025-06-12 14:40:48.780,2025-06-12 14:40:49,69.00000,-1,-22.69783,-47.01682,18,Válido,13,13308,0,761,22,30,2178.30,10,10
3261,SUR6A68,83,862689070242307,2025-06-12 14:43:43,2025-06-12 14:43:48.910,2025-06-12 14:43:49,188.00000,-1,-22.72773,-47.01468,18,Válido,94,14373,0,761,22,30,2182.10,10,10
3262,SUR6A68,83,862689070242307,2025-06-12 14:46:43,2025-06-12 14:46:50.553,2025-06-12 14:46:49,185.00000,1,-22.76732,-47.02197,18,Válido,81,14429,0,761,22,30,2186.60,10,10
3263,SUR6A68,83,862689070242307,2025-06-12 14:49:43,2025-06-12 14:49:48.900,2025-06-12 14:49:49,184.00000,-1,-22.80129,-47.03278,18,Válido,91,14181,0,761,22,30,2190.60,10,10
3264,SUR6A68,83,862689070242307,2025-06-12 14:52:43,2025-06-12 14:52:49.000,2025-06-12 14:52:49,207.00000,0,-22.83821,-47.03542,18,Válido,84,12540,0,761,22,30,2195.00,10,10
3265,SUR6A68,83,862689070242307,2025-06-12 14:55:44,2025-06-12 14:55:51.397,2025-06-12 14:55:49,261.00000,2,-22.84441,-47.07338,19,Válido,93,12532,0,761,22,30,2199.30,10,10
3266,SUR6A68,83,862689070242307,2025-06-12 14:58:43,2025-06-12 14:58:49.883,2025-06-12 14:58:49,256.00000,0,-22.85309,-47.12117,19,Válido,98,12644,0,761,22,30,2204.30,10,10
3267,SUR6A68,83,862689070242307,2025-06-12 15:01:43,2025-06-12 15:01:49.003,2025-06-12 15:01:49,121.00000,0,-22.86235,-47.13952,19,Válido,59,12820,0,761,22,30,2208.00,10,10
3268,SUR6A68,83,862689070242307,2025-06-12 15:04:43,2025-06-12 15:04:54.433,2025-06-12 15:04:49,180.00000,5,-22.90327,-47.13714,17,Válido,105,12644,0,761,22,30,2213.00,10,10
3269,SUR6A68,83,862689070242307,2025-06-12 15:07:44,2025-06-12 15:07:48.937,2025-06-12 15:07:49,178.00000,-1,-22.94858,-47.12606,18,Válido,108,13180,0,761,22,30,2218.30,10,10
3270,SUR6A68,83,862689070242307,2025-06-12 15:10:43,2025-06-12 15:10:48.957,2025-06-12 15:10:49,174.00000,-1,-22.98988,-47.11157,18,Válido,99,12412,0,761,22,30,2223.30,10,10
3271,SUR6A68,83,862689070242307,2025-06-12 15:13:43,2025-06-12 15:13:48.933,2025-06-12 15:13:49,217.00000,-1,-23.02956,-47.12994,18,Válido,106,12572,0,761,22,30,2228.30,10,10
