Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Serviço,Message Type,Tipo Dispositivo,Event Index,Event Code,Alimentação Externa,Digital Input Status,Ignição,Satélites,HDOP,Fix Status,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Accum0,Accum1,Accum2,Accum3,Accum4,Accum5,Accum6,Accum7,Accum8,Accum9,Accum10,Accum11,Accum12,Accum13,Accum14,Accum15,Carrier,RSSI,Comm State
2025-10-22 06:31:05,2025-10-22 06:31:04,2025-10-22 06:31:04,4675530620,3968,01,02,83,128,20,4058,0A,0,17,0.6,00,0,180,1046.0,-25.0505805,-51.5421069,885.5,000D8303,0001800A,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB9,2F
2025-10-22 06:29:43,2025-10-22 06:29:43,2025-10-22 06:29:43,4675530620,3967,01,02,83,118,38,4058,0B,1,20,0.5,00,17,171,1048.4,-25.0502229,-51.5422098,885.5,000D82DB,0001800B,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB4,2F
2025-10-22 06:29:25,2025-10-22 06:29:24,2025-10-22 06:29:24,4675530620,3966,01,02,83,118,38,4058,0B,1,20,0.5,00,16,218,1044.0,-25.0491568,-51.5421441,885.3,000D8260,0001800B,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC0,2F
2025-10-22 06:28:52,2025-10-22 06:28:51,2025-10-22 06:28:51,4675530620,3965,01,02,83,118,38,4058,0B,1,20,0.5,00,29,264,1027.7,-25.0488418,-51.5394936,885.1,000D814F,0001800B,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAF,2F
2025-10-22 06:28:46,2025-10-22 06:28:46,2025-10-22 06:28:46,4675530620,3964,01,02,83,118,38,4060,0B,1,20,0.5,00,21,216,1030.0,-25.0487861,-51.5391227,885.0,000D812B,0001800B,00000FDC,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB0,2F
2025-10-22 06:27:36,2025-10-22 06:27:35,2025-10-22 06:27:35,4675530620,3963,01,02,83,118,38,4060,0B,1,20,0.5,00,26,166,1023.0,-25.0436518,-51.5400906,884.5,000D7EE8,0001800B,00000FDC,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB7,2F
2025-10-22 06:27:30,2025-10-22 06:27:30,2025-10-22 06:27:30,4675530620,3962,01,02,83,118,38,4058,2B,1,19,0.6,00,20,230,1022.5,-25.0433293,-51.5401383,884.4,000D7EC5,0001802B,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB7,2F
2025-10-22 06:26:06,2025-10-22 06:26:05,2025-10-22 06:26:05,4675530620,3961,01,02,83,118,38,4060,2B,1,18,0.6,00,14,278,1063.9,-25.0424001,-51.534331,883.8,000D7C70,0001802B,00000FDC,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB6,2F
2025-10-22 06:24:22,2025-10-22 06:24:21,2025-10-22 06:24:21,4675530620,3960,01,02,83,112,21,4060,0B,1,17,0.6,00,0,0,1068.0,-25.0430123,-51.5339545,883.7,000D7C08,0001800B,00000FDC,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC1,2F
2025-10-22 05:27:55,2025-10-22 05:27:54,2025-10-22 05:27:54,4675530620,3959,01,02,83,75,27,4060,0A,0,17,0.6,00,0,0,1075.9,-25.0430542,-51.5339352,883.7,000D7C08,0001800A,00000FDC,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC2,2F
2025-10-22 04:27:51,2025-10-22 04:27:51,2025-10-22 04:27:51,4675530620,3958,01,02,83,75,27,4058,0A,0,19,0.6,00,0,0,1078.1,-25.0430523,-51.5339109,883.7,000D7C08,0001800A,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC2,2F
2025-10-22 03:27:47,2025-10-22 03:27:47,2025-10-22 03:27:47,4675530620,3957,01,02,83,75,27,4058,0A,0,17,0.6,00,0,222,1075.9,-25.0430486,-51.5339421,883.7,000D7C08,0001800A,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC2,2F
2025-10-22 02:27:44,2025-10-22 02:27:43,2025-10-22 02:27:43,4675530620,3956,01,02,83,75,27,4058,0A,0,16,0.7,00,0,0,1076.2,-25.0430861,-51.5339755,883.7,000D7C08,0001800A,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC2,2F
2025-10-22 01:27:41,2025-10-22 01:27:40,2025-10-22 01:27:40,4675530620,3955,01,02,83,75,27,4058,0A,0,17,0.6,00,0,147,1085.0,-25.0430798,-51.5339221,883.7,000D7C08,0001800A,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-22 00:27:38,2025-10-22 00:27:37,2025-10-22 00:27:37,4675530620,3954,01,02,83,75,27,4058,0A,0,18,0.6,00,0,0,1080.0,-25.0430764,-51.5339597,883.7,000D7C08,0001800A,00000FDA,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 23:27:34,2025-10-21 23:27:34,2025-10-21 23:27:34,4675530620,3953,01,02,83,75,27,4056,0A,0,14,0.7,00,0,0,1091.4,-25.0430673,-51.5339249,883.7,000D7C08,0001800A,00000FD8,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 22:27:30,2025-10-21 22:27:30,2025-10-21 22:27:30,4675530620,3952,01,02,83,75,27,4056,0A,0,17,0.6,00,0,0,1083.2,-25.0431553,-51.5338882,883.7,000D7C08,0001800A,00000FD8,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 21:27:26,2025-10-21 21:27:26,2025-10-21 21:27:26,4675530620,3951,01,02,83,75,27,4054,0A,0,17,0.6,00,0,0,1094.4,-25.043179,-51.5338815,883.7,000D7C08,0001800A,00000FD6,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 20:27:23,2025-10-21 20:27:22,2025-10-21 20:27:22,4675530620,3950,01,02,83,75,27,4054,0A,0,18,0.6,00,0,0,1080.6,-25.0431303,-51.5339463,883.7,000D7C08,0001800A,00000FD6,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 20:22:39,2025-10-21 19:27:19,2025-10-21 19:27:19,4675530620,3949,01,02,83,75,27,4052,0A,0,15,0.7,20,0,308,1090.8,-25.0431708,-51.5338837,883.7,000D7C08,0001800A,00000FD4,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0005,FFC5,00
2025-10-21 18:27:17,2025-10-21 18:27:16,2025-10-21 18:27:16,4675530620,3948,01,02,83,75,27,4050,0A,0,16,0.6,00,0,244,1060.3,-25.043083,-51.5339454,883.7,000D7C08,0001800A,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 17:27:14,2025-10-21 17:27:13,2025-10-21 17:27:13,4675530620,3947,01,02,83,75,27,4048,0A,0,13,0.8,00,0,312,1083.5,-25.0430998,-51.5339491,883.7,000D7C08,0001800A,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBF,0F
2025-10-21 17:22:14,2025-10-21 17:22:13,2025-10-21 17:22:13,4675530620,3946,01,02,83,128,20,4048,0A,0,17,0.6,00,0,312,1083.5,-25.0431028,-51.5339518,883.7,000D7C08,0001800A,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBA,0F
2025-10-21 17:21:27,2025-10-21 17:21:26,2025-10-21 17:21:26,4675530620,3945,01,02,83,118,38,4048,2B,1,17,0.6,00,24,328,1084.2,-25.0439371,-51.5334016,883.6,000D7B6F,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB5,0F
2025-10-21 17:21:21,2025-10-21 17:21:20,2025-10-21 17:21:20,4675530620,3944,01,02,83,118,38,4048,2B,1,17,0.6,00,14,239,1087.4,-25.0440394,-51.5331628,883.5,000D7B53,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC4,0F
2025-10-21 17:21:15,2025-10-21 17:21:15,2025-10-21 17:21:15,4675530620,3943,01,02,83,118,38,4048,2B,1,17,0.6,00,15,309,1089.4,-25.0439737,-51.5329459,883.5,000D7B3C,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFC4,0F
2025-10-21 17:20:42,2025-10-21 17:20:41,2025-10-21 17:20:41,4675530620,3942,01,02,83,118,38,4048,2B,1,17,0.6,00,14,0,1084.1,-25.0455906,-51.5323333,883.3,000D7A77,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAA,0F
2025-10-21 17:20:36,2025-10-21 17:20:36,2025-10-21 17:20:36,4675530620,3941,01,02,83,118,38,4048,2B,1,17,0.6,00,14,289,1083.3,-25.0457741,-51.5323201,883.3,000D7A64,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAA,0F
2025-10-21 17:20:08,2025-10-21 17:20:07,2025-10-21 17:20:07,4675530620,3940,01,02,83,118,38,4048,2B,1,17,0.6,00,13,237,1092.3,-25.0455344,-51.5316597,883.2,000D7A19,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB7,0F
2025-10-21 17:19:28,2025-10-21 17:19:28,2025-10-21 17:19:28,4675530620,3939,01,02,83,118,38,4048,2B,1,17,0.6,00,21,336,1091.4,-25.0472901,-51.5307045,883.0,000D793A,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB1,0F
2025-10-21 17:19:21,2025-10-21 17:19:21,2025-10-21 17:19:21,4675530620,3938,01,02,83,118,38,4048,2B,1,17,0.6,00,18,22,1088.7,-25.0476082,-51.5306189,883.0,000D7914,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFA7,0F
2025-10-21 17:19:03,2025-10-21 17:19:02,2025-10-21 17:19:02,4675530620,3937,01,02,83,118,38,4048,2B,1,17,0.6,00,20,70,1092.9,-25.0481575,-51.5317119,882.8,000D7891,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB3,0F
2025-10-21 17:18:57,2025-10-21 17:18:56,2025-10-21 17:18:56,4675530620,3936,01,02,83,118,38,4048,0B,1,17,0.6,00,14,347,1093.1,-25.0483228,-51.5318946,882.8,000D7875,0001800B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB3,0F
2025-10-21 17:17:40,2025-10-21 17:17:40,2025-10-21 17:17:40,4675530620,3935,01,02,83,118,38,4048,2B,1,16,0.7,00,23,301,1091.2,-25.0518678,-51.5296441,882.3,000D76A7,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFA0,0F
2025-10-21 17:17:05,2025-10-21 17:16:20,2025-10-21 17:16:20,4675530620,3934,01,02,83,118,38,4048,2B,1,15,0.7,20,28,255,1051.5,-25.0518686,-51.5238801,881.8,000D7459,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,02D4,FFA7,00
2025-10-21 17:17:05,2025-10-21 17:15:47,2025-10-21 17:15:47,4675530620,3933,01,02,83,118,38,4048,2B,1,15,0.7,20,18,301,1045.3,-25.0527388,-51.5215172,881.5,000D7356,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,02D4,0000,00
2025-10-21 17:17:04,2025-10-21 17:15:24,2025-10-21 17:15:24,4675530620,3932,01,02,83,118,38,4048,2B,1,15,0.7,20,21,253,1035.6,-25.0527364,-51.5201036,881.4,000D72C8,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,02D4,FFAA,00
2025-10-21 17:17:04,2025-10-21 17:15:17,2025-10-21 17:15:17,4675530620,3931,01,02,83,118,38,4048,2B,1,15,0.7,20,21,299,1028.5,-25.0527761,-51.5197121,881.3,000D72A1,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,02D4,FF9F,00
2025-10-21 17:17:04,2025-10-21 17:14:31,2025-10-21 17:14:31,4675530620,3930,01,02,83,118,38,4048,2B,1,15,0.7,20,13,345,1020.1,-25.0554509,-51.5186682,881.0,000D7153,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,02D4,FFA4,00
2025-10-21 17:17:04,2025-10-21 17:13:29,2025-10-21 17:13:29,4675530620,3929,01,02,83,118,38,4048,2B,1,13,0.8,20,11,239,1018.9,-25.0556116,-51.5186834,881.0,000D713C,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFA2,00
2025-10-21 17:17:03,2025-10-21 17:12:47,2025-10-21 17:12:47,4675530620,3928,01,02,83,118,38,4048,2B,1,13,0.8,20,12,190,1023.1,-25.0532602,-51.5188632,880.7,000D7025,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FF9B,08
2025-10-21 17:11:30,2025-10-21 17:11:22,2025-10-21 17:11:22,4675530620,3927,01,02,83,118,38,4048,2B,1,15,0.7,20,27,116,1051.6,-25.051984,-51.5232332,880.2,000D6E42,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FF9C,08
2025-10-21 17:09:49,2025-10-21 17:09:49,2025-10-21 17:09:49,4675530620,3926,01,02,83,118,38,4050,2B,1,16,0.7,00,28,70,1082.3,-25.0520452,-51.5287165,879.6,000D6C10,0001802B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFA0,0F
2025-10-21 17:09:37,2025-10-21 17:09:37,2025-10-21 17:09:37,4675530620,3925,01,02,83,118,38,4050,2B,1,16,0.7,00,25,116,1087.5,-25.0519414,-51.5295843,879.5,000D6BB3,0001802B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAE,0F
2025-10-21 17:08:58,2025-10-21 17:08:58,2025-10-21 17:08:58,4675530620,3924,01,02,83,118,38,4048,2B,1,16,0.7,00,16,162,1093.2,-25.0503477,-51.5310852,879.3,000D6AC4,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAD,0F
2025-10-21 17:07:51,2025-10-21 17:07:51,2025-10-21 17:07:51,4675530620,3923,01,02,83,118,38,4050,2B,1,15,0.7,00,14,66,1071.1,-25.0506285,-51.5350943,878.9,000D692A,0001802B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB1,0F
2025-10-21 17:06:39,2025-10-21 17:06:39,2025-10-21 17:06:39,4675530620,3922,01,02,83,118,38,4050,2B,1,15,0.7,00,15,130,1085.9,-25.052732,-51.5350578,878.6,000D6835,0001802B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB6,0F
2025-10-21 17:06:32,2025-10-21 17:06:31,2025-10-21 17:06:31,4675530620,3921,01,02,83,118,38,4050,0B,1,15,0.7,00,23,179,1083.4,-25.0524086,-51.5350738,878.6,000D680C,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB6,0F
2025-10-21 17:05:48,2025-10-21 17:05:47,2025-10-21 17:05:47,4675530620,3920,01,02,83,118,38,4050,2B,1,15,0.7,00,18,133,1067.7,-25.0486287,-51.535517,878.2,000D6667,0001802B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB0,0F
2025-10-21 17:05:31,2025-10-21 17:05:30,2025-10-21 17:05:30,4675530620,3919,01,02,83,118,38,4050,0B,1,16,0.6,00,18,80,1063.3,-25.0487123,-51.5366321,878.1,000D65F4,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAD,0F
2025-10-21 17:02:31,2025-10-21 17:02:30,2025-10-21 17:02:30,4675530620,3918,01,02,83,123,30,4050,0B,1,16,0.6,00,2,270,1061.9,-25.048506,-51.5362807,878.0,000D65B6,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAC,0F
2025-10-21 16:59:32,2025-10-21 16:59:30,2025-10-21 16:59:30,4675530620,3917,01,02,83,118,38,4050,0B,1,15,0.6,00,16,270,1062.4,-25.0485162,-51.5357844,878.0,000D6587,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FF9A,0F
2025-10-21 16:59:26,2025-10-21 16:59:25,2025-10-21 16:59:25,4675530620,3916,01,02,83,118,38,4050,0B,1,15,0.6,00,13,215,1063.4,-25.0484809,-51.5355824,877.9,000D6573,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFA0,0F
2025-10-21 16:58:04,2025-10-21 16:58:03,2025-10-21 16:58:03,4675530620,3915,01,02,83,118,38,4050,0B,1,12,0.8,00,28,169,1058.7,-25.0431034,-51.5365626,877.3,000D6315,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB9,0F
2025-10-21 16:57:59,2025-10-21 16:57:58,2025-10-21 16:57:58,4675530620,3914,01,02,83,118,38,4050,2B,1,12,0.8,00,17,223,1062.1,-25.0428122,-51.5366145,877.3,000D62F6,0001802B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBC,0F
2025-10-21 16:57:20,2025-10-21 16:57:19,2025-10-21 16:57:19,4675530620,3913,01,02,83,118,38,4050,0B,1,11,0.8,00,18,276,1076.5,-25.0424435,-51.5343179,877.1,000D620A,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBD,0F
2025-10-21 16:56:59,2025-10-21 16:56:59,2025-10-21 16:56:59,4675530620,3912,01,02,83,118,38,4048,2B,1,11,0.8,00,13,324,1081.2,-25.0431044,-51.5340606,877.0,000D61BA,0001802B,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFB7,0F
2025-10-21 16:56:13,2025-10-21 16:56:03,2025-10-21 16:05:02,4675530620,3911,01,02,83,112,21,4050,0B,1,15,0.7,24,0,0,1091.1,-25.0430708,-51.5339236,877.0,000D6198,0001800B,00000FD2,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0000,0000,00
2025-10-21 16:04:53,2025-10-21 16:04:53,2025-10-21 16:04:53,4675530620,3910,01,02,83,75,27,4048,0A,0,14,0.7,00,0,0,1091.2,-25.0430708,-51.5339235,877.0,000D6198,0001800A,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBB,0F
2025-10-21 15:04:49,2025-10-21 15:04:49,2025-10-21 15:04:49,4675530620,3909,01,02,83,75,27,4048,0A,0,17,0.6,00,0,0,1078.9,-25.0430529,-51.5339457,877.0,000D6198,0001800A,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBB,0F
2025-10-21 14:04:45,2025-10-21 14:04:45,2025-10-21 14:04:45,4675530620,3908,01,02,83,75,27,4048,0A,0,17,0.6,00,0,0,1105.2,-25.0430698,-51.533937,877.0,000D6198,0001800A,00000FD0,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFBA,0F
2025-10-21 13:04:42,2025-10-21 13:04:41,2025-10-21 13:04:41,4675530620,3907,01,02,83,75,27,4046,0A,0,18,0.6,00,0,277,1081.7,-25.0430583,-51.5339774,877.0,000D6198,0001800A,00000FCE,8E0BE0D2,00000000,00000000,00000000,00000071,00000000,00000000,00000000,0000D21E,00000000,00000000,00000000,00000000,0004,FFAA,0F
