Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Motivo Power On, Motivo Power Off
2025-10-09 08:26:23,2025-10-09 08:26:23,2025-10-09 08:26:23,385349,862689070136657,1424,GTERI,4.09,00008200,698407,12479,81,00,22,,,11,1,0724,0005,A053,06901009,1.9,326,624.4,-23.296387,-51.201503,1.9,,18,0,2,28,,,,,,,,,,,,,,,,1,1.9,326,624.4,-51.201503,-23.296387,2025-10-09 08:26:23,11,1.9,,
2025-10-09 08:28:16,2025-10-09 08:28:18,2025-10-09 08:28:17,385349,862689070136657,1427,GTERI,4.19,00008200,698407,13187,80,00,12,,,12,1,0724,0005,A053,06901009,0.0,87,644.0,-23.296255,-51.201463,1.9,,17,0,2,28,,,,,,,,,,,,,,,,1,0.0,87,644.0,-51.201463,-23.296255,2025-10-09 08:28:17,12,1.9,,
2025-10-09 08:28:16,2025-10-09 08:28:17,2025-10-09 08:28:14,385349,862689070136657,1426,GTIGF,4.19,,698407,13943,80,00,12,122,,12,0,0724,0005,A053,06901009,0.0,87,644.0,-23.296255,-51.201463,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:28:15,2025-10-09 09:28:16,2025-10-09 09:25:59,385349,862689070136657,1428,GTERI,4.06,00008200,698407,12616,80,00,11,,,8,1,0724,0005,A053,06901009,0.0,87,644.0,-23.296255,-51.201463,1.9,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,87,644.0,-51.201463,-23.296255,2025-10-09 09:25:59,8,1.9,,
2025-10-09 09:43:50,2025-10-09 09:43:51,2025-10-09 09:25:59,385349,862689070136657,1429,GTIGN,4.06,,698407,12592,81,00,22,,4534,8,1,0724,0005,A053,06901009,0.0,87,644.0,-23.296255,-51.201463,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:44:21,2025-10-09 09:44:22,2025-10-09 09:44:22,385349,862689070136657,1431,GTERI,4.09,00008200,698407,12978,81,00,22,,,6,1,0724,0005,A053,06901009,10.1,56,653.5,-23.296342,-51.201337,1.9,,17,0,2,28,,,,,,,,,,,,,,,,1,10.1,56,653.5,-51.201337,-23.296342,2025-10-09 09:44:22,6,1.9,,
2025-10-09 09:45:07,2025-10-09 09:45:03,,385349,862689070136657,1432,GTCRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:08,2025-10-09 09:45:03,,385349,862689070136657,1434,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:08,2025-10-09 09:45:03,,385349,862689070136657,1433,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:09,2025-10-09 09:45:04,,385349,862689070136657,1436,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:09,2025-10-09 09:45:03,,385349,862689070136657,1435,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:10,2025-10-09 09:45:04,,385349,862689070136657,1438,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:10,2025-10-09 09:45:04,,385349,862689070136657,1437,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:11,2025-10-09 09:45:04,,385349,862689070136657,1440,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:11,2025-10-09 09:45:04,,385349,862689070136657,1439,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:12,2025-10-09 09:45:04,,385349,862689070136657,1442,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:12,2025-10-09 09:45:04,,385349,862689070136657,1441,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:13,2025-10-09 09:45:04,,385349,862689070136657,1444,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:13,2025-10-09 09:45:04,,385349,862689070136657,1443,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:14,2025-10-09 09:45:04,,385349,862689070136657,1446,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:14,2025-10-09 09:45:04,,385349,862689070136657,1445,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:15,2025-10-09 09:45:08,,385349,862689070136657,1448,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:15,2025-10-09 09:45:04,,385349,862689070136657,1447,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:16,2025-10-09 09:45:08,,385349,862689070136657,1450,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:16,2025-10-09 09:45:08,,385349,862689070136657,1449,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:17,2025-10-09 09:45:08,,385349,862689070136657,1452,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:17,2025-10-09 09:45:08,,385349,862689070136657,1451,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:18,2025-10-09 09:45:08,,385349,862689070136657,1454,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:18,2025-10-09 09:45:08,,385349,862689070136657,1453,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:19,2025-10-09 09:45:08,,385349,862689070136657,1456,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:19,2025-10-09 09:45:08,,385349,862689070136657,1455,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:20,2025-10-09 09:45:08,,385349,862689070136657,1458,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:20,2025-10-09 09:45:08,,385349,862689070136657,1457,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:21,2025-10-09 09:45:08,,385349,862689070136657,1460,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:21,2025-10-09 09:45:08,,385349,862689070136657,1459,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:22,2025-10-09 09:45:08,,385349,862689070136657,1462,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:22,2025-10-09 09:45:08,,385349,862689070136657,1461,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:45:23,2025-10-09 09:45:20,2025-10-09 09:45:19,385349,862689070136657,1464,GTERI,4.18,00008200,698407,13742,80,00,12,,,7,1,0724,0005,A053,06901009,0.0,133,643.7,-23.296530,-51.200660,2.0,,17,0,2,28,,,,,,,,,,,,,,,,1,0.0,133,643.7,-51.200660,-23.296530,2025-10-09 09:45:19,7,2.0,,
2025-10-09 09:45:23,2025-10-09 09:45:19,2025-10-09 09:45:18,385349,862689070136657,1463,GTIGF,4.18,,698407,13742,80,00,12,88,,7,0,0724,0005,A053,06901009,0.0,133,643.7,-23.296530,-51.200660,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:46:22,2025-10-09 09:46:23,2025-10-09 09:45:19,385349,862689070136657,1465,GTIGN,4.11,,698407,12648,81,00,22,,64,7,1,0724,0005,A053,06901009,0.0,133,643.7,-23.296530,-51.200660,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:46:40,2025-10-09 09:46:42,2025-10-09 09:46:41,385349,862689070136657,1467,GTERI,4.10,00008200,698407,13919,81,00,22,,,7,1,0724,0005,A053,06901009,5.7,17,642.0,-23.296552,-51.200783,2.0,,19,0,2,28,,,,,,,,,,,,,,,,1,5.7,17,642.0,-51.200783,-23.296552,2025-10-09 09:46:41,7,2.0,,
2025-10-09 09:47:20,2025-10-09 09:47:22,2025-10-09 09:47:21,385349,862689070136657,1469,GTERI,4.12,00008200,698407,13943,80,00,12,,,10,1,0724,0005,A053,06901009,0.0,262,646.2,-23.296408,-51.201480,2.1,,25,0,2,28,,,,,,,,,,,,,,,,1,0.0,262,646.2,-51.201480,-23.296408,2025-10-09 09:47:21,10,2.1,,
2025-10-09 09:47:20,2025-10-09 09:47:21,2025-10-09 09:47:20,385349,862689070136657,1468,GTIGF,4.12,,698407,13951,80,00,12,58,,9,0,0724,0005,A053,06901009,0.0,262,646.2,-23.296408,-51.201480,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:48:28,2025-10-09 09:48:29,2025-10-09 09:47:21,385349,862689070136657,1470,GTIGN,4.11,,698407,12648,81,00,22,,68,10,1,0724,0005,A053,06901009,0.0,262,646.2,-23.296408,-51.201480,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:48:41,2025-10-09 09:48:43,2025-10-09 09:48:41,385349,862689070136657,1472,GTERI,4.11,00008200,698407,13895,81,00,22,,,6,3,0724,0005,A053,06901009,3.1,359,647.8,-23.301152,-51.205570,2.1,,19,0,2,28,,,,,,,,,,,,,,,,3,3.1,359,647.8,-51.205570,-23.301152,2025-10-09 09:48:41,6,2.1,,
2025-10-09 09:51:06,2025-10-09 09:51:08,2025-10-09 09:51:05,385349,862689070136657,1475,GTERI,4.18,00008200,698407,13959,80,00,12,,,12,1,0724,0005,A053,06901009,0.0,281,634.6,-23.297067,-51.201307,2.2,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,281,634.6,-51.201307,-23.297067,2025-10-09 09:51:05,12,2.2,,
2025-10-09 09:51:06,2025-10-09 09:51:07,2025-10-09 09:51:04,385349,862689070136657,1474,GTIGF,4.18,,698407,13959,80,00,12,158,,12,0,0724,0005,A053,06901009,0.0,281,634.6,-23.297067,-51.201307,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:51:56,2025-10-09 09:51:57,2025-10-09 09:51:05,385349,862689070136657,1476,GTIGN,4.15,,698407,12865,81,00,21,,50,12,1,0724,0005,A053,06901009,0.0,281,634.6,-23.297067,-51.201307,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:08,2025-10-09 09:52:10,2025-10-09 09:52:06,385349,862689070136657,1478,GTERI,4.15,00008200,698407,13935,81,00,22,,,9,1,0724,0005,A053,06901009,1.4,26,645.2,-23.297013,-51.201223,2.2,,18,0,2,28,,,,,,,,,,,,,,,,1,1.4,26,645.2,-51.201223,-23.297013,2025-10-09 09:52:06,9,2.2,,
2025-10-09 09:52:24,2025-10-09 09:52:25,,385349,862689070136657,1479,GTCRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:25,2025-10-09 09:52:25,,385349,862689070136657,1482,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:25,2025-10-09 09:52:25,,385349,862689070136657,1481,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:25,2025-10-09 09:52:25,,385349,862689070136657,1480,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:26,2025-10-09 09:52:26,,385349,862689070136657,1484,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:26,2025-10-09 09:52:26,,385349,862689070136657,1483,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:27,2025-10-09 09:52:26,,385349,862689070136657,1486,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:27,2025-10-09 09:52:26,,385349,862689070136657,1485,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:28,2025-10-09 09:52:26,,385349,862689070136657,1487,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:29,2025-10-09 09:52:26,,385349,862689070136657,1490,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:29,2025-10-09 09:52:26,,385349,862689070136657,1489,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:29,2025-10-09 09:52:26,,385349,862689070136657,1488,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:30,2025-10-09 09:52:26,,385349,862689070136657,1492,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:30,2025-10-09 09:52:26,,385349,862689070136657,1491,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:31,2025-10-09 09:52:26,,385349,862689070136657,1494,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:31,2025-10-09 09:52:26,,385349,862689070136657,1493,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:32,2025-10-09 09:52:29,,385349,862689070136657,1496,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:32,2025-10-09 09:52:29,,385349,862689070136657,1495,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:33,2025-10-09 09:52:29,,385349,862689070136657,1498,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:33,2025-10-09 09:52:29,,385349,862689070136657,1497,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:34,2025-10-09 09:52:29,,385349,862689070136657,1500,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:34,2025-10-09 09:52:29,,385349,862689070136657,1499,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:35,2025-10-09 09:52:29,,385349,862689070136657,1501,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:36,2025-10-09 09:52:30,,385349,862689070136657,1503,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:36,2025-10-09 09:52:30,,385349,862689070136657,1502,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:37,2025-10-09 09:52:30,,385349,862689070136657,1505,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:37,2025-10-09 09:52:30,,385349,862689070136657,1504,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:38,2025-10-09 09:52:30,,385349,862689070136657,1507,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:38,2025-10-09 09:52:30,,385349,862689070136657,1506,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:39,2025-10-09 09:52:30,,385349,862689070136657,1509,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:39,2025-10-09 09:52:30,,385349,862689070136657,1508,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 09:52:40,2025-10-09 09:52:42,2025-10-09 09:52:39,385349,862689070136657,1511,GTERI,4.15,00008200,698407,13919,80,00,12,,,8,1,0724,0005,A053,06901009,0.0,353,633.9,-23.296897,-51.201190,2.2,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,353,633.9,-51.201190,-23.296897,2025-10-09 09:52:39,8,2.2,,
2025-10-09 09:52:40,2025-10-09 09:52:41,2025-10-09 09:52:38,385349,862689070136657,1510,GTIGF,4.15,,698407,13919,80,00,12,44,,8,0,0724,0005,A053,06901009,0.0,353,633.9,-23.296897,-51.201190,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:03:38,2025-10-09 10:03:39,2025-10-09 09:52:39,385349,862689070136657,1512,GTIGN,4.08,,698407,12704,81,00,21,,658,8,1,0724,0005,A053,06900A08,0.0,353,633.9,-23.296897,-51.201190,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:04:32,2025-10-09 10:04:33,2025-10-09 10:04:30,385349,862689070136657,1514,GTERI,4.12,00008200,698407,12036,81,00,21,,,6,1,0724,0005,A053,06901009,0.0,353,633.9,-23.296897,-51.201190,2.2,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,353,633.9,-51.201190,-23.296897,2025-10-09 10:04:30,6,2.2,,
2025-10-09 10:07:30,2025-10-09 10:07:31,2025-10-09 10:07:25,385349,862689070136657,1516,GTERI,4.18,00008200,698407,12020,81,00,21,,,5,3,0724,0005,A053,06901009,0.0,17,606.7,-23.296892,-51.201125,2.2,,20,0,2,28,,,,,,,,,,,,,,,,1,8.0,12,615.4,-51.201057,-23.296927,2025-10-09 10:06:16,8,2.3,,
2025-10-09 10:08:58,2025-10-09 10:09:00,2025-10-09 10:08:58,385349,862689070136657,1519,GTERI,4.18,00008200,698407,12318,80,00,12,,,8,1,0724,0005,A053,06901009,3.7,184,587.9,-23.296615,-51.201167,2.3,,19,0,2,28,,,,,,,,,,,,,,,,1,3.7,184,587.9,-51.201167,-23.296615,2025-10-09 10:08:58,8,2.3,,
2025-10-09 10:08:58,2025-10-09 10:08:59,2025-10-09 10:08:57,385349,862689070136657,1518,GTIGF,4.18,,698407,12141,80,00,12,320,,8,0,0724,0005,A053,06901009,3.7,184,587.9,-23.296615,-51.201167,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:11:04,2025-10-09 10:11:05,2025-10-09 10:08:58,385349,862689070136657,1520,GTIGN,4.11,,698407,12535,81,00,21,,126,8,1,0724,0005,A053,06901009,3.7,184,587.9,-23.296615,-51.201167,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:11:36,2025-10-09 10:11:32,2025-10-09 10:11:30,385349,862689070136657,1522,GTERI,4.11,00008200,698407,13959,81,00,22,,,8,1,0724,0005,A053,06901009,5.1,187,588.3,-23.296562,-51.200887,2.3,,22,0,2,28,,,,,,,,,,,,,,,,1,5.1,187,588.3,-51.200887,-23.296562,2025-10-09 10:11:30,8,2.3,,
2025-10-09 10:12:10,2025-10-09 10:12:12,2025-10-09 10:12:10,385349,862689070136657,1524,GTERI,4.15,00008200,698407,13927,80,00,12,,,14,1,0724,0005,A053,06901009,0.0,122,588.8,-23.297012,-51.201332,2.3,,21,0,2,28,,,,,,,,,,,,,,,,1,0.0,122,588.8,-51.201332,-23.297012,2025-10-09 10:12:10,14,2.3,,
2025-10-09 10:12:10,2025-10-09 10:12:11,2025-10-09 10:12:09,385349,862689070136657,1523,GTIGF,4.15,,698407,13951,80,00,12,66,,14,0,0724,0005,A053,06901009,0.0,122,588.8,-23.297012,-51.201332,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:14:26,2025-10-09 10:14:27,2025-10-09 10:12:10,385349,862689070136657,1525,GTIGN,4.11,,698407,12559,81,00,22,,136,14,1,0724,0005,A053,06901009,0.0,122,588.8,-23.297012,-51.201332,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 10:14:35,2025-10-09 10:14:36,2025-10-09 10:14:34,385349,862689070136657,1527,GTERI,4.11,00008200,698407,13919,81,00,22,,,12,1,0724,0005,A053,06901009,3.1,267,589.1,-23.297103,-51.201440,2.3,,20,0,2,28,,,,,,,,,,,,,,,,1,3.1,267,589.1,-51.201440,-23.297103,2025-10-09 10:14:34,12,2.3,,
