Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type,Prefixo,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete
2025-10-15 07:08:42,2025-10-15 07:08:42,2025-10-15 07:08:41,385349,862689070266025,9830,GTERI,3.94,00008200,69840A,14268,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,27.3,176,543.0,-23.267798,-51.169665,18490.3,,21,0,2,3,,,,,,,,,,,,,,,,1,27.3,176,543.0,-51.169665,-23.267798,2025-10-15 07:08:41,15,18490.3,11,+RESP:,T,T5,3,,3.0,1.0,T5_3
2025-10-15 07:08:48,2025-10-15 07:08:47,2025-10-15 07:08:46,385349,862689070266025,9831,GTERI,3.96,00008200,69840A,14236,83,00,22,,,15,1,0724,0006,C4A7,07A5CC17,18.5,132,544.5,-23.268097,-51.169627,18490.3,,18,0,2,3,,,,,,,,,,,,,,,,1,29.8,181,542.9,-51.169677,-23.267883,2025-10-15 07:08:42,15,18490.3,11,+RESP:,T,T1,5,,0.0,1.0,T1_5
2025-10-15 07:08:48,2025-10-15 07:08:47,2025-10-15 07:08:46,385349,862689070266025,9831,GTERI,3.96,00008200,69840A,14236,83,00,22,,,15,1,0724,0006,C4A7,07A5CC17,18.5,132,544.5,-23.268097,-51.169627,18490.3,,18,0,2,3,,,,,,,,,,,,,,,,1,29.8,181,542.9,-51.169677,-23.267883,2025-10-15 07:08:42,15,18490.3,11,+RESP:,T,T5,4,,4.0,1.0,T5_4
2025-10-15 07:08:55,2025-10-15 07:08:55,2025-10-15 07:08:54,385349,862689070266025,9832,GTSPD,3.97,,69840A,14316,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,43.1,90,544.4,-23.268132,-51.168887,18490.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:08:59,2025-10-15 07:08:59,2025-10-15 07:08:58,385349,862689070266025,9833,GTSPD,3.97,,69840A,14332,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,40.0,90,542.8,-23.268137,-51.168433,18490.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:09:07,2025-10-15 07:09:08,2025-10-15 07:09:07,385349,862689070266025,9834,GTERI,3.98,00008200,69840A,14236,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,21.4,148,542.1,-23.268288,-51.167768,18490.5,,25,0,2,3,,,,,,,,,,,,,,,,1,38.3,90,542.3,-51.168218,-23.268138,2025-10-15 07:09:00,14,18490.5,11,+RESP:,T,T5,5,,2.0,1.0,T5_5
2025-10-15 07:09:16,2025-10-15 07:09:16,2025-10-15 07:09:15,385349,862689070266025,9835,GTSPD,3.98,,69840A,14284,83,00,22,,,15,1,0724,0006,C4A7,07A5BE15,40.4,181,546.1,-23.269095,-51.167808,18490.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:09:20,2025-10-15 07:09:20,2025-10-15 07:09:19,385349,862689070266025,9836,GTSPD,3.98,,69840A,14284,83,00,22,,,14,1,0724,0006,C4A7,07A5BE15,39.0,180,545.3,-23.269505,-51.167823,18490.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:09:44,2025-10-15 07:09:44,2025-10-15 07:09:43,385349,862689070266025,9838,GTIGF,3.99,,69840A,13419,82,00,12,138,,15,0,0724,0006,C4A7,07A5CC17,0.0,179,538.3,-23.270332,-51.167797,18490.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:10:56,2025-10-15 07:10:56,2025-10-15 07:09:44,385349,862689070266025,9839,GTIGN,3.89,,69840A,13211,83,00,22,,72,15,1,0724,0006,C4A7,07A5CC17,0.0,179,538.3,-23.270332,-51.167797,18490.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,72.0,NA_0
2025-10-15 07:11:11,2025-10-15 07:11:11,2025-10-15 07:11:11,385349,862689070266025,9841,GTERI,3.89,00008200,69840A,14124,83,00,22,,,11,1,0724,0006,C4A7,07A5CC17,3.7,14,537.8,-23.270365,-51.167755,18490.7,,21,0,2,3,,,,,,,,,,,,,,,,1,3.7,14,537.8,-51.167755,-23.270365,2025-10-15 07:11:11,11,18490.8,11,+RESP:,T,T1,6,,1.0,0.0,T1_6
2025-10-15 07:11:35,2025-10-15 07:11:36,2025-10-15 07:11:35,385349,862689070266025,9842,GTERI,3.90,00008200,69840A,14228,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,3.7,183,537.9,-23.270317,-51.167747,18490.7,,21,0,2,3,,,,,,,,,,,,,,,,1,4.0,18,537.8,-51.167760,-23.270348,2025-10-15 07:11:12,11,18490.8,11,+RESP:,T,T1,7,,1.0,1.0,T1_7
2025-10-15 07:11:43,2025-10-15 07:11:44,2025-10-15 07:11:43,385349,862689070266025,9843,GTERI,3.90,00008200,69840A,14156,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,9.0,137,537.9,-23.270507,-51.167758,18490.7,,20,0,2,3,,,,,,,,,,,,,,,,1,13.4,170,537.7,-51.167772,-23.270405,2025-10-15 07:11:37,14,18490.8,11,+RESP:,T,T1,8,,0.0,1.0,T1_8
2025-10-15 07:11:47,2025-10-15 07:11:48,2025-10-15 07:11:47,385349,862689070266025,9844,GTERI,3.92,00008200,69840A,14180,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,29.9,89,537.9,-23.270555,-51.167515,18490.7,,21,0,2,3,,,,,,,,,,,,,,,,1,29.9,89,537.9,-51.167515,-23.270555,2025-10-15 07:11:47,14,18490.8,11,+RESP:,T,T5,6,,3.0,1.0,T5_6
2025-10-15 07:11:55,2025-10-15 07:11:55,2025-10-15 07:11:54,385349,862689070266025,9845,GTERI,3.93,00008200,69840A,14220,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,9.0,39,536.6,-23.270513,-51.167262,18490.8,,20,0,2,3,,,,,,,,,,,,,,,,1,22.6,86,537.5,-51.167365,-23.270548,2025-10-15 07:11:49,14,18490.8,11,+RESP:,T,T1,9,,1.0,1.0,T1_9
2025-10-15 07:12:05,2025-10-15 07:12:05,2025-10-15 07:12:04,385349,862689070266025,9846,GTSPD,3.95,,69840A,14300,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,43.2,0,534.3,-23.269812,-51.167230,18490.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:12:40,2025-10-15 07:12:40,2025-10-15 07:12:39,385349,862689070266025,9847,GTSPD,4.00,,69840A,14252,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,25.1,41,538.3,-23.267053,-51.166858,18491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:12:44,2025-10-15 07:12:44,2025-10-15 07:12:43,385349,862689070266025,9849,GTSPD,4.00,,69840A,14252,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,56.1,358,539.0,-23.266477,-51.166962,18491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:13:05,2025-10-15 07:13:06,2025-10-15 07:13:05,385349,862689070266025,9850,GTSPD,4.00,,69840A,14236,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,31.9,1,543.1,-23.262823,-51.166977,18491.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:13:12,2025-10-15 07:13:13,2025-10-15 07:13:12,385349,862689070266025,9851,GTERI,4.00,00008200,69840A,14212,83,00,22,,,15,1,0724,0006,C4A7,07A5BC17,7.1,78,546.7,-23.262783,-51.166900,18491.4,,28,0,2,3,,,,,,,,,,,,,,,,1,8.8,24,544.1,-51.166958,-23.262787,2025-10-15 07:13:07,14,18491.4,11,+RESP:,T,T1,10,,1.0,1.0,T1_10
2025-10-15 07:13:19,2025-10-15 07:13:19,2025-10-15 07:13:19,385349,862689070266025,9852,GTSPD,4.00,,69840A,14260,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,45.6,90,551.6,-23.262773,-51.166218,18491.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,0.0,NA_0
2025-10-15 07:13:50,2025-10-15 07:13:49,2025-10-15 07:13:48,385349,862689070266025,9853,GTSPD,4.00,,69840A,14236,83,00,22,,,15,1,0724,0006,C4A7,07A5BC16,30.4,90,545.2,-23.262742,-51.161983,18491.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:13:59,2025-10-15 07:13:59,2025-10-15 07:13:58,385349,862689070266025,9854,GTSPD,4.01,,69840A,14284,83,00,22,,,15,1,0724,0006,C4A7,07A5BC16,40.1,88,545.2,-23.262738,-51.161222,18492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:14:01,2025-10-15 07:14:01,2025-10-15 07:14:00,385349,862689070266025,9855,GTSPD,4.01,,69840A,14260,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,39.6,89,545.1,-23.262735,-51.161008,18492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:14:03,2025-10-15 07:14:03,2025-10-15 07:14:02,385349,862689070266025,9856,GTSPD,4.01,,69840A,14260,83,00,22,,,15,1,0724,0006,C4A7,07A5BC16,43.1,89,545.9,-23.262733,-51.160787,18492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:14:31,2025-10-15 07:14:31,2025-10-15 07:14:31,385349,862689070266025,9857,GTSPD,4.01,,69840A,14252,83,00,22,,,13,1,0724,0006,C4A7,07A5BC16,33.6,91,556.2,-23.262760,-51.156733,18492.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,0.0,NA_0
2025-10-15 07:14:39,2025-10-15 07:14:35,2025-10-15 07:14:35,385349,862689070266025,9858,GTERI,4.01,00008200,69840A,14244,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,40.8,125,555.8,-23.262880,-51.156393,18492.5,,23,0,2,3,,,,,,,,,,,,,,,,1,40.8,125,555.8,-51.156393,-23.262880,2025-10-15 07:14:35,14,18492.5,11,+RESP:,T,T5,7,,2.0,0.0,T5_7
2025-10-15 07:14:40,2025-10-15 07:14:36,2025-10-15 07:14:36,385349,862689070266025,9859,GTSPD,4.01,,69840A,14284,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,45.9,133,555.5,-23.262960,-51.156302,18492.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,0.0,NA_0
2025-10-15 07:14:55,2025-10-15 07:14:55,2025-10-15 07:14:50,385349,862689070266025,9861,GTERI,4.01,00008200,69840A,14284,83,00,22,,,14,1,0724,0006,C4A7,07A72915,55.4,141,550.6,-23.264393,-51.154763,18492.8,,25,0,2,3,,,,,,,,,,,,,,,,1,66.2,134,554.2,-51.155487,-23.263685,2025-10-15 07:14:43,14,18492.6,10,+RESP:,T,T1,11,,0.0,5.0,T1_11
2025-10-15 07:15:31,2025-10-15 07:15:32,2025-10-15 07:15:31,385349,862689070266025,9862,GTSPD,4.01,,69840A,14156,83,00,22,,,15,1,0724,0006,C4A7,07A72916,33.4,106,515.6,-23.269187,-51.150772,18493.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:16:27,2025-10-15 07:16:18,2025-10-15 07:16:17,385349,862689070266025,9863,GTERI,4.02,00008200,69840A,14188,83,00,22,,,15,1,0724,0006,C4A7,07A72916,20.5,175,497.6,-23.269810,-51.149463,18493.6,,24,0,2,3,,,,,,,,,,,,,,,,1,39.0,107,506.5,-51.150178,-23.269357,2025-10-15 07:15:38,15,18493.5,11,+RESP:,T,T1,12,,1.0,1.0,T1_12
2025-10-15 07:16:27,2025-10-15 07:16:22,2025-10-15 07:16:22,385349,862689070266025,9864,GTSPD,4.02,,69840A,14236,83,00,22,,,15,1,0724,0006,C4A7,07A72916,48.6,201,496.3,-23.270240,-51.149603,18493.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,0.0,NA_0
2025-10-15 07:16:37,2025-10-15 07:16:37,2025-10-15 07:16:37,385349,862689070266025,9865,GTERI,4.02,00008200,69840A,14204,83,00,22,,,15,1,0724,0006,C4A7,07A72916,48.8,148,491.3,-23.272238,-51.150117,18493.9,,20,0,2,3,,,,,,,,,,,,,,,,1,61.2,201,490.9,-51.149953,-23.271042,2025-10-15 07:16:28,15,18493.8,11,+RESP:,T,T1,13,,0.0,0.0,T1_13
2025-10-15 07:16:44,2025-10-15 07:16:44,2025-10-15 07:16:43,385349,862689070266025,9867,GTERI,4.02,00008200,69840A,14164,83,00,22,,,15,1,0724,0006,C4A7,07A72916,33.7,67,491.8,-23.272463,-51.149478,18493.9,,25,0,2,3,,,,,,,,,,,,,,,,1,46.9,125,491.9,-51.149912,-23.272395,2025-10-15 07:16:39,15,18493.9,11,+RESP:,T,T1,14,,1.0,1.0,T1_14
2025-10-15 07:16:44,2025-10-15 07:16:44,2025-10-15 07:16:43,385349,862689070266025,9868,GTSPD,4.02,,69840A,14164,83,00,22,,,15,1,0724,0006,C4A7,07A72916,33.7,67,491.8,-23.272463,-51.149478,18493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:16:46,2025-10-15 07:16:45,2025-10-15 07:16:45,385349,862689070266025,9869,GTERI,4.02,00008200,69840A,14164,83,00,22,,,15,1,0724,0006,C4A7,07A72916,39.4,17,490.9,-23.272302,-51.149365,18494.0,,22,0,2,3,,,,,,,,,,,,,,,,1,39.4,17,490.9,-51.149365,-23.272302,2025-10-15 07:16:45,15,18494.0,11,+RESP:,T,T1,15,,1.0,0.0,T1_15
2025-10-15 07:16:47,2025-10-15 07:16:47,2025-10-15 07:16:47,385349,862689070266025,9870,GTSPD,4.02,,69840A,14196,83,00,22,,,15,1,0724,0006,C4A7,07A73917,47.4,2,489.7,-23.272063,-51.149353,18494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,0.0,NA_0
2025-10-15 07:17:12,2025-10-15 07:17:11,2025-10-15 07:17:11,385349,862689070266025,9871,GTSPD,4.02,,69840A,14164,83,00,22,,,14,1,0724,0006,C4A7,07A5CC15,37.7,30,497.6,-23.269275,-51.148075,18494.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,0.0,NA_0
2025-10-15 07:17:17,2025-10-15 07:17:16,2025-10-15 07:17:16,385349,862689070266025,9872,GTERI,4.02,00008200,69840A,14244,83,00,22,,,14,1,0724,0006,C4A7,07A5CC15,35.4,47,500.4,-23.268932,-51.147702,18494.4,,21,0,2,3,,,,,,,,,,,,,,,,1,40.0,42,499.4,-51.147922,-23.269132,2025-10-15 07:17:13,14,18494.4,11,+RESP:,T,T10,1,,6.0,0.0,T10_1
2025-10-15 07:17:38,2025-10-15 07:17:39,2025-10-15 07:17:38,385349,862689070266025,9873,GTSPD,4.02,,69840A,14212,83,00,22,,,15,1,0724,0006,C4A7,07A72916,43.0,90,510.8,-23.268645,-51.145963,18494.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:17:39,2025-10-15 07:17:40,2025-10-15 07:17:39,385349,862689070266025,9874,GTERI,4.02,00008200,69840A,14212,83,00,22,,,14,1,0724,0006,C4A7,07A72916,44.0,94,511.7,-23.268648,-51.145845,18494.6,,23,0,2,3,,,,,,,,,,,,,,,,1,44.0,94,511.7,-51.145845,-23.268648,2025-10-15 07:17:39,14,18494.6,11,+RESP:,T,NA,0,,,1.0,NA_0
2025-10-15 07:17:46,2025-10-15 07:17:47,2025-10-15 07:17:46,385349,862689070266025,9875,GTSPD,4.02,,69840A,14228,83,00,22,,,14,1,0724,0006,C4A7,07A72916,34.4,90,515.0,-23.268660,-51.145012,18494.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:17:55,2025-10-15 07:17:55,2025-10-15 07:17:50,385349,862689070266025,9876,GTERI,4.02,00008200,69840A,14220,83,00,22,,,15,1,0724,0006,C4A7,07A72916,21.6,87,517.8,-23.268658,-51.144720,18494.7,,26,0,2,3,,,,,,,,,,,,,,,,1,27.2,87,515.8,-51.144848,-23.268660,2025-10-15 07:17:48,15,18494.7,10,+RESP:,T,T1,16,,0.0,5.0,T1_16
2025-10-15 07:18:38,2025-10-15 07:18:38,2025-10-15 07:18:37,385349,862689070266025,9877,GTERI,4.03,00008200,69840A,14092,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,25.6,42,518.7,-23.268560,-51.142237,18495.0,,16,0,2,3,,,,,,,,,,,,,,,,1,27.9,91,522.9,-51.142645,-23.268668,2025-10-15 07:18:30,15,18495.0,11,+RESP:,T,T5,8,,2.0,1.0,T5_8
2025-10-15 07:18:42,2025-10-15 07:18:43,2025-10-15 07:18:42,385349,862689070266025,9879,GTSPD,4.03,,69840A,14108,83,00,22,,,15,1,0724,0006,C4A7,07A73915,44.7,3,515.4,-23.268042,-51.142238,18495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
2025-10-15 07:18:49,2025-10-15 07:18:49,2025-10-15 07:18:48,385349,862689070266025,9880,GTSPD,4.03,,69840A,14044,83,00,22,,,14,1,0724,0006,C4A7,07A57D16,29.9,3,505.8,-23.267385,-51.142240,18495.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,X,NA,0,,,1.0,NA_0
