Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete
2025-09-30 08:06:58,2025-09-30 08:06:59,2025-09-30 08:06:57,2025-09-30 08:06:57,867488068351542,801,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,27672,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,176,176,1049,1049,-25.050608,-25.050608,-51.542041,-51.542041,0724,0004,85da,0f6ad10a,1.4,1.4,1.4,0:29:54,14:11:08,-,-,0,-,,,,,,,,,,,X,NA,0,,,2.0,NA_0
2025-09-30 08:09:49,2025-09-30 08:09:50,2025-09-30 08:09:48,2025-09-30 08:09:48,867488068351542,805,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,26877,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,176,176,1049,1049,-25.050608,-25.050608,-51.542041,-51.542041,0724,0004,85da,0f6ad10a,1.4,1.4,1.4,0:29:54,14:11:08,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:11:38,2025-09-30 08:11:39,2025-09-30 08:11:38,2025-09-30 08:11:38,867488068351542,808,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,26639,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,176,176,1049,1049,-25.050608,-25.050608,-51.542041,-51.542041,0724,0004,85da,0f6ad10a,1.4,1.4,1.4,0:29:54,14:11:08,-,-,0,-,,,,,04,3,00000000,00,10,,T,T1,1,,0.0,1.0,T1_1
2025-09-30 08:20:35,2025-09-30 08:20:36,2025-09-30 08:11:38,2025-09-30 08:04:28,867488068351542,814,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,100,26332,0000,0000,01,00,22,12,12,837,00,01,0.0,29.5,176,262,1049,1035,-25.050608,-25.048711,-51.542041,-51.538144,0724,0004,85da,0f6ad10a,0.0,1.4,0.8,0:00:00,14:11:08,-,-,0,-,,,,,,,,,,,X,NA,0,,,538.0,NA_0
2025-09-30 08:20:35,2025-09-30 08:20:36,2025-09-30 08:11:38,2025-09-30 08:11:38,867488068351542,815,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,26332,0000,0000,01,00,22,12,12,-,00,00,0.0,0.0,176,176,1049,1049,-25.050608,-25.050608,-51.542041,-51.542041,0724,0004,85da,0f6ad10a,0.0,1.4,1.4,0:00:00,14:11:08,-,-,0,-,,,,,,,,,,,X,NA,0,,,538.0,NA_0
2025-09-30 08:20:47,2025-09-30 08:20:48,2025-09-30 08:20:47,2025-09-30 08:20:47,867488068351542,816,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29949,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,176,176,1045,1045,-25.050824,-25.050824,-51.542091,-51.542091,0724,0004,85da,0f6ad10a,0.0,1.4,1.4,0:00:12,14:11:20,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 08:20:47,2025-09-30 08:20:48,2025-09-30 08:20:47,2025-09-30 08:20:47,867488068351542,817,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,29949,0000,0000,01,00,22,12,12,-,01,01,0.0,0.0,176,176,1045,1045,-25.050824,-25.050824,-51.542091,-51.542091,0724,0004,85da,0f6ad10a,0.0,1.4,1.4,0:00:12,14:11:20,-,-,0,-,,,,,,,,,00,,X,NA,0,,,1.0,NA_0
2025-09-30 08:23:44,2025-09-30 08:23:45,2025-09-30 08:23:43,2025-09-30 08:22:39,867488068351542,821,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29957,0000,-,01,00,22,12,12,-,01,01,43.7,64.7,349,331,1032,1019,-25.03756,-25.04372,-51.546282,-51.543744,0724,0004,85da,0f6ad117,1.6,3.0,2.2,0:03:09,14:14:17,-,-,0,-,,,,,04,1,00000000,00,10,,T,T10,7,,8.0,2.0,T10_7
2025-09-30 08:26:44,2025-09-30 08:26:45,2025-09-30 08:26:42,2025-09-30 08:25:35,867488068351542,828,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30030,0000,-,01,00,22,12,12,-,01,01,60.8,72.4,357,10,1059,1055,-25.011739,-25.022584,-51.545507,-51.54601,0724,0004,85da,0f79f10f,4.5,5.9,4.7,0:06:09,14:17:17,-,-,0,-,,,,,04,28,00000000,00,10,,T,T10,8,,7.0,3.0,T10_8
2025-09-30 08:29:44,2025-09-30 08:29:45,2025-09-30 08:29:43,2025-09-30 08:26:44,867488068351542,832,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30176,0000,-,01,00,22,12,12,-,01,01,0.0,61.0,335,0,1061,1058,-25.009359,-25.011433,-51.545183,-51.54551,0724,0004,85da,0f6ad117,4.8,6.2,5.9,0:09:09,14:20:17,-,-,0,-,,,,,04,1,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:32:44,2025-09-30 08:32:45,2025-09-30 08:32:42,2025-09-30 08:30:31,867488068351542,836,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29897,0000,-,01,00,22,12,12,-,01,01,0.0,6.9,335,44,1062,1062,-25.009156,-25.009352,-51.544886,-51.545177,0724,0004,85da,0f6ad117,4.8,6.2,6.2,0:12:06,14:23:14,-,-,0,-,,,,,04,1,00000000,00,10,,T,NA,0,,,3.0,NA_0
2025-09-30 08:35:45,2025-09-30 08:35:45,2025-09-30 08:35:43,2025-09-30 08:35:38,867488068351542,840,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30054,0000,-,01,00,22,12,12,-,01,01,50.2,55.4,114,118,1061,1058,-25.010073,-25.009772,-51.537831,-51.538482,0724,0004,85da,0f6ad10b,5.6,7.0,6.9,0:15:06,14:26:14,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:40:01,2025-09-30 08:38:45,2025-09-30 08:38:43,2025-09-30 08:38:11,867488068351542,844,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30195,0000,-,01,00,22,12,12,-,01,01,56.1,73.8,42,45,1042,1020,-24.99377,-24.997643,-51.519057,-51.523117,0000,0000,0000,00000000,8.5,9.8,9.3,0:18:06,14:29:14,-,-,0,-,,,,,00,0,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:41:47,2025-09-30 08:41:45,2025-09-30 08:41:42,2025-09-30 08:39:43,867488068351542,848,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29891,0000,-,01,00,22,12,12,-,01,01,60.3,75.9,75,43,1068,1018,-24.982986,-24.9913,-51.493868,-51.510759,0724,0004,85de,0f6ad312,11.4,12.8,10.8,0:21:06,14:32:14,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,3.0,NA_0
2025-09-30 08:44:44,2025-09-30 08:44:45,2025-09-30 08:44:43,2025-09-30 08:44:25,867488068351542,853,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29886,0000,-,01,00,22,12,12,-,01,01,55.4,66.8,34,347,1046,1038,-24.966936,-24.969303,-51.475587,-51.476513,0724,0004,85fb,04213411,14.4,15.8,15.4,0:24:06,14:35:14,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:47:50,2025-09-30 08:47:45,2025-09-30 08:47:43,2025-09-30 08:47:32,867488068351542,856,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30151,0000,-,01,00,22,12,12,-,01,01,56.0,67.9,41,52,993,988,-24.949476,-24.95068,-51.457664,-51.459082,0724,0004,85fb,04213412,17.3,18.6,18.4,0:27:06,14:38:14,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:57:27,2025-09-30 08:49:43,2025-09-30 08:49:42,2025-09-30 08:48:47,867488068351542,859,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29902,0000,0000,01,00,22,12,12,-,01,01,44.5,64.4,64,44,909,947,-24.942421,-24.942981,-51.445,-51.450906,0000,0000,0000,00000000,18.9,20.3,19.6,0:29:06,14:40:14,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:57:27,2025-09-30 08:50:04,2025-09-30 08:50:03,2025-09-30 08:49:53,867488068351542,860,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29902,0000,0000,01,00,22,12,12,-,01,01,42.4,57.4,81,72,897,896,-24.941593,-24.941866,-51.442197,-51.443569,0000,0000,0000,00000000,19.3,20.6,20.5,0:29:27,14:40:35,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:57:29,2025-09-30 08:50:38,2025-09-30 08:50:36,2025-09-30 08:50:33,867488068351542,865,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29846,0000,0000,01,00,22,12,12,-,01,01,52.7,53.1,97,96,876,878,-24.940934,-24.940882,-51.438,-51.438433,0000,0000,0000,00000000,19.7,21.1,21.0,0:30:00,14:41:08,-,-,0,-,,,,,,,,,,,X,NA,0,,,2.0,NA_0
2025-09-30 08:57:29,2025-09-30 08:50:45,2025-09-30 08:50:43,2025-09-30 08:50:37,867488068351542,866,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29846,0000,-,01,00,22,12,12,-,01,01,45.0,52.7,78,97,877,876,-24.940919,-24.940953,-51.437052,-51.437854,0000,0000,0000,00000000,19.8,21.2,21.1,0:30:06,14:41:14,-,-,0,-,,,,,00,0,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 08:57:30,2025-09-30 08:52:30,2025-09-30 08:52:28,2025-09-30 08:51:55,867488068351542,867,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29872,0000,0000,01,00,22,12,12,-,01,01,43.3,61.4,143,116,845,846,-24.941843,-24.940567,-51.424364,-51.427882,0000,0000,0000,00000000,21.2,22.5,22.1,0:31:51,14:42:59,-,-,0,-,,,,,,,,,,,X,NA,0,,,2.0,NA_0
2025-09-30 08:57:31,2025-09-30 08:53:44,2025-09-30 08:53:43,2025-09-30 08:52:36,867488068351542,870,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29887,0000,-,01,00,22,12,12,-,01,01,30.9,55.2,159,145,864,835,-24.94678,-24.942644,-51.419893,-51.42373,0000,0000,0000,00000000,21.9,23.3,22.7,0:33:05,14:44:13,-,-,0,-,,,,,00,0,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 08:57:32,2025-09-30 08:55:32,2025-09-30 08:55:31,2025-09-30 08:53:47,867488068351542,873,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29857,0000,0000,01,00,22,12,12,-,01,01,0.0,32.6,142,150,886,864,-24.950004,-24.947071,-51.416675,-51.419743,0000,0000,0000,00000000,22.4,23.8,23.3,0:34:53,14:46:01,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 08:57:33,2025-09-30 08:56:44,2025-09-30 08:56:43,2025-09-30 08:56:44,867488068351542,876,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29802,0000,-,01,00,22,12,12,-,01,01,31.9,32.7,55,56,927,927,-24.95015,-24.950105,-51.412536,-51.412462,0000,0000,0000,00000000,22.9,24.3,24.3,0:36:05,14:47:13,-,-,0,-,,,,,00,0,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 08:59:44,2025-09-30 08:59:44,2025-09-30 08:59:42,2025-09-30 08:58:52,867488068351542,881,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29886,0000,-,01,00,22,12,12,-,01,01,48.8,63.5,340,77,906,896,-24.942523,-24.946199,-51.396737,-51.399538,0724,0004,85fb,04213412,24.9,26.3,25.7,0:39:05,14:50:13,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 09:02:44,2025-09-30 09:02:44,2025-09-30 09:02:43,2025-09-30 08:59:50,867488068351542,884,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29941,0000,-,01,00,22,12,12,-,01,01,26.0,51.3,123,334,884,906,-24.939333,-24.941625,-51.387464,-51.397191,0724,0004,85fb,04213412,26.5,27.9,26.4,0:42:05,14:53:13,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 09:05:44,2025-09-30 09:05:44,2025-09-30 09:05:42,2025-09-30 09:03:09,867488068351542,889,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29914,0000,-,01,00,22,12,12,-,01,01,17.1,37.0,24,96,868,864,-24.942443,-24.940005,-51.379464,-51.385359,0724,0004,85fb,04213412,27.6,29.0,28.2,0:45:05,14:56:13,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 09:08:44,2025-09-30 09:08:44,2025-09-30 09:08:43,2025-09-30 09:05:50,867488068351542,892,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30129,0000,-,01,00,22,12,12,-,01,01,24.5,29.8,117,19,897,868,-24.94823,-24.941956,-51.37343,-51.379305,0724,0004,85fb,04213412,28.7,30.1,29.1,0:48:05,14:59:13,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 09:11:44,2025-09-30 09:11:44,2025-09-30 09:11:43,2025-09-30 09:09:11,867488068351542,897,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29893,0000,-,01,00,22,12,12,-,01,01,20.7,27.7,153,84,943,900,-24.952198,-24.948469,-51.366182,-51.372069,0724,0004,85fb,04213413,29.6,31.0,30.2,0:51:05,15:02:13,-,-,0,-,,,,,04,5,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 09:20:08,2025-09-30 09:14:40,2025-09-30 09:14:40,2025-09-30 09:14:36,867488068351542,900,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29855,0000,0000,01,00,22,12,12,-,01,01,30.9,31.1,199,203,952,952,-24.960245,-24.959956,-51.360717,-51.360592,0000,0000,0000,00000000,30.8,32.2,32.2,0:54:02,15:05:10,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-09-30 09:20:09,2025-09-30 09:14:44,2025-09-30 09:14:42,2025-09-30 09:14:41,867488068351542,901,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29855,0000,-,01,00,22,12,12,-,01,01,30.8,31.0,202,201,953,953,-24.96039,-24.960318,-51.36078,-51.360747,0000,0000,0000,00000000,30.8,32.2,32.2,0:54:05,15:05:13,-,-,0,-,,,,,00,0,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 09:20:10,2025-09-30 09:17:44,2025-09-30 09:17:43,2025-09-30 09:17:00,867488068351542,906,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30077,0000,-,01,00,22,12,12,-,01,01,22.4,30.4,97,129,992,980,-24.968405,-24.96751,-51.35447,-51.357279,0000,0000,0000,00000000,32.1,33.5,33.2,0:57:05,15:08:13,-,-,0,-,,,,,00,0,00000000,00,10,,T,NA,0,,,1.0,NA_0
2025-09-30 09:20:45,2025-09-30 09:20:44,2025-09-30 09:20:42,2025-09-30 09:19:27,867488068351542,911,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29749,0000,-,01,00,22,12,12,-,01,01,0.0,28.4,97,107,1045,1033,-24.969839,-24.970042,-51.346744,-51.349219,0724,0004,85da,0f6ad109,33.0,34.3,34.1,1:00:06,15:11:14,-,-,0,-,,,,,04,3,00000000,00,10,,T,NA,0,,,2.0,NA_0
2025-09-30 09:21:24,2025-09-30 09:21:24,2025-09-30 09:21:23,2025-09-30 09:21:23,867488068351542,912,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,100,30036,0000,0000,00,00,12,12,12,3649,01,01,0.0,0.0,97,97,1045,1045,-24.969839,-24.969839,-51.346744,-51.346744,0724,0004,85de,042fda0a,33.0,34.3,34.3,1:00:45,15:11:53,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 09:21:24,2025-09-30 09:21:24,2025-09-30 09:21:23,2025-09-30 09:21:23,867488068351542,913,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,30036,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,97,97,1045,1045,-24.969839,-24.969839,-51.346744,-51.346744,0724,0004,85de,042fda0a,33.0,34.3,34.3,1:00:45,15:11:53,-,-,0,-,,,,,,,,,,,X,NA,0,,,1.0,NA_0
2025-09-30 09:21:25,2025-09-30 09:21:24,2025-09-30 09:21:24,2025-09-30 09:21:24,867488068351542,914,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,30036,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,97,97,1045,1045,-24.969839,-24.969839,-51.346744,-51.346744,0724,0004,85de,042fda0a,33.0,34.3,34.3,1:00:45,15:11:53,-,-,0,-,,,,,,,,,01,,X,NA,0,,,0.0,NA_0
