Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type,Prefixo
2025-10-20 02:47:55,2025-10-20 02:47:55,2025-10-20 02:45:33,385349,862689070108177,4313,GTERI,4.20,00008200,698407,12764,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,93,24.3,-22.972462,-43.398037,1124.7,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,93,24.3,-43.398037,-22.972462,2025-10-20 02:45:33,10,1124.7,10,+RESP:
2025-10-20 01:47:55,2025-10-20 01:47:55,2025-10-20 01:45:33,385349,862689070108177,4312,GTERI,4.20,00008200,698407,12756,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,93,24.3,-22.972462,-43.398037,1124.7,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,93,24.3,-43.398037,-22.972462,2025-10-20 01:45:33,10,1124.7,10,+RESP:
2025-10-20 00:48:04,2025-10-20 00:47:54,2025-10-20 00:45:34,385349,862689070108177,4311,GTERI,4.19,00008200,698407,12708,80,00,11,,,9,1,0724,0005,B299,033B5409,0.0,93,24.3,-22.972462,-43.398037,1124.7,,27,0,2,28,,,,,,,,,,,,,,,,1,0.0,93,24.3,-43.398037,-22.972462,2025-10-20 00:45:34,9,1124.7,10,+RESP:
2025-10-19 23:56:27,2025-10-19 23:47:56,2025-10-19 23:47:56,385349,862689070108177,4310,GTERI,4.19,00008200,698407,12636,80,00,11,,,8,1,0724,0005,B299,033B5409,0.2,93,24.3,-22.972462,-43.398037,1124.7,,22,0,2,28,,,,,,,,,,,,,,,,1,0.2,93,24.3,-43.398037,-22.972462,2025-10-19 23:47:56,8,1124.7,10,+RESP:
2025-10-19 23:56:26,2025-10-19 23:47:55,2025-10-19 23:47:56,385349,862689070108177,4309,GTRTL,4.19,,698407,12636,80,00,11,,,8,1,0724,0005,B299,033B5409,0.2,93,24.3,-22.972462,-43.398037,1124.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-19 23:56:26,2025-10-19 23:46:42,2025-10-19 23:46:41,385349,862689070108177,4308,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-19 23:56:25,2025-10-19 23:38:03,2025-10-19 23:35:41,385349,862689070108177,4307,GTERI,4.19,00008200,698407,12716,80,00,11,,,8,1,0724,0005,B299,033B5409,0.0,219,-15.5,-22.972457,-43.398202,1124.7,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,219,-15.5,-43.398202,-22.972457,2025-10-19 23:35:41,8,1124.7,10,+BUFF:
2025-10-19 21:38:05,2025-10-19 21:38:05,2025-10-19 21:36:13,385349,862689070108177,4306,GTERI,4.19,00008200,698407,12772,80,00,11,,,11,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 21:36:13,11,1124.7,10,+RESP:
2025-10-19 20:38:05,2025-10-19 20:38:05,2025-10-19 20:35:44,385349,862689070108177,4305,GTERI,4.20,00008200,698407,12788,80,00,11,,,7,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,26,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 20:35:44,7,1124.7,10,+RESP:
2025-10-19 19:38:05,2025-10-19 19:38:05,2025-10-19 19:35:45,385349,862689070108177,4304,GTERI,4.20,00008200,698407,12796,80,00,11,,,7,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,28,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 19:35:45,7,1124.7,10,+RESP:
2025-10-19 18:38:05,2025-10-19 18:38:05,2025-10-19 18:35:47,385349,862689070108177,4303,GTERI,4.19,00008200,698407,12796,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,27,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 18:35:47,10,1124.7,10,+RESP:
2025-10-19 17:38:13,2025-10-19 17:38:05,2025-10-19 17:35:44,385349,862689070108177,4302,GTERI,4.19,00008200,698407,12756,80,00,11,,,9,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 17:35:44,9,1124.7,10,+RESP:
2025-10-19 17:28:20,2025-10-19 17:28:20,2025-10-19 16:35:44,385349,862689070108177,4301,GTINF,4.19,,698407,12812,80,00,11,,,,,,,,,,,,,,,,26,0,,,89551808170105429170,1,0,1,+0000,0
2025-10-19 16:38:05,2025-10-19 16:38:05,2025-10-19 16:35:44,385349,862689070108177,4300,GTERI,4.19,00008200,698407,12828,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,26,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 16:35:44,10,1124.7,10,+RESP:
2025-10-19 15:38:05,2025-10-19 15:38:05,2025-10-19 15:35:44,385349,862689070108177,4299,GTERI,4.19,00008200,698407,12844,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 15:35:44,10,1124.7,10,+RESP:
2025-10-19 14:38:05,2025-10-19 14:38:05,2025-10-19 14:35:43,385349,862689070108177,4298,GTERI,4.19,00008200,698407,12876,80,00,11,,,8,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 14:35:43,8,1124.7,10,+RESP:
2025-10-19 13:38:09,2025-10-19 13:38:09,2025-10-19 13:38:08,385349,862689070108177,4297,GTERI,4.18,00008200,698407,13443,80,00,12,,,11,1,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,310,29.8,-43.398132,-22.972473,2025-10-19 13:38:08,11,1124.7,10,+RESP:
2025-10-19 13:38:08,2025-10-19 13:38:09,2025-10-19 13:38:07,385349,862689070108177,4296,GTIGF,4.18,,698407,13914,80,00,12,236,,9,0,0724,0005,B299,033B5409,0.0,310,29.8,-22.972473,-43.398132,1124.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-19 13:37:20,2025-10-19 13:37:20,2025-10-19 13:37:15,385349,862689070108177,4295,GTERI,4.18,00008200,698407,13986,81,00,22,,,12,1,0724,0005,B299,033B540A,5.4,38,34.9,-22.972963,-43.398752,1124.6,,23,0,2,28,,,,,,,,,,,,,,,,1,58.7,270,30.3,-43.395975,-22.973058,2025-10-19 13:36:36,10,1124.3,10,+RESP:
2025-10-19 13:36:34,2025-10-19 13:34:24,2025-10-19 13:34:23,385349,862689070108177,4294,GTERI,4.19,00008200,698407,13986,81,00,22,,,8,1,0724,0005,B299,03363F0B,6.3,216,20.3,-22.972662,-43.392807,1123.9,,31,0,2,28,,,,,,,,,,,,,,,,1,6.3,216,20.3,-43.392807,-22.972662,2025-10-19 13:34:23,8,1123.9,10,+RESP:
2025-10-19 13:36:33,2025-10-19 13:34:13,2025-10-19 13:18:28,385349,862689070108177,4292,GTIGN,4.19,,698407,12620,81,00,22,,944,12,1,0724,0005,B299,03363F0B,0.0,156,18.4,-22.972672,-43.392527,1123.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+BUFF:
2025-10-19 13:18:29,2025-10-19 13:18:29,2025-10-19 13:18:28,385349,862689070108177,4291,GTERI,4.19,00008200,698407,13682,80,00,12,,,12,1,0724,0005,B299,03363F0B,0.0,156,18.4,-22.972672,-43.392527,1123.9,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,156,18.4,-43.392527,-22.972672,2025-10-19 13:18:28,12,1123.9,10,+RESP:
2025-10-19 13:18:29,2025-10-19 13:18:29,2025-10-19 13:18:27,385349,862689070108177,4290,GTIGF,4.19,,698407,13962,80,00,12,222,,12,0,0724,0005,B299,03363F0B,0.0,156,18.4,-22.972672,-43.392527,1123.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-19 13:18:00,2025-10-19 13:18:00,2025-10-19 13:17:54,385349,862689070108177,4289,GTERI,4.19,00008200,698407,13986,81,00,22,,,8,1,0724,0005,B299,03363F09,31.7,185,13.5,-22.971998,-43.392582,1123.8,,31,0,2,28,,,,,,,,,,,,,,,,1,44.9,94,6.9,-43.393220,-22.971378,2025-10-19 13:17:33,7,1123.7,10,+RESP:
2025-10-19 13:15:04,2025-10-19 13:15:05,2025-10-19 13:15:04,385349,862689070108177,4287,GTERI,4.19,00008200,698407,12956,81,00,22,,,8,1,0724,0005,B299,033B5409,6.0,192,3.3,-22.972498,-43.397748,1122.8,,28,0,2,28,,,,,,,,,,,,,,,,1,6.0,192,3.3,-43.397748,-22.972498,2025-10-19 13:15:04,8,1122.8,10,+RESP:
2025-10-19 13:14:47,2025-10-19 13:14:47,2025-10-19 12:24:05,385349,862689070108177,4285,GTIGN,4.19,,698407,12460,81,00,22,,64688,7,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-19 12:26:00,2025-10-19 12:26:00,2025-10-19 12:24:05,385349,862689070108177,4284,GTERI,4.19,00008200,698407,12764,80,00,11,,,7,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 12:24:05,7,1122.8,10,+RESP:
2025-10-19 11:26:00,2025-10-19 11:26:00,2025-10-19 11:23:38,385349,862689070108177,4283,GTERI,4.19,00008200,698407,12772,80,00,11,,,8,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 11:23:38,8,1122.8,10,+RESP:
2025-10-19 10:25:59,2025-10-19 10:26:00,2025-10-19 10:23:39,385349,862689070108177,4282,GTERI,4.19,00008200,698407,12724,80,00,11,,,12,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 10:23:39,12,1122.8,10,+RESP:
2025-10-19 09:26:00,2025-10-19 09:26:00,2025-10-19 09:23:39,385349,862689070108177,4281,GTERI,4.19,00008200,698407,12764,80,00,11,,,7,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,26,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 09:23:39,7,1122.8,10,+RESP:
2025-10-19 08:26:00,2025-10-19 08:26:00,2025-10-19 08:23:39,385349,862689070108177,4280,GTERI,4.19,00008200,698407,12764,80,00,11,,,11,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,26,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 08:23:39,11,1122.8,10,+RESP:
2025-10-19 07:26:00,2025-10-19 07:26:00,2025-10-19 07:23:38,385349,862689070108177,4279,GTERI,4.19,00008200,698407,12772,80,00,11,,,12,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 07:23:38,12,1122.8,10,+RESP:
2025-10-19 06:26:00,2025-10-19 06:26:00,2025-10-19 06:23:38,385349,862689070108177,4278,GTERI,4.19,00008200,698407,12788,80,00,11,,,13,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 06:23:38,13,1122.8,10,+RESP:
2025-10-19 05:26:00,2025-10-19 05:26:00,2025-10-19 05:23:43,385349,862689070108177,4277,GTERI,4.19,00008200,698407,12788,80,00,11,,,12,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 05:23:43,12,1122.8,10,+RESP:
2025-10-19 04:26:00,2025-10-19 04:26:00,2025-10-19 04:23:40,385349,862689070108177,4276,GTERI,4.19,00008200,698407,12788,80,00,11,,,11,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 04:23:40,11,1122.8,10,+RESP:
2025-10-19 03:26:00,2025-10-19 03:26:00,2025-10-19 03:23:43,385349,862689070108177,4275,GTERI,4.19,00008200,698407,12796,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 03:23:43,10,1122.8,10,+RESP:
2025-10-19 02:26:00,2025-10-19 02:26:00,2025-10-19 02:23:39,385349,862689070108177,4274,GTERI,4.19,00008200,698407,12804,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 02:23:39,10,1122.8,10,+RESP:
2025-10-19 01:26:09,2025-10-19 01:26:00,2025-10-19 01:23:43,385349,862689070108177,4273,GTERI,4.19,00008200,698407,12756,80,00,11,,,13,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 01:23:43,13,1122.8,10,+RESP:
2025-10-19 00:26:00,2025-10-19 00:26:00,2025-10-19 00:23:38,385349,862689070108177,4272,GTERI,4.19,00008200,698407,12812,80,00,11,,,11,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-19 00:23:38,11,1122.8,10,+RESP:
2025-10-18 23:26:00,2025-10-18 23:26:00,2025-10-18 23:23:38,385349,862689070108177,4271,GTERI,4.19,00008200,698407,12812,80,00,11,,,10,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-18 23:23:38,10,1122.8,10,+RESP:
2025-10-18 22:34:26,2025-10-18 22:26:05,2025-10-18 22:26:04,385349,862689070108177,4270,GTERI,4.19,00008200,698407,12700,80,00,11,,,14,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,26,0,2,28,,,,,,,,,,,,,,,,1,0.0,50,19.5,-43.398138,-22.972452,2025-10-18 22:26:04,14,1122.8,10,+RESP:
2025-10-18 22:34:26,2025-10-18 22:26:05,2025-10-18 22:26:04,385349,862689070108177,4269,GTRTL,4.19,,698407,12700,80,00,11,,,14,1,0724,0005,B299,033B5409,0.0,50,19.5,-22.972452,-43.398138,1122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-18 22:34:25,2025-10-18 22:24:42,2025-10-18 22:24:41,385349,862689070108177,4268,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-18 22:34:25,2025-10-18 22:16:29,2025-10-18 22:14:08,385349,862689070108177,4267,GTERI,4.19,00008200,698407,12772,80,00,11,,,13,1,0724,0005,B299,033B5409,0.0,94,23.1,-22.972562,-43.398098,1122.8,,26,0,2,28,,,,,,,,,,,,,,,,1,0.0,94,23.1,-43.398098,-22.972562,2025-10-18 22:14:08,13,1122.8,10,+BUFF:
2025-10-18 21:16:29,2025-10-18 21:16:29,2025-10-18 21:14:08,385349,862689070108177,4266,GTERI,4.18,00008200,698407,12812,80,00,11,,,9,1,0724,0005,B299,033B5409,0.0,94,23.1,-22.972562,-43.398098,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,94,23.1,-43.398098,-22.972562,2025-10-18 21:14:08,9,1122.8,10,+RESP:
2025-10-18 20:16:29,2025-10-18 20:16:29,2025-10-18 20:14:09,385349,862689070108177,4265,GTERI,4.18,00008200,698407,12828,80,00,11,,,7,1,0724,0005,B299,033B5409,0.0,94,23.1,-22.972562,-43.398098,1122.8,,24,0,2,28,,,,,,,,,,,,,,,,1,0.0,94,23.1,-43.398098,-22.972562,2025-10-18 20:14:09,7,1122.8,10,+RESP:
2025-10-18 19:16:29,2025-10-18 19:16:30,2025-10-18 19:16:29,385349,862689070108177,4264,GTERI,4.18,00008200,698407,12708,80,00,12,,,14,1,0724,0005,B299,033B5409,0.0,94,23.1,-22.972562,-43.398098,1122.8,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,94,23.1,-43.398098,-22.972562,2025-10-18 19:16:29,14,1122.8,10,+RESP:
2025-10-18 19:16:29,2025-10-18 19:16:29,2025-10-18 19:16:28,385349,862689070108177,4263,GTIGF,4.18,,698407,13914,80,00,12,4125,,14,0,0724,0005,B299,033B5409,0.0,94,23.1,-22.972562,-43.398098,1122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-18 19:16:00,2025-10-18 19:15:59,2025-10-18 19:15:54,385349,862689070108177,4262,GTERI,4.18,00008200,698407,13970,81,00,22,,,14,1,0724,0005,B299,033B5409,0.0,349,22.0,-22.972477,-43.398137,1122.8,,21,0,2,28,,,,,,,,,,,,,,,,1,64.6,272,19.5,-43.395820,-22.973027,2025-10-18 19:14:42,15,1122.4,10,+RESP:
2025-10-18 19:12:59,2025-10-18 19:12:59,2025-10-18 19:12:54,385349,862689070108177,4259,GTERI,4.18,00008200,698407,13930,81,00,21,,,11,1,0724,0005,B299,03363F0A,0.0,40,12.9,-22.972728,-43.391262,1121.9,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,40,12.9,-43.391262,-22.972728,2025-10-18 19:12:58,11,1121.9,10,+RESP:
2025-10-18 19:09:59,2025-10-18 19:09:59,2025-10-18 19:09:54,385349,862689070108177,4257,GTERI,4.18,00008200,698407,13930,81,00,21,,,10,1,0724,0005,B299,03363F0A,0.0,40,12.9,-22.972728,-43.391262,1121.9,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,40,12.9,-43.391262,-22.972728,2025-10-18 19:09:58,10,1121.9,10,+RESP:
2025-10-18 19:06:59,2025-10-18 19:06:59,2025-10-18 19:06:54,385349,862689070108177,4254,GTERI,4.18,00008200,698407,13922,81,00,21,,,10,1,0724,0005,B299,03363F0A,0.0,40,12.9,-22.972728,-43.391262,1121.9,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,40,12.9,-43.391262,-22.972728,2025-10-18 19:06:58,10,1121.9,10,+RESP:
2025-10-18 19:03:59,2025-10-18 19:03:59,2025-10-18 19:03:54,385349,862689070108177,4252,GTERI,4.18,00008200,698407,13922,81,00,21,,,13,1,0724,0005,B299,03363F0A,0.0,40,12.9,-22.972728,-43.391262,1121.9,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,40,12.9,-43.391262,-22.972728,2025-10-18 19:03:58,13,1121.9,10,+RESP:
2025-10-18 19:00:59,2025-10-18 19:00:59,2025-10-18 19:00:54,385349,862689070108177,4249,GTERI,4.18,00008200,698407,13930,81,00,21,,,14,1,0724,0005,B299,03363F0A,0.0,40,12.9,-22.972728,-43.391262,1121.9,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,40,12.9,-43.391262,-22.972728,2025-10-18 19:00:58,14,1121.9,10,+RESP:
2025-10-18 18:57:59,2025-10-18 18:57:59,2025-10-18 18:57:54,385349,862689070108177,4247,GTERI,4.18,00008200,698407,13914,81,00,21,,,13,1,0724,0005,B299,03363F0A,0.0,40,12.9,-22.972728,-43.391262,1121.9,,31,0,2,28,,,,,,,,,,,,,,,,1,51.7,270,4.6,-43.390023,-22.973092,2025-10-18 18:55:26,12,1121.8,10,+RESP:
2025-10-18 18:54:59,2025-10-18 18:54:59,2025-10-18 18:54:54,385349,862689070108177,4244,GTERI,4.18,00008200,698407,14010,81,00,22,,,16,1,0724,0005,B299,03363F0A,28.9,252,17.2,-22.973152,-43.386342,1121.4,,23,0,2,28,,,,,,,,,,,,,,,,1,64.7,128,19.7,-43.387987,-22.971490,2025-10-18 18:53:50,12,1121.1,10,+RESP:
2025-10-18 18:51:59,2025-10-18 18:51:59,2025-10-18 18:51:54,385349,862689070108177,4242,GTERI,4.18,00008200,698407,14018,81,00,22,,,13,1,0724,0005,B299,033F040B,0.0,2,40.3,-22.968498,-43.390513,1119.4,,24,0,2,28,,,,,,,,,,,,,,,,1,43.0,338,39.4,-43.390452,-22.969053,2025-10-18 18:51:13,12,1119.3,10,+RESP:
2025-10-18 18:48:59,2025-10-18 18:48:59,2025-10-18 18:48:54,385349,862689070108177,4239,GTERI,4.18,00008200,698407,13994,81,00,22,,,11,1,0724,0005,B299,03363F09,13.6,84,23.6,-22.971075,-43.392360,1118.7,,30,0,2,28,,,,,,,,,,,,,,,,1,67.6,271,24.7,-43.391105,-22.973092,2025-10-18 18:47:34,14,1118.3,10,+RESP:
2025-10-18 18:47:46,2025-10-18 18:47:46,,385349,862689070108177,4237,GTASC
