Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type
2025-10-06 08:58:33,2025-10-06 08:58:33,2025-10-06 08:50:37,385349,862689070136285,811,GTIGN,4.13,,698407,12737,81,00,21,,3942,9,1,0724,0023,0533,F8CB,0.0,41,837.2,-20.029860,-44.313090,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 08:58:52,2025-10-06 08:58:52,2025-10-06 08:58:51,385349,862689070136285,813,GTERI,4.13,00008200,698407,12228,81,00,21,,,10,1,0724,0023,0533,F8CB,1.4,61,753.8,-20.030005,-44.313138,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,1.4,61,753.8,-44.313138,-20.030005,2025-10-06 08:58:51,10,1.5,10
2025-10-06 09:01:47,2025-10-06 09:01:47,2025-10-06 09:01:42,385349,862689070136285,815,GTERI,4.19,00008200,698407,12196,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,66,785.0,-20.029960,-44.313122,1.4,,17,0,1,1800,,,,,,,,,,,,,,,,1,1.4,58,759.4,-44.313140,-20.029997,2025-10-06 08:58:52,10,1.5,10
2025-10-06 09:04:48,2025-10-06 09:04:47,2025-10-06 09:04:42,385349,862689070136285,818,GTERI,4.18,00008200,698407,12196,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,66,785.0,-20.029960,-44.313122,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,66,785.0,-44.313122,-20.029960,2025-10-06 09:04:46,11,1.5,10
2025-10-06 09:07:47,2025-10-06 09:07:47,2025-10-06 09:07:42,385349,862689070136285,820,GTERI,4.19,00008200,698407,12196,81,00,21,,,9,1,0724,0023,0533,F8CB,0.0,66,785.0,-20.029960,-44.313122,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,66,785.0,-44.313122,-20.029960,2025-10-06 09:07:46,9,1.5,10
2025-10-06 09:10:47,2025-10-06 09:10:47,2025-10-06 09:10:42,385349,862689070136285,824,GTERI,4.19,00008200,698407,12188,81,00,21,,,10,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.6,66,785.0,-44.313122,-20.029960,2025-10-06 09:08:55,12,1.5,10
2025-10-06 09:13:48,2025-10-06 09:13:47,2025-10-06 09:13:42,385349,862689070136285,826,GTERI,4.19,00008200,698407,12188,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:13:46,11,1.5,10
2025-10-06 09:16:47,2025-10-06 09:16:47,2025-10-06 09:16:42,385349,862689070136285,829,GTERI,4.18,00008200,698407,12188,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:16:46,12,1.5,10
2025-10-06 09:19:47,2025-10-06 09:19:47,2025-10-06 09:19:42,385349,862689070136285,831,GTERI,4.18,00008200,698407,12180,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:19:46,12,1.5,10
2025-10-06 09:22:49,2025-10-06 09:22:47,2025-10-06 09:22:42,385349,862689070136285,834,GTERI,4.18,00008200,698407,12188,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:22:46,12,1.5,10
2025-10-06 09:25:47,2025-10-06 09:25:47,2025-10-06 09:25:42,385349,862689070136285,836,GTERI,4.17,00008200,698407,12180,81,00,21,,,10,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:25:46,10,1.5,10
2025-10-06 09:28:47,2025-10-06 09:28:47,2025-10-06 09:28:42,385349,862689070136285,839,GTERI,4.17,00008200,698407,12180,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:28:46,12,1.5,10
2025-10-06 09:31:47,2025-10-06 09:31:47,2025-10-06 09:31:42,385349,862689070136285,841,GTERI,4.16,00008200,698407,12180,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:31:46,12,1.5,10
2025-10-06 09:34:48,2025-10-06 09:34:47,2025-10-06 09:34:42,385349,862689070136285,844,GTERI,4.16,00008200,698407,12171,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,17,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:34:46,12,1.5,10
2025-10-06 09:37:47,2025-10-06 09:37:47,2025-10-06 09:37:42,385349,862689070136285,846,GTERI,4.16,00008200,698407,12155,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:37:46,11,1.5,10
2025-10-06 09:40:48,2025-10-06 09:40:47,2025-10-06 09:40:42,385349,862689070136285,849,GTERI,4.16,00008200,698407,12155,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:40:46,11,1.5,10
2025-10-06 09:43:49,2025-10-06 09:43:47,2025-10-06 09:43:42,385349,862689070136285,851,GTERI,4.16,00008200,698407,12147,81,00,21,,,9,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:43:46,9,1.5,10
2025-10-06 09:46:48,2025-10-06 09:46:47,2025-10-06 09:46:42,385349,862689070136285,854,GTERI,4.16,00008200,698407,12147,81,00,21,,,9,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:46:46,9,1.5,10
2025-10-06 09:49:48,2025-10-06 09:49:47,2025-10-06 09:49:42,385349,862689070136285,856,GTERI,4.16,00008200,698407,12139,81,00,21,,,12,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:49:46,12,1.5,10
2025-10-06 09:52:47,2025-10-06 09:52:47,2025-10-06 09:52:42,385349,862689070136285,859,GTERI,4.16,00008200,698407,12131,81,00,21,,,9,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:52:46,9,1.5,10
2025-10-06 09:55:48,2025-10-06 09:55:47,2025-10-06 09:55:42,385349,862689070136285,861,GTERI,4.16,00008200,698407,12131,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:55:46,11,1.5,10
2025-10-06 09:58:47,2025-10-06 09:58:47,2025-10-06 09:58:42,385349,862689070136285,864,GTERI,4.16,00008200,698407,12123,81,00,21,,,10,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 09:58:46,10,1.5,10
2025-10-06 10:01:47,2025-10-06 10:01:47,2025-10-06 10:01:42,385349,862689070136285,866,GTERI,4.16,00008200,698407,12123,81,00,21,,,11,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 10:01:46,11,1.5,10
2025-10-06 10:02:00,2025-10-06 10:01:59,2025-10-06 10:01:58,385349,862689070136285,867,GTIGF,4.16,,698407,12123,80,00,11,3806,,12,0,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 10:02:01,2025-10-06 10:02:00,2025-10-06 10:01:59,385349,862689070136285,868,GTERI,4.16,00008200,698407,12123,80,00,11,,,11,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 10:01:59,11,1.4,10
2025-10-06 11:01:58,2025-10-06 11:01:57,2025-10-06 10:59:40,385349,862689070136285,869,GTERI,4.12,00008200,698407,12640,80,00,11,,,8,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,17,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 10:59:40,8,1.4,10
2025-10-06 12:02:00,2025-10-06 12:01:57,2025-10-06 11:59:39,385349,862689070136285,870,GTERI,4.09,00008200,698407,12640,80,00,11,,,7,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,15,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 11:59:39,7,1.4,10
2025-10-06 13:01:58,2025-10-06 13:01:57,2025-10-06 12:59:38,385349,862689070136285,871,GTERI,4.06,00008200,698407,12648,80,00,11,,,10,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,17,0,1,1800,,,,,,,,,,,,,,,,1,0.0,275,837.7,-44.313092,-20.029850,2025-10-06 12:59:38,10,1.4,10
2025-10-06 13:31:16,2025-10-06 13:31:15,2025-10-06 12:59:38,385349,862689070136285,872,GTIGN,4.06,,698407,12624,81,00,22,,12556,10,1,0724,0023,0533,F8CB,0.0,275,837.7,-20.029850,-44.313092,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 13:31:32,2025-10-06 13:31:31,2025-10-06 13:31:30,385349,862689070136285,875,GTERI,4.06,00008200,698407,14257,81,00,22,,,9,1,0724,0023,0533,F8CB,8.4,32,814.4,-20.029835,-44.312733,1.4,,13,0,1,1800,,,,,,,,,,,,,,,,1,8.4,32,814.4,-44.312733,-20.029835,2025-10-06 13:31:30,9,1.5,10
2025-10-06 13:32:21,2025-10-06 13:32:21,2025-10-06 13:32:20,385349,862689070136285,876,GTIGF,4.12,,698407,13522,80,00,12,66,,13,0,0724,0023,0533,4147,0.0,82,827.9,-20.029927,-44.312338,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 13:32:22,2025-10-06 13:32:21,2025-10-06 13:32:21,385349,862689070136285,877,GTERI,4.12,00008200,698407,12972,80,00,12,,,15,1,0724,0023,0533,4147,0.0,82,827.9,-20.029927,-44.312338,1.4,,12,0,1,1800,,,,,,,,,,,,,,,,1,0.0,82,827.9,-44.312338,-20.029927,2025-10-06 13:32:21,15,1.4,10
2025-10-06 14:33:40,2025-10-06 14:32:17,2025-10-06 14:29:59,385349,862689070136285,878,GTERI,3.94,00008200,698407,12713,80,00,11,,,14,1,0724,0023,0533,F8CB,12.4,280,842.9,-20.024758,-44.302358,1.4,,15,0,0,0,,,,,,,,,,,,,,,,1,12.4,280,842.9,-44.302358,-20.024758,2025-10-06 14:29:59,14,1.4,10
2025-10-06 18:53:15,2025-10-06 15:32:17,2025-10-06 15:29:55,385349,862689070136285,879,GTERI,3.86,00008200,698407,12705,80,00,11,,,8,1,0724,0002,A8B8,031D8A28,0.0,280,842.9,-20.024758,-44.302358,1.4,,2,0,3,3,,,,,,,,,,,,,,,,1,0.0,280,842.9,-44.302358,-20.024758,2025-10-06 15:29:55,8,1.4,10
2025-10-06 18:53:18,2025-10-06 16:26:19,2025-10-06 16:26:18,385349,862689070136285,880,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:53:19,2025-10-06 16:27:14,2025-10-06 16:26:18,385349,862689070136285,881,GTINF,3.72,,698407,12600,80,00,11,,,,,,,,,,,,,,,,16,0,,,89551805000580221920,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,
2025-10-06 18:53:20,2025-10-06 16:27:18,2025-10-06 16:27:17,385349,862689070136285,882,GTRTL,3.76,,698407,12414,80,00,11,,,9,1,0724,0023,F05B,034D0917,2.6,10,813.1,-20.024367,-44.304498,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:54:41,2025-10-06 16:27:18,2025-10-06 16:27:17,385349,862689070136285,882,GTRTL,3.76,,698407,12414,80,00,11,,,9,1,0724,0023,F05B,034D0917,2.6,10,813.1,-20.024367,-44.304498,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:54:43,2025-10-06 16:27:18,2025-10-06 16:27:17,385349,862689070136285,883,GTERI,3.76,00008200,698407,12414,80,00,11,,,9,1,0724,0023,F05B,034D0917,2.6,10,813.1,-20.024367,-44.304498,1.4,,7,0,2,3,,,,,,,,,,,,,,,,1,2.6,10,813.1,-44.304498,-20.024367,2025-10-06 16:27:17,9,1.4,10
2025-10-06 18:54:44,2025-10-06 17:27:14,2025-10-06 17:24:53,385349,862689070136285,884,GTERI,4.15,00008200,698407,12414,80,00,11,,,10,1,0724,0002,A8B8,031D8A28,0.0,10,813.1,-20.024367,-44.304498,1.4,,2,0,3,3,,,,,,,,,,,,,,,,1,0.0,10,813.1,-44.304498,-20.024367,2025-10-06 17:24:53,10,1.4,10
2025-10-06 18:54:45,2025-10-06 17:27:17,2025-10-06 17:27:17,385349,862689070136285,885,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:54:46,2025-10-06 17:28:13,2025-10-06 17:28:13,385349,862689070136285,887,GTERI,4.16,00008200,698407,12406,80,00,11,,,11,1,0724,0005,0C3B,514B,0.7,113,843.0,-20.024377,-44.304500,1.4,,27,0,0,0,,,,,,,,,,,,,,,,1,0.7,113,843.0,-44.304500,-20.024377,2025-10-06 17:28:13,11,1.4,10
2025-10-06 18:54:46,2025-10-06 17:28:13,2025-10-06 17:28:13,385349,862689070136285,886,GTRTL,4.16,,698407,12406,80,00,11,,,11,1,0724,0005,0C3B,514B,0.7,113,843.0,-20.024377,-44.304500,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:54:48,2025-10-06 18:28:13,2025-10-06 18:28:13,385349,862689070136285,889,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:54:48,2025-10-06 18:28:10,2025-10-06 18:25:49,385349,862689070136285,888,GTERI,4.00,00008200,698407,12657,80,00,11,,,14,1,0724,0002,A8B8,031BFC29,0.0,113,843.0,-20.024377,-44.304500,1.4,,9,0,3,3,,,,,,,,,,,,,,,,1,0.0,113,843.0,-44.304500,-20.024377,2025-10-06 18:25:49,14,1.4,10
2025-10-06 18:54:49,2025-10-06 18:29:10,2025-10-06 18:29:09,385349,862689070136285,890,GTRTL,3.97,,698407,12657,80,00,11,,,15,1,0724,0005,0C3B,514B,4.5,277,842.3,-20.023785,-44.302845,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:54:54,2025-10-06 18:29:10,2025-10-06 18:29:09,385349,862689070136285,891,GTERI,3.97,00008200,698407,12657,80,00,11,,,15,1,0724,0005,0C3B,514B,4.5,277,842.3,-20.023785,-44.302845,1.4,,14,0,0,0,,,,,,,,,,,,,,,,1,4.5,277,842.3,-44.302845,-20.023785,2025-10-06 18:29:09,15,1.4,10
2025-10-06 18:55:34,2025-10-06 18:29:10,2025-10-06 18:29:09,385349,862689070136285,891,GTERI,3.97,00008200,698407,12657,80,00,11,,,15,1,0724,0005,0C3B,514B,4.5,277,842.3,-20.023785,-44.302845,1.4,,14,0,0,0,,,,,,,,,,,,,,,,1,4.5,277,842.3,-44.302845,-20.023785,2025-10-06 18:29:09,15,1.4,10
2025-10-06 18:55:36,2025-10-06 18:42:31,2025-10-06 18:42:30,385349,862689070136285,893,GTRTL,3.93,,698407,12648,80,00,11,,,14,1,0724,0023,0533,30E1,35.7,166,817.7,-20.045595,-44.304020,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:55:36,2025-10-06 18:41:13,2025-10-06 18:41:13,385349,862689070136285,892,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:55:37,2025-10-06 18:42:31,2025-10-06 18:42:30,385349,862689070136285,894,GTERI,3.93,00008200,698407,12648,80,00,11,,,14,1,0724,0023,0533,30E1,35.7,166,817.7,-20.045595,-44.304020,1.4,,20,0,1,900,,,,,,,,,,,,,,,,1,35.7,166,817.7,-44.304020,-20.045595,2025-10-06 18:42:30,14,1.4,10
2025-10-06 18:55:38,2025-10-06 18:52:16,2025-10-06 18:52:16,385349,862689070136285,895,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:55:39,2025-10-06 18:53:16,2025-10-06 18:53:15,385349,862689070136285,896,GTRTL,3.92,,698407,12648,80,00,11,,,12,1,0724,0023,0533,3963,7.7,218,794.6,-20.071653,-44.300222,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 18:55:41,2025-10-06 18:53:16,2025-10-06 18:53:15,385349,862689070136285,897,GTERI,3.92,00008200,698407,12648,80,00,11,,,12,1,0724,0023,0533,3963,7.7,218,794.6,-20.071653,-44.300222,1.4,,25,0,1,1800,,,,,,,,,,,,,,,,1,7.7,218,794.6,-44.300222,-20.071653,2025-10-06 18:53:15,12,1.4,10
2025-10-06 22:10:36,2025-10-06 19:53:12,2025-10-06 19:51:09,385349,862689070136285,898,GTERI,3.78,00008200,698407,12640,80,00,11,,,8,1,0724,0002,AAF7,037AC927,2.7,334,1044.4,-20.351692,-44.447983,1.4,,10,0,0,0,,,,,,,,,,,,,,,,1,2.7,334,1044.4,-44.447983,-20.351692,2025-10-06 19:51:09,8,1.4,10
2025-10-06 22:10:37,2025-10-06 20:41:08,2025-10-06 20:41:08,385349,862689070136285,899,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 22:10:38,2025-10-06 20:43:06,2025-10-06 20:43:06,385349,862689070136285,900,GTRTL,4.00,,698407,12398,80,00,16,,,16,1,0724,0005,0025,7860,46.3,229,851.2,-20.527597,-44.637530,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 22:10:39,2025-10-06 20:43:06,2025-10-06 20:43:06,385349,862689070136285,901,GTERI,4.00,00008200,698407,12398,80,00,16,,,16,1,0724,0005,0025,7860,46.3,229,851.2,-20.527597,-44.637530,1.4,,15,0,0,0,,,,,,,,,,,,,,,,1,46.3,229,851.2,-44.637530,-20.527597,2025-10-06 20:43:06,16,1.4,10
2025-10-06 22:10:40,2025-10-06 21:00:07,2025-10-06 21:00:07,385349,862689070136285,902,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 22:10:41,2025-10-06 21:01:24,2025-10-06 21:01:23,385349,862689070136285,903,GTRTL,4.10,,698407,12366,80,00,1A,,,6,1,,,,,0.1,188,999.6,-20.671760,-44.739052,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 22:10:43,2025-10-06 21:01:24,2025-10-06 21:01:23,385349,862689070136285,904,GTERI,4.10,00008200,698407,12366,80,00,1A,,,6,1,,,,,0.1,188,999.6,-20.671760,-44.739052,1.4,,0,0,0,0,,,,,,,,,,,,,,,,1,0.1,188,999.6,-44.739052,-20.671760,2025-10-06 21:01:23,6,1.4,10
2025-10-06 22:10:44,2025-10-06 22:01:08,2025-10-06 22:01:08,385349,862689070136285,905,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 22:10:45,2025-10-06 22:01:21,2025-10-06 22:00:05,385349,862689070136285,906,GTERI,4.04,00008200,698407,12616,80,00,16,,,14,1,0724,0023,5EAB,03E75797,82.7,190,799.9,-21.168792,-45.126642,1.4,,7,0,3,28,,,,,,,,,,,,,,,,1,82.7,190,799.9,-45.126642,-21.168792,2025-10-06 22:00:05,14,1.4,10
2025-10-06 22:10:46,2025-10-06 22:02:05,2025-10-06 22:02:04,385349,862689070136285,907,GTRTL,4.05,,698407,12616,80,00,1A,,,11,1,0724,0005,040B,4FAA,72.9,170,799.4,-21.189277,-45.116183,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 22:10:47,2025-10-06 22:02:05,2025-10-06 22:02:04,385349,862689070136285,908,GTERI,4.05,00008200,698407,12616,80,00,1A,,,11,1,0724,0005,040B,4FAA,72.9,170,799.4,-21.189277,-45.116183,1.4,,9,0,1,1800,,,,,,,,,,,,,,,,1,72.9,170,799.4,-45.116183,-21.189277,2025-10-06 22:02:04,11,1.4,10
2025-10-06 23:12:05,2025-10-06 23:02:01,2025-10-06 23:00:43,385349,862689070136285,909,GTERI,3.84,00008200,698407,12608,80,00,16,,,11,1,0724,0002,AA3D,035B922D,45.9,264,873.7,-21.667553,-45.320762,1.4,,11,0,3,28,,,,,,,,,,,,,,,,1,45.9,264,873.7,-45.320762,-21.667553,2025-10-06 23:00:43,11,1.4,10
2025-10-06 23:12:48,2025-10-06 23:11:08,2025-10-06 23:11:08,385349,862689070136285,910,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
