Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type
2025-04-25 17:32:43,2025-04-25 17:32:43,2025-04-25 17:32:43,86748861317839,10238,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14131,0,-,1,1,22,12,-,1,28.8,015c,590,-23.314.617,-5.117.703,724,6,c4a7,07a55302,1.9,447.6,00:09:27,37:28:06,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:32:46,2025-04-25 17:32:46,2025-04-25 17:32:46,86748861317839,10239,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14131,0,-,1,1,22,12,-,1,21.9,136,591,-23.314.448,-51.177.154,724,6,c4a7,07a55302,1.9,447.6,00:09:30,37:28:09,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:32:51,2025-04-25 17:32:51,2025-04-25 17:32:51,86748861317839,10240,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14080,0,-,1,1,22,12,-,1,33.8,155,593,-23.314.197,-51.177.379,724,6,c4a7,07a55302,2.0,447.6,00:09:36,37:28:15,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:33:02,2025-04-25 17:33:02,2025-04-25 17:33:02,86748861317839,10241,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14065,0,0,1,1,22,12,-,1,50.5,160,598,-23.312.989,-51.177.553,724,6,c4a7,07a55302,2.1,447.8,00:09:48,37:28:27,-,-,0,-,,,,,,,,
2025-04-25 17:33:03,2025-04-25 17:33:03,2025-04-25 17:33:03,86748861317839,10242,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14065,0,0,1,1,22,12,-,1,49.2,160,598,-23.312.866,-5.117.757,724,6,c4a7,07a55302,2.1,447.8,00:09:48,37:28:27,-,-,0,-,,,,,,,,
2025-04-25 17:33:06,2025-04-25 17:33:06,2025-04-25 17:33:06,86748861317839,10243,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13999,0,0,1,1,22,12,-,1,52.2,160,598,-2.331.249,-51.177.624,724,6,c4a7,07a55302,2.2,447.8,00:09:51,37:28:30,-,-,0,-,,,,,,,,
2025-04-25 17:33:14,2025-04-25 17:33:15,2025-04-25 17:33:14,86748861317839,10244,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14009,0,0,1,1,22,12,-,1,48.7,160,597,-23.311.337,-51.177.781,724,6,c4a7,07b11102,2.3,447.9,00:10:00,37:28:39,-,-,0,-,,,,,,,,
2025-04-25 17:35:20,2025-04-25 17:35:20,2025-04-25 17:35:18,86748861317839,10245,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14025,0,-,1,1,22,12,-,1,42.2,161,600,-23.305.312,-51.178.605,724,6,c4a7,07b11101,3.0,448.6,00:12:03,37:30:42,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:36:40,2025-04-25 17:36:40,2025-04-25 17:36:40,86748861317839,10246,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,23.0,001d,611,-23.301.534,-51.179.072,724,6,c4a7,07a5f501,3.4,449.0,00:13:24,37:32:03,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:36:42,2025-04-25 17:36:42,2025-04-25 17:36:42,86748861317839,10247,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,24.0,004d,611,-23.301.477,-51.178.965,724,6,c4a7,07a5f501,3.4,449.1,00:13:27,37:32:06,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:36:58,2025-04-25 17:36:58,2025-04-25 17:36:58,86748861317839,10248,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,27.1,17,610,-23.301.487,-51.177.408,724,6,c4a7,07a54201,3.6,449.2,00:13:42,37:32:21,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:37:00,2025-04-25 17:37:00,2025-04-25 17:37:00,86748861317839,10249,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13873,0,-,1,1,22,12,-,1,30.7,015c,609,-23.301.339,-51.177.415,724,6,c4a7,07a5f501,3.6,449.2,00:13:45,37:32:24,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:37:08,2025-04-25 17:37:08,2025-04-25 17:37:08,86748861317839,10250,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13795,0,-,1,1,22,12,-,1,24.5,16,612,-23.300.787,-51.177.631,724,6,c4a7,07a5f501,3.6,449.3,00:13:54,37:32:33,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:37:09,2025-04-25 17:37:09,2025-04-25 17:37:09,86748861317839,10251,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13795,0,-,1,1,22,12,-,1,24.7,003e,611,-23.300.756,-51.177.575,724,6,c4a7,07a5f501,3.6,449.3,00:13:54,37:32:33,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:37:38,2025-04-25 17:37:38,2025-04-25 17:37:38,86748861317839,10252,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,50.1,57,608,-2.330.045,-51.174.943,724,6,c4a7,07a54201,3.9,449.6,00:14:24,37:33:03,-,-,0,-,,,,,,,,
2025-04-25 17:37:39,2025-04-25 17:37:39,2025-04-25 17:37:39,86748861317839,10253,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,49.9,54,608,-23.300.439,-51.174.808,724,6,c4a7,07a54201,3.9,449.6,00:14:24,37:33:03,-,-,0,-,,,,,,,,
2025-04-25 17:37:40,2025-04-25 17:37:40,2025-04-25 17:37:40,86748861317839,10254,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,50.1,53,608,-23.300.424,-51.174.672,724,6,c4a7,07a54201,4.0,449.6,00:14:24,37:33:03,-,-,0,-,,,,,,,,
2025-04-25 17:37:41,2025-04-25 17:37:41,2025-04-25 17:37:41,86748861317839,10255,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13904,0,0,1,1,22,12,-,1,49.4,53,607,-2.330.041,-51.174.538,724,6,c4a7,07a54201,4.0,449.6,00:14:27,37:33:06,-,-,0,-,,,,,,,,
2025-04-25 17:37:50,2025-04-25 17:37:50,2025-04-25 17:37:50,86748861317839,10256,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13765,0,-,1,1,22,12,-,1,20.2,69,604,-23.300.334,-51.173.617,724,6,c4a7,07a54201,4.1,449.7,00:14:36,37:33:15,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:37:52,2025-04-25 17:37:52,2025-04-25 17:37:52,86748861317839,10257,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13691,0,-,1,1,22,12,-,1,20.0,97,605,-23.300.403,-51.173.544,724,6,c4a7,07a54201,4.1,449.7,00:14:36,37:33:15,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:38:13,2025-04-25 17:38:13,2025-04-25 17:38:13,86748861317839,10258,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13696,0,-,1,1,22,12,-,1,5.9,006a,604,-23.300.603,-51.173.494,724,6,c4a7,07a54201,4.1,449.7,00:14:57,37:33:36,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:38:15,2025-04-25 17:38:15,2025-04-25 17:38:15,86748861317839,10259,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13850,0,-,1,1,22,12,-,1,9.5,39,605,-2.330.059,-51.173.457,724,6,c4a7,07a54201,4.1,449.7,00:15:00,37:33:39,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:38:16,2025-04-25 17:38:16,2025-04-25 17:38:16,86748861317839,10260,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13850,0,-,1,1,22,12,-,1,13.0,000d,605,-23.300.563,-51.173.446,724,6,c4a7,07a54201,4.1,449.7,00:15:00,37:33:39,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:38:20,2025-04-25 17:38:20,2025-04-25 17:38:18,86748861317839,10261,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13850,0,-,1,1,22,12,-,1,24.0,0,604,-23.300.467,-51.173.448,724,6,c4a7,07a54201,4.1,449.8,00:15:03,37:33:42,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:38:49,2025-04-25 17:38:49,2025-04-25 17:38:49,86748861317839,10262,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,21.2,22,598,-23.299.654,-5.117.336,724,6,c4a7,07a5420b,4.2,449.8,00:15:33,37:34:12,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:38:53,2025-04-25 17:38:53,2025-04-25 17:38:53,86748861317839,10263,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,30.3,0,597,-23.299.389,-51.173.221,724,6,c4a7,07a5420b,4.2,449.8,00:15:39,37:34:18,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:38:55,2025-04-25 17:38:55,2025-04-25 17:38:55,86748861317839,10264,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,29.9,148,597,-23.299.244,-51.173.274,724,6,c4a7,07a5420b,4.2,449.9,00:15:39,37:34:18,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:39:00,2025-04-25 17:39:00,2025-04-25 17:39:00,86748861317839,10265,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13886,0,-,1,1,22,12,-,1,31.9,1,593,-23.298.868,-51.173.391,724,6,c4a7,07a5420b,4.3,449.9,00:15:45,37:34:24,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:41:20,2025-04-25 17:41:20,2025-04-25 17:41:18,86748861317839,10266,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13815,0,-,1,1,22,12,-,1,40.2,1,525,-23.289.016,-51.173.009,724,6,c4a7,07a5be0c,5.3,451.0,00:18:03,37:36:42,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:41:57,2025-04-25 17:41:57,2025-04-25 17:41:57,86748861317839,10267,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13722,0,-,1,1,22,12,-,1,31.7,29,554,-23.285.262,-51.172.808,724,6,c4a7,07a5be0c,5.7,451.4,00:18:42,37:37:21,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:41:59,2025-04-25 17:41:59,2025-04-25 17:41:59,86748861317839,10268,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13813,0,-,1,1,22,12,-,1,35.4,49,554,-23.285.188,-5.117.265,724,6,c4a7,07a5be0c,5.8,451.4,00:18:42,37:37:21,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:42:04,2025-04-25 17:42:04,2025-04-25 17:42:04,86748861317839,10269,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13738,0,0,1,1,22,12,-,1,52.8,004f,553,-23.285.069,-51.172.055,724,6,c4a7,07a5be0c,5.8,451.5,00:18:48,37:37:27,-,-,0,-,,,,,,,,
2025-04-25 17:42:32,2025-04-25 17:42:32,2025-04-25 17:42:32,86748861317839,10270,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13752,0,0,1,1,22,12,-,1,44.7,004f,558,-23.284.288,-51.167.265,724,6,c4a7,07a5f50b,6.3,452.0,00:19:15,37:37:54,-,-,0,-,,,,,,,,
2025-04-25 17:42:50,2025-04-25 17:42:50,2025-04-25 17:42:50,86748861317839,10271,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13765,0,0,1,1,22,12,-,1,50.7,50,562,-23.284.031,-51.165.653,724,6,c4a7,07a54202,6.5,452.2,00:19:33,37:38:12,-,-,0,-,,,,,,,,
2025-04-25 17:43:03,2025-04-25 17:43:03,2025-04-25 17:43:03,86748861317839,10272,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13684,0,0,1,1,22,12,-,1,49.0,004f,561,-23.283.728,-51.163.772,724,6,c4a7,07a5f501,6.7,452.3,00:19:48,37:38:27,-,-,0,-,,,,,,,,
2025-04-25 17:43:24,2025-04-25 17:43:24,2025-04-25 17:43:24,86748861317839,10273,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13758,0,0,1,1,22,12,-,1,51.3,50,563,-23.283.409,-51.161.784,724,6,c4a7,07a54202,6.9,452.5,00:20:09,37:38:48,-,-,0,-,,,,,,,,
2025-04-25 17:43:34,2025-04-25 17:43:34,2025-04-25 17:43:34,86748861317839,10274,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13754,0,0,1,1,22,12,-,1,49.0,51,569,-23.283.194,-51.160.373,724,6,c4a7,07a5cc03,7.0,452.7,00:20:18,37:38:57,-,-,0,-,,,,,,,,
2025-04-25 17:44:06,2025-04-25 17:44:06,2025-04-25 17:44:06,86748861317839,10275,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13785,0,0,1,1,22,12,-,1,51.0,50,580,-23.282.718,-51.157.098,724,6,c4a7,07a5cc03,7.4,453.0,00:20:51,37:39:30,-,-,0,-,,,,,,,,
2025-04-25 17:44:08,2025-04-25 17:44:08,2025-04-25 17:44:08,86748861317839,10276,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,13785,0,0,1,1,22,12,-,1,49.1,50,579,-23.282.676,-5.115.683,724,6,c4a7,07a5cc03,7.4,453.1,00:20:51,37:39:30,-,-,0,-,,,,,,,,
2025-04-25 17:44:20,2025-04-25 17:44:20,2025-04-25 17:44:18,86748861317839,10277,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13648,0,-,1,1,22,12,-,1,26.2,51,575,-23.282.513,-51.155.747,724,6,c4a7,07a5cc03,7.5,453.2,00:21:03,37:39:42,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:44:29,2025-04-25 17:44:29,2025-04-25 17:44:29,86748861317839,10278,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13690,0,-,1,1,22,12,-,1,16.4,006f,574,-23.282.522,-51.155.479,724,6,c4a7,07a5cc03,7.6,453.2,00:21:12,37:39:51,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:44:36,2025-04-25 17:44:36,2025-04-25 17:44:36,86748861317839,10279,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13746,0,-,1,1,22,12,-,1,31.4,004c,572,-23.282.667,-51.154.996,724,6,c4a7,07a5ccf2,7.6,453.3,00:21:21,37:40:00,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:44:39,2025-04-25 17:44:39,2025-04-25 17:44:39,86748861317839,10280,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13746,0,-,1,1,22,12,-,1,30.9,28,572,-23.282.538,-51.154.789,724,6,c4a7,07a5cce8,7.6,453.3,00:21:24,37:40:03,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:44:44,2025-04-25 17:44:44,2025-04-25 17:44:44,86748861317839,10281,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13746,0,-,1,1,22,12,-,1,36.5,004b,573,-23.282.303,-51.154.424,724,6,c4a7,07a5cc0c,7.7,453.3,00:21:27,37:40:06,-,-,0,-,,,,,4,1,0,0
2025-04-25 17:47:20,2025-04-25 17:47:20,2025-04-25 17:47:18,86748861317839,10282,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13761,0,-,1,1,22,12,-,1,0.2,004b,570,-23.280.822,-51.149.523,724,6,c4a7,07a5ccf1,8.2,453.8,00:24:03,37:42:42,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:47:33,2025-04-25 17:47:33,2025-04-25 17:47:33,86748861317839,10283,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13849,0,-,1,1,22,12,-,1,27.4,001e,570,-23.280.732,-51.148.998,724,6,c4a7,07a5ccf1,8.2,453.9,00:24:18,37:42:57,-,-,0,-,,,,,4,7,0,0
2025-04-25 17:47:35,2025-04-25 17:47:35,2025-04-25 17:47:35,86748861317839,10284,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13707,0,-,1,1,22,12,-,1,24.5,015d,570,-23.280.608,-51.148.979,724,6,c4a7,07a5ccf1,8.2,453.9,00:24:18,37:42:57,-,-,0,-,,,,,4,7,0,0
