mrveqpmsgid,veiPlaca,TCBICCID,veiid,eqpID,tcbserie,mrvDataHoraInc,mrvDataHoraExibicao,delay,Latitude,Longitude,N Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Evento Gerador,mrvOdometroTotal,mrvOdometro
23482,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:02:34.987,2025-04-25 18:02:35.0000000 -03:00,-1,-2.326.265,-5.116.584,19,Válido,47,13.483,0,871,Retorno à velocidade normal,"79870,9",8151.90
23483,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:03:04.103,2025-04-25 18:03:04.0000000 -03:00,0,-2.326.383,-5.116.706,19,Válido,51,13.555,0,737,Velocidade máxima excedida,"79871,1",8152.10
23484,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:03:24.110,2025-04-25 18:03:24.0000000 -03:00,0,-2.326.651,-5.116.710,19,Válido,48,13.531,0,871,Retorno à velocidade normal,"79871,4",8152.40
23485,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:03:42.107,2025-04-25 18:03:42.0000000 -03:00,0,-2.326.729,-5.116.724,19,Válido,18,13.547,0,761,Posicionamento por tempo em movimento,"79871,5",8152.50
23486,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:04:45.277,2025-04-25 18:04:45.0000000 -03:00,0,-2.326.781,-5.117.240,19,Válido,0,13.427,0,668,Ignição desligada,"79872,1",8153.10
23487,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:04:46.183,2025-04-25 18:04:46.0000000 -03:00,0,-2.326.781,-5.117.240,19,Válido,0,13.483,0,760,Modo Econômico,"79872,1",8153.10
23488,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:07:23.267,2025-04-25 18:07:23.0000000 -03:00,0,-2.326.781,-5.117.240,19,Válido,0,12.531,0,667,Ignição ligada,"79872,1",8153.10
23489,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:07:32.200,2025-04-25 18:07:32.0000000 -03:00,0,-2.326.792,-5.117.241,11,Válido,6,13.700,0,761,Posicionamento por tempo em movimento,"79872,1",8153.10
23490,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:09:31.257,2025-04-25 18:09:31.0000000 -03:00,0,-2.326.760,-5.116.693,18,Válido,0,13.411,0,668,Ignição desligada,"79872,7",8153.70
23491,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:09:32.027,2025-04-25 18:09:32.0000000 -03:00,0,-2.326.760,-5.116.693,18,Válido,0,13.307,0,760,Modo Econômico,"79872,7",8153.70
23492,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:56:41.347,2025-04-25 18:56:41.0000000 -03:00,0,-2.326.760,-5.116.693,18,Válido,0,12.595,0,667,Ignição ligada,"79872,7",8153.70
23493,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:56:48.687,2025-04-25 18:56:48.0000000 -03:00,0,-2.326.757,-5.116.696,10,Válido,0,13.740,0,761,Posicionamento por tempo em movimento,"79872,7",8153.70
23494,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:59:29.240,2025-04-25 18:59:29.0000000 -03:00,0,-2.327.039,-5.116.776,14,Válido,0,13.668,0,668,Ignição desligada,"79873,2",8154.20
23495,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 18:59:30.117,2025-04-25 18:59:30.0000000 -03:00,0,-2.327.039,-5.116.776,13,Válido,0,13.635,0,760,Modo Econômico,"79873,2",8154.20
23496,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 19:59:27.317,2025-04-25 19:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,7,Válido,0,12.963,0,760,Modo Econômico,"79873,2",8154.20
23497,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 20:59:27.327,2025-04-25 20:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,8,Válido,0,12.915,0,760,Modo Econômico,"79873,2",8154.20
23498,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 21:59:27.313,2025-04-25 21:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,10,Válido,0,12.867,0,760,Modo Econômico,"79873,2",8154.20
23499,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 22:59:27.317,2025-04-25 22:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,9,Válido,0,12.843,0,760,Modo Econômico,"79873,2",8154.20
23500,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-25 23:59:27.337,2025-04-25 23:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,9,Válido,0,12.811,0,760,Modo Econômico,"79873,2",8154.20
23502,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 00:59:27.320,2025-04-26 00:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,8,Válido,0,12.787,0,760,Modo Econômico,"79873,2",8154.20
23503,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 01:59:27.320,2025-04-26 01:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,4,Válido,0,12.763,0,760,Modo Econômico,"79873,2",8154.20
23504,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 02:59:27.320,2025-04-26 02:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,7,Válido,0,12.747,0,760,Modo Econômico,"79873,2",8154.20
23505,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 03:59:27.327,2025-04-26 03:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,9,Válido,0,12.707,0,760,Modo Econômico,"79873,2",8154.20
23506,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 04:59:27.320,2025-04-26 04:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,6,Válido,0,12.691,0,760,Modo Econômico,"79873,2",8154.20
23507,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 05:59:27.327,2025-04-26 05:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,6,Válido,0,12.683,0,760,Modo Econômico,"79873,2",8154.20
23508,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 06:59:27.317,2025-04-26 06:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,11,Válido,0,12.659,0,760,Modo Econômico,"79873,2",8154.20
23509,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 07:59:27.320,2025-04-26 07:59:27.0000000 -03:00,0,-2.327.039,-5.116.776,6,Válido,0,12.651,0,760,Modo Econômico,"79873,2",8154.20
23510,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:29:57.327,2025-04-26 08:29:57.0000000 -03:00,0,-2.327.039,-5.116.776,6,Válido,0,12.427,0,667,Ignição ligada,"79873,2",8154.20
23511,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:29:59.150,2025-04-26 08:29:59.0000000 -03:00,0,-2.327.039,-5.116.776,0,Inválido,0,12.250,0,668,Ignição desligada,"79873,2",8154.20
23512,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:30:01.237,2025-04-26 08:30:01.0000000 -03:00,0,-2.327.039,-5.116.776,6,Válido,0,11.602,0,667,Ignição ligada,"79873,2",8154.20
23513,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:30:13.787,2025-04-26 08:30:13.0000000 -03:00,0,-2.327.009,-5.116.725,5,Válido,2,14.284,0,761,Posicionamento por tempo em movimento,"79873,2",8154.20
23514,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:33:12.390,2025-04-26 08:33:12.0000000 -03:00,0,-2.327.292,-5.117.384,14,Válido,29,14.300,0,761,Posicionamento por tempo em movimento,"79874,1",8155.10
23515,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:36:12.573,2025-04-26 08:36:12.0000000 -03:00,0,-2.328.436,-5.117.300,14,Válido,24,14.220,0,761,Posicionamento por tempo em movimento,"79875,4",8156.40
23516,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:39:12.280,2025-04-26 08:39:12.0000000 -03:00,0,-2.329.769,-5.117.347,17,Válido,42,14.180,0,761,Posicionamento por tempo em movimento,"79876,9",8157.90
23517,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:42:12.393,2025-04-26 08:42:12.0000000 -03:00,0,-2.330.032,-5.117.550,19,Válido,19,13.948,0,761,Posicionamento por tempo em movimento,"79878,2",8159.20
23518,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:45:12.287,2025-04-26 08:45:12.0000000 -03:00,0,-2.330.886,-5.117.817,18,Válido,22,13.812,0,761,Posicionamento por tempo em movimento,"79879,5",8160.50
23519,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:47:33.320,2025-04-26 08:47:33.0000000 -03:00,0,-2.331.307,-5.117.740,15,Válido,0,13.627,0,668,Ignição desligada,"79880,4",8161.40
23520,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 08:47:33.960,2025-04-26 08:47:34.0000000 -03:00,-1,-2.331.307,-5.117.740,16,Válido,0,13.635,0,760,Modo Econômico,"79880,4",8161.40
23521,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:12:59.310,2025-04-26 09:12:59.0000000 -03:00,0,-2.331.307,-5.117.740,16,Válido,0,12.947,0,667,Ignição ligada,"79880,4",8161.40
23522,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:13:07.233,2025-04-26 09:13:07.0000000 -03:00,0,-2.331.295,-5.117.735,9,Válido,1,11.546,0,761,Posicionamento por tempo em movimento,"79880,4",8161.40
23523,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:16:07.340,2025-04-26 09:16:07.0000000 -03:00,0,-2.330.877,-5.116.947,11,Válido,38,14.036,0,761,Posicionamento por tempo em movimento,"79881,8",8162.80
23524,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:19:07.330,2025-04-26 09:19:07.0000000 -03:00,0,-2.330.793,-5.116.147,15,Válido,17,13.892,0,761,Posicionamento por tempo em movimento,"79882,6",8163.60
23525,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:22:07.313,2025-04-26 09:22:07.0000000 -03:00,0,-2.330.661,-5.115.402,18,Válido,8,13.788,0,761,Posicionamento por tempo em movimento,"79883,5",8164.50
23526,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:23:21.320,2025-04-26 09:23:21.0000000 -03:00,0,-2.330.655,-5.114.936,18,Válido,0,13.611,0,668,Ignição desligada,79884,8165.00
23527,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:23:21.877,2025-04-26 09:23:22.0000000 -03:00,-1,-2.330.655,-5.114.936,18,Válido,0,13.644,0,760,Modo Econômico,79884,8165.00
23528,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:33:25.337,2025-04-26 09:33:25.0000000 -03:00,0,-2.330.655,-5.114.936,18,Válido,0,12.995,0,667,Ignição ligada,79884,8165.00
23529,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:33:34.273,2025-04-26 09:33:34.0000000 -03:00,0,-2.330.653,-5.114.945,11,Válido,6,12.651,0,761,Posicionamento por tempo em movimento,79884,8165.00
23530,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:34:13.290,2025-04-26 09:34:13.0000000 -03:00,0,-2.330.654,-5.114.938,17,Válido,0,12.611,0,668,Ignição desligada,79884,8165.00
23531,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:34:13.880,2025-04-26 09:34:14.0000000 -03:00,-1,-2.330.654,-5.114.938,17,Válido,0,12.467,0,760,Modo Econômico,79884,8165.00
23532,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:34:15.163,2025-04-26 09:34:15.0000000 -03:00,0,-2.330.654,-5.114.938,17,Válido,0,12.467,0,667,Ignição ligada,79884,8165.00
23533,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:34:22.890,2025-04-26 09:34:22.0000000 -03:00,0,-2.330.655,-5.114.933,15,Válido,6,13.764,0,761,Posicionamento por tempo em movimento,79884,8165.00
23534,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:37:22.477,2025-04-26 09:37:22.0000000 -03:00,0,-2.330.015,-5.114.565,16,Válido,13,13.788,0,761,Posicionamento por tempo em movimento,"79885,1",8166.10
23535,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:38:11.630,2025-04-26 09:38:10.0000000 -03:00,1,-2.329.637,-5.114.566,15,Válido,52,13.764,0,737,Velocidade máxima excedida,"79885,5",8166.50
23536,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:39:47.667,2025-04-26 09:39:47.0000000 -03:00,0,-2.328.100,-5.114.831,16,Válido,46,13.956,0,871,Retorno à velocidade normal,"79887,3",8168.30
23537,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:40:05.213,2025-04-26 09:40:05.0000000 -03:00,0,-2.327.952,-5.114.930,16,Válido,53,13.924,0,737,Velocidade máxima excedida,"79887,5",8168.50
23538,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:40:09.980,2025-04-26 09:40:09.0000000 -03:00,0,-2.327.888,-5.114.930,16,Válido,49,13.900,0,871,Retorno à velocidade normal,"79887,6",8168.60
23539,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:40:11.710,2025-04-26 09:40:11.0000000 -03:00,0,-2.327.862,-5.114.930,16,Válido,51,13.900,0,737,Velocidade máxima excedida,"79887,6",8168.60
23540,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:40:22.373,2025-04-26 09:40:22.0000000 -03:00,0,-2.327.782,-5.114.930,16,Válido,53,13.908,0,761,Posicionamento por tempo em movimento,"79887,7",8168.70
23541,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:40:31.783,2025-04-26 09:40:31.0000000 -03:00,0,-2.327.602,-5.114.930,16,Válido,49,13.908,0,871,Retorno à velocidade normal,"79887,9",8168.90
23542,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:40:39.793,2025-04-26 09:40:39.0000000 -03:00,0,-2.327.506,-5.114.929,16,Válido,54,13.948,0,737,Velocidade máxima excedida,79888,8169.00
23543,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:41:13.957,2025-04-26 09:41:14.0000000 -03:00,-1,-2.327.039,-5.114.851,15,Válido,46,13.916,0,871,Retorno à velocidade normal,"79888,5",8169.50
23544,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:41:31.970,2025-04-26 09:41:32.0000000 -03:00,-1,-2.326.952,-5.114.941,16,Válido,53,13.892,0,737,Velocidade máxima excedida,"79888,7",8169.70
23545,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:42:51.877,2025-04-26 09:42:51.0000000 -03:00,0,-2.325.942,-5.115.731,16,Válido,44,13.988,0,871,Retorno à velocidade normal,"79890,2",8171.20
23546,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:43:22.210,2025-04-26 09:43:22.0000000 -03:00,0,-2.325.869,-5.115.787,16,Válido,26,13.924,0,761,Posicionamento por tempo em movimento,"79890,4",8171.40
23547,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:43:33.870,2025-04-26 09:43:33.0000000 -03:00,0,-2.326.019,-5.115.734,16,Válido,50,13.972,0,737,Velocidade máxima excedida,"79890,6",8171.60
23548,BAA1364,89554000000352089833,208363,346911,862689070266025,2025-04-26 09:43:35.797,2025-04-26 09:43:35.0000000 -03:00,0,-2.326.043,-5.115.731,16,Válido,47,13.956,0,871,Retorno à velocidade normal,"79890,6",8171.60
