mrveqpmsgid,veiPlaca,TCBICCID,veiid,eqpID,tcbserie,mrvDataHoraInc,mrvDataHoraExibicao,delay,Latitude,Longitude,N Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Evento Gerador,mrvOdometroTotal,mrvOdometro
2226,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:18.013,2025-05-06 10:22:44.0000000 -03:00,4894,-1.178.773,-4.560.977,19,Válido,121,13.009,1,737,Velocidade máxima excedida,"6228,7",622.70
2227,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:20.200,2025-05-06 10:22:51.0000000 -03:00,4889,-1.178.562,-4.560.995,19,Válido,116,14.061,1,871,Retorno à velocidade normal,"6228,9",622.90
2229,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:21.680,2025-05-06 10:25:00.0000000 -03:00,4761,-1.175.323,-4.561.131,19,Válido,100,12.993,1,761,Posicionamento por tempo em movimento,"6232,6",626.60
2230,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:22.090,2025-05-06 10:28:00.0000000 -03:00,4582,-1.170.864,-4.560.598,19,Válido,105,12.993,1,761,Posicionamento por tempo em movimento,"6237,6",631.60
2231,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:23.387,2025-05-06 10:31:00.0000000 -03:00,4403,-1.166.050,-4.560.018,18,Válido,106,13.001,1,761,Posicionamento por tempo em movimento,6243,637.00
2232,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:24.770,2025-05-06 10:34:00.0000000 -03:00,4224,-1.162.341,-4.559.566,20,Válido,0,14.045,1,761,Posicionamento por tempo em movimento,"6247,1",641.10
2234,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:26.880,2025-05-06 10:37:00.0000000 -03:00,4046,-1.161.990,-4.561.348,20,Válido,68,14.045,1,761,Posicionamento por tempo em movimento,"6249,1",643.10
2235,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:27.887,2025-05-06 10:40:00.0000000 -03:00,3867,-1.160.899,-4.563.008,20,Válido,42,13.169,1,761,Posicionamento por tempo em movimento,"6251,9",645.90
2236,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:29.460,2025-05-06 10:43:00.0000000 -03:00,3689,-1.160.799,-4.563.228,19,Válido,30,14.061,1,761,Posicionamento por tempo em movimento,"6252,5",646.50
2237,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:35.870,2025-05-06 10:46:00.0000000 -03:00,3515,-1.161.816,-4.562.256,18,Válido,54,13.591,1,761,Posicionamento por tempo em movimento,"6254,7",648.70
2238,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:36.767,2025-05-06 10:49:00.0000000 -03:00,3336,-1.162.294,-4.559.775,17,Válido,55,14.053,1,761,Posicionamento por tempo em movimento,"6257,5",651.50
2239,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:37.487,2025-05-06 10:52:00.0000000 -03:00,3157,-1.165.996,-4.560.013,18,Válido,106,13.001,1,761,Posicionamento por tempo em movimento,"6261,8",655.80
2240,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:39.877,2025-05-06 10:55:00.0000000 -03:00,2979,-1.170.871,-4.560.602,18,Válido,103,13.001,1,761,Posicionamento por tempo em movimento,"6267,3",661.30
2241,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:41.287,2025-05-06 10:58:00.0000000 -03:00,2801,-1.175.772,-4.561.188,17,Válido,105,13.009,1,761,Posicionamento por tempo em movimento,"6272,8",666.80
2242,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:43.243,2025-05-06 10:59:26.0000000 -03:00,2717,-1.178.169,-4.561.034,17,Válido,120,13.894,1,737,Velocidade máxima excedida,"6275,3",669.30
2243,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:44.840,2025-05-06 10:59:34.0000000 -03:00,2710,-1.178.410,-4.561.013,17,Válido,119,14.125,1,871,Retorno à velocidade normal,"6275,6",669.60
2245,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:47.167,2025-05-06 11:01:00.0000000 -03:00,2627,-1.180.572,-4.560.958,16,Válido,99,13.009,1,761,Posicionamento por tempo em movimento,"6278,1",672.10
2247,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:48.983,2025-05-06 11:04:00.0000000 -03:00,2448,-1.183.588,-4.562.130,18,Válido,84,13.001,1,761,Posicionamento por tempo em movimento,"6282,3",676.30
2249,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:51.540,2025-05-06 11:07:00.0000000 -03:00,2271,-1.182.983,-4.566.269,17,Válido,97,13.001,1,761,Posicionamento por tempo em movimento,6287,681.00
2251,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:54.000,2025-05-06 11:07:44.0000000 -03:00,2230,-1.182.713,-4.567.309,17,Válido,77,14.037,1,761,Posicionamento por tempo em movimento,"6287,6",681.60
2253,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:55.903,2025-05-06 11:10:40.0000000 -03:00,2055,-1.182.433,-4.568.375,18,Válido,0,14.014,1,761,Posicionamento por tempo em movimento,"6288,8",682.80
2254,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:56.377,2025-05-06 11:13:40.0000000 -03:00,1876,-1.181.417,-4.572.295,18,Válido,101,13.009,1,761,Posicionamento por tempo em movimento,"6293,3",687.30
2255,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:57.350,2025-05-06 11:16:40.0000000 -03:00,1697,-1.180.228,-4.576.870,18,Válido,106,13.009,1,761,Posicionamento por tempo em movimento,"6298,4",692.40
2256,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:58.223,2025-05-06 11:19:40.0000000 -03:00,1518,-1.179.080,-4.581.272,18,Válido,88,14.077,1,761,Posicionamento por tempo em movimento,"6303,4",697.40
2257,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:58.890,2025-05-06 11:22:40.0000000 -03:00,1338,-1.182.403,-4.582.019,17,Válido,103,12.993,1,761,Posicionamento por tempo em movimento,"6307,8",701.80
2258,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:44:59.737,2025-05-06 11:25:40.0000000 -03:00,1159,-1.187.035,-4.582.363,17,Válido,98,13.009,1,761,Posicionamento por tempo em movimento,6313,707.00
2259,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:45:41.247,2025-05-06 11:28:40.0000000 -03:00,1021,-1.191.016,-4.581.985,18,Válido,91,13.432,1,761,Posicionamento por tempo em movimento,"6317,6",711.60
2260,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:45:42.563,2025-05-06 11:31:40.0000000 -03:00,842,-1.194.773,-4.580.664,18,Válido,90,13.001,1,761,Posicionamento por tempo em movimento,6322,716.00
2261,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:45:44.220,2025-05-06 11:34:40.0000000 -03:00,664,-1.198.656,-4.580.211,18,Válido,97,13.551,1,761,Posicionamento por tempo em movimento,"6326,7",720.70
2262,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:45:45.023,2025-05-06 11:37:40.0000000 -03:00,485,-1.201.768,-4.580.173,19,Válido,89,13.001,1,761,Posicionamento por tempo em movimento,"6330,3",724.30
2263,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:45:45.727,2025-05-06 11:40:40.0000000 -03:00,305,-1.205.312,-4.579.700,18,Válido,60,14.061,1,761,Posicionamento por tempo em movimento,"6334,3",728.30
2266,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:45:47.573,2025-05-06 11:43:40.0000000 -03:00,127,-1.206.956,-4.579.501,18,Válido,34,13.974,1,761,Posicionamento por tempo em movimento,"6336,1",730.10
2268,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:46:42.440,2025-05-06 11:46:40.0000000 -03:00,2,-1.208.242,-4.579.163,19,Válido,15,13.041,0,761,Posicionamento por tempo em movimento,"6337,8",731.80
2270,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:49:43.240,2025-05-06 11:49:40.0000000 -03:00,3,-1.208.352,-4.578.244,18,Válido,37,14.101,0,761,Posicionamento por tempo em movimento,"6339,2",733.20
2273,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:52:44.223,2025-05-06 11:52:40.0000000 -03:00,4,-1.208.984,-4.578.359,18,Válido,36,13.041,0,761,Posicionamento por tempo em movimento,"6340,6",734.60
2275,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:55:41.993,2025-05-06 11:55:40.0000000 -03:00,1,-1.209.452,-4.577.272,16,Válido,35,14.356,0,761,Posicionamento por tempo em movimento,"6342,5",736.50
2277,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:56:23.120,2025-05-06 11:56:20.0000000 -03:00,3,-1.209.752,-4.577.199,17,Válido,0,14.077,0,668,Ignição desligada,"6342,8",736.80
2278,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 11:56:23.890,2025-05-06 11:56:21.0000000 -03:00,2,-1.209.752,-4.577.199,17,Válido,0,14.101,0,760,Modo Econômico,"6342,8",736.80
2279,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 12:56:25.240,2025-05-06 12:56:20.0000000 -03:00,5,-1.209.752,-4.577.199,10,Válido,0,12.985,0,760,Modo Econômico,"6342,8",736.80
2280,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 13:54:12.540,2025-05-06 13:54:08.0000000 -03:00,4,-1.209.752,-4.577.199,12,Válido,0,12.706,0,667,Ignição ligada,"6342,8",736.80
2283,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 13:54:17.637,2025-05-06 13:54:16.0000000 -03:00,1,-1.209.755,-4.577.193,10,Válido,2,13.639,0,761,Posicionamento por tempo em movimento,"6342,8",736.80
2285,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 13:57:17.020,2025-05-06 13:57:15.0000000 -03:00,2,-1.208.943,-4.577.490,15,Válido,38,14.524,0,761,Posicionamento por tempo em movimento,"6344,2",738.20
2288,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:00:16.900,2025-05-06 14:00:15.0000000 -03:00,1,-1.208.767,-4.577.298,17,Válido,21,12.985,0,761,Posicionamento por tempo em movimento,6346,740.00
2289,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:00:45.917,2025-05-06 14:00:44.0000000 -03:00,1,-1.208.742,-4.577.078,17,Válido,0,14.014,0,668,Ignição desligada,"6346,2",740.20
2290,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:00:46.417,2025-05-06 14:00:45.0000000 -03:00,1,-1.208.742,-4.577.078,16,Válido,0,14.022,0,760,Modo Econômico,"6346,2",740.20
2291,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:22:58.180,2025-05-06 14:22:56.0000000 -03:00,2,-1.208.742,-4.577.078,16,Válido,0,12.691,0,667,Ignição ligada,"6346,2",740.20
2294,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:23:05.973,2025-05-06 14:23:04.0000000 -03:00,1,-1.208.741,-4.577.083,15,Válido,6,13.663,0,761,Posicionamento por tempo em movimento,"6346,2",740.20
2296,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:26:01.923,2025-05-06 14:26:00.0000000 -03:00,1,-1.208.422,-4.577.940,19,Válido,47,14.069,0,761,Posicionamento por tempo em movimento,"6347,6",741.60
2299,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:29:02.057,2025-05-06 14:29:00.0000000 -03:00,2,-1.208.175,-4.578.385,18,Válido,13,13.025,0,761,Posicionamento por tempo em movimento,"6348,7",742.70
2301,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:32:02.200,2025-05-06 14:32:00.0000000 -03:00,2,-1.207.882,-4.579.334,19,Válido,30,13.615,0,761,Posicionamento por tempo em movimento,"6350,6",744.60
2304,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 14:37:31.687,2025-05-06 14:35:00.0000000 -03:00,151,-1.206.160,-4.579.574,18,Válido,40,14.468,1,761,Posicionamento por tempo em movimento,"6352,6",746.60
2306,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:06:08.207,2025-05-06 14:38:00.0000000 -03:00,8888,-1.204.088,-4.579.854,19,Válido,79,13.017,1,761,Posicionamento por tempo em movimento,6355,749.00
2309,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:11:51.960,2025-05-06 14:41:00.0000000 -03:00,9051,-1.200.046,-4.580.400,18,Válido,73,14.045,1,761,Posicionamento por tempo em movimento,"6359,5",753.50
2310,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:11:53.363,2025-05-06 14:44:00.0000000 -03:00,8873,-1.197.239,-4.579.904,19,Válido,80,14.077,1,761,Posicionamento por tempo em movimento,6363,757.00
2312,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:00.737,2025-05-06 14:47:00.0000000 -03:00,8700,-1.195.941,-4.581.453,19,Válido,9,13.998,1,761,Posicionamento por tempo em movimento,"6365,8",759.80
2314,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:03.960,2025-05-06 14:47:34.0000000 -03:00,8669,-1.196.169,-4.581.356,17,Válido,37,14.101,1,761,Posicionamento por tempo em movimento,"6365,9",759.90
2315,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:04.760,2025-05-06 14:50:31.0000000 -03:00,8493,-1.195.734,-4.582.167,17,Válido,43,14.077,1,761,Posicionamento por tempo em movimento,"6367,5",761.50
2316,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:05.343,2025-05-06 14:53:31.0000000 -03:00,8314,-1.196.087,-4.583.476,19,Válido,39,14.061,1,761,Posicionamento por tempo em movimento,"6369,5",763.50
2317,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:06.980,2025-05-06 14:56:31.0000000 -03:00,8135,-1.197.697,-4.582.690,19,Válido,0,14.006,1,761,Posicionamento por tempo em movimento,"6371,5",765.50
2318,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:07.713,2025-05-06 14:59:27.0000000 -03:00,7960,-1.198.545,-4.584.543,19,Válido,0,13.870,1,668,Ignição desligada,"6373,7",767.70
2319,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:08.480,2025-05-06 14:59:28.0000000 -03:00,7960,-1.198.545,-4.584.543,19,Válido,0,13.448,1,760,Modo Econômico,"6373,7",767.70
2322,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:51.463,2025-05-06 15:48:29.0000000 -03:00,5062,-1.198.543,-4.584.545,12,Válido,0,12.993,1,760,Modo Econômico,"6373,7",767.70
2323,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:52.003,2025-05-06 16:12:10.0000000 -03:00,3642,-1.198.543,-4.584.545,12,Válido,1,12.762,1,667,Ignição ligada,"6373,7",767.70
2326,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:53.357,2025-05-06 16:12:19.0000000 -03:00,3634,-1.198.546,-4.584.535,13,Válido,6,13.759,1,761,Posicionamento por tempo em movimento,"6373,7",767.70
2327,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:54.000,2025-05-06 16:15:16.0000000 -03:00,3458,-1.199.899,-4.583.870,21,Válido,0,13.982,1,761,Posicionamento por tempo em movimento,"6375,4",769.40
2328,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:55.643,2025-05-06 16:18:16.0000000 -03:00,3279,-1.199.899,-4.583.870,20,Válido,0,13.974,1,761,Posicionamento por tempo em movimento,"6375,4",769.40
2330,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:57.117,2025-05-06 16:21:16.0000000 -03:00,3101,-1.199.704,-4.583.965,20,Válido,0,13.982,1,761,Posicionamento por tempo em movimento,"6375,6",769.60
2331,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:57.800,2025-05-06 16:24:16.0000000 -03:00,2921,-1.199.704,-4.583.965,20,Válido,0,13.958,1,761,Posicionamento por tempo em movimento,"6375,6",769.60
2333,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:12:59.217,2025-05-06 16:27:16.0000000 -03:00,2743,-1.199.636,-4.583.999,21,Válido,0,13.966,1,761,Posicionamento por tempo em movimento,"6375,6",769.60
2334,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:13:00.557,2025-05-06 16:30:16.0000000 -03:00,2564,-1.199.636,-4.583.999,21,Válido,0,13.974,1,761,Posicionamento por tempo em movimento,"6375,6",769.60
2335,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:13:00.937,2025-05-06 16:33:16.0000000 -03:00,2384,-1.199.636,-4.583.999,21,Válido,0,13.958,1,761,Posicionamento por tempo em movimento,"6375,6",769.60
2336,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-05-06 17:13:02.887,2025-05-06 16:36:16.0000000 -03:00,2206,-1.199.636,-4.583.999,21,Válido,0,13.958,1,761,Posicionamento por tempo em movimento,"6375,6",769.60
