Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Match_Type,Match_ID,Message_Category
2025-05-13 08:16:54,2025-05-13 08:16:54,2025-05-13 08:16:54,867488061407846.0,5456.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13891.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,23.5,333.0,750.0,-12.094321,-45.773401,724.0,2.0,937b,077ab28d,0.6,1141.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,17,T
2025-05-13 08:16:55,2025-05-13 08:16:55,2025-05-13 08:16:55,867488061407846.0,5457.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13891.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,23.7,302.0,750.0,-12.094285,-45.773449,724.0,2.0,937b,077ab28d,0.6,1141.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,18,T
2025-05-13 08:16:57,2025-05-13 08:16:57,2025-05-13 08:16:57,867488061407846.0,5458.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13449.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,19.9,263.0,750.0,-12.094277,-45.773555,724.0,2.0,937b,077ab28d,0.6,1141.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,19,T
2025-05-13 08:17:19,2025-05-13 08:17:19,2025-05-13 08:17:19,867488061407846.0,5459.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13994.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,11.2,300.0,752.0,-12.094284,-45.774254,724.0,2.0,937b,077ab215,0.7,1141.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,20,T
2025-05-13 08:17:22,2025-05-13 08:17:22,2025-05-13 08:17:22,867488061407846.0,5460.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13935.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,10.1,336.0,753.0,-12.094223,-45.774295,724.0,2.0,937b,077ab215,0.7,1141.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,21,T
2025-05-13 08:18:10,2025-05-13 08:18:10,2025-05-13 08:18:08,867488061407846.0,5462.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12666.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,26.7,352.0,768.0,-12.0912,-45.774695,724.0,2.0,937b,077ab28d,1.1,1141.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10,,T1,22,T
2025-05-13 08:19:00,2025-05-13 08:19:00,2025-05-13 08:18:52,867488061407846.0,5463.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13936.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,7.2,30.0,771.0,-12.088976,-45.774958,724.0,2.0,937b,077ad311,1.3,1141.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11,,T10,1,T
2025-05-13 08:19:00,2025-05-13 08:19:00,2025-05-13 08:18:54,867488061407846.0,5464.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13936.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,16.9,64.0,771.0,-12.088943,-45.774904,724.0,2.0,937b,077ad311,1.3,1141.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11,,T10,2,T
2025-05-13 08:19:55,2025-05-13 08:19:55,2025-05-13 08:19:54,867488061407846.0,5466.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14233.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,21.5,10.0,772.0,-12.087762,-45.769089,724.0,2.0,937b,077ab215,2.0,1142.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T5,4,T
2025-05-13 08:19:56,2025-05-13 08:19:56,2025-05-13 08:19:56,867488061407846.0,5467.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14320.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,24.4,316.0,772.0,-12.087661,-45.769138,724.0,2.0,937b,077ab215,2.0,1142.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,23,T
2025-05-13 08:19:58,2025-05-13 08:19:58,2025-05-13 08:19:58,867488061407846.0,5468.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14320.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,30.7,277.0,772.0,-12.087612,-45.769271,724.0,2.0,937b,077ab215,2.0,1142.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11,,T1,24,T
2025-05-13 08:20:57,2025-05-13 08:20:57,2025-05-13 08:20:57,867488061407846.0,5469.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13959.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,20.2,327.0,771.0,-12.088317,-45.776104,724.0,2.0,937b,077ab28d,2.7,1143.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,25,T
2025-05-13 08:20:59,2025-05-13 08:20:59,2025-05-13 08:20:59,867488061407846.0,5470.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13959.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,20.3,1.0,771.0,-12.088218,-45.776123,724.0,2.0,937b,077ab28d,2.8,1143.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,26,T
2025-05-13 08:21:01,2025-05-13 08:21:01,2025-05-13 08:21:01,867488061407846.0,5471.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13959.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,19.4,37.0,770.0,-12.088128,-45.776081,724.0,2.0,937b,077ab28d,2.8,1143.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,27,T
2025-05-13 08:21:03,2025-05-13 08:21:03,2025-05-13 08:21:03,867488061407846.0,5472.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13959.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,19.1,69.0,770.0,-12.088073,-45.775999,724.0,2.0,937b,077ab28d,2.8,1143.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,28,T
2025-05-13 08:21:10,2025-05-13 08:21:10,2025-05-13 08:21:08,867488061407846.0,5473.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13760.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,20.7,81.0,770.0,-12.088028,-45.775774,724.0,2.0,937b,077ab28d,2.8,1143.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10,,T1,29,T
2025-05-13 08:22:19,2025-05-13 08:22:19,2025-05-13 08:22:19,867488061407846.0,5475.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13983.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,14.2,48.0,770.0,-12.087328,-45.77073,724.0,2.0,937b,077ab28d,3.4,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,30,T
2025-05-13 08:22:21,2025-05-13 08:22:21,2025-05-13 08:22:21,867488061407846.0,5476.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13983.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,6.9,15.0,770.0,-12.087283,-45.77071,724.0,2.0,937b,077ad213,3.4,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,11,,T1,31,T
2025-05-13 08:22:26,2025-05-13 08:22:26,2025-05-13 08:22:26,867488061407846.0,5477.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13983.0,0.0,0,0.0,0.0,12.0,12.0,444,1.0,0.1,15.0,770.0,-12.087263,-45.77072,724.0,2.0,937b,077ad213,3.4,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,I1,2,I
2025-05-13 08:22:27,2025-05-13 08:22:27,2025-05-13 08:22:27,867488061407846.0,5479.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13983.0,0.0,-,0.0,0.0,12.0,12.0,-,1.0,0.0,15.0,770.0,-12.087263,-45.77072,724.0,2.0,937b,077ad213,3.4,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,5.0,0.0,0.0,10,,T1,32,T
2025-05-13 09:12:38,2025-05-13 09:12:38,2025-05-13 08:27:26,867488061407846.0,5507.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12453.0,0.0,0,1.0,0.0,22.0,12.0,3012,0.0,0.0,15.0,770.0,-12.087263,-45.77072,724.0,2.0,937b,077ad20f,0.0,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,I1,3,I
2025-05-13 09:12:45,2025-05-13 09:12:45,2025-05-13 09:12:45,867488061407846.0,5509.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,11933.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,0.0,15.0,772.0,-12.087258,-45.770732,724.0,2.0,937b,077ad20f,0.0,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10,,T1,33,T
2025-05-13 09:12:56,2025-05-13 09:12:56,2025-05-13 09:12:56,867488061407846.0,5511.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13825.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,6.7,274.0,773.0,-12.087294,-45.770747,724.0,2.0,937b,077ad20f,0.0,1143.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11,,T1,34,T
2025-05-13 09:14:07,2025-05-13 09:14:07,2025-05-13 09:14:07,867488061407846.0,5513.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13750.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,19.1,222.0,771.0,-12.088082,-45.776155,724.0,2.0,937b,077ab28d,0.6,1144.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,35,T
2025-05-13 09:14:09,2025-05-13 09:14:09,2025-05-13 09:14:09,867488061407846.0,5514.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13750.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,22.2,182.0,771.0,-12.088183,-45.776179,724.0,2.0,937b,077ab28d,0.6,1144.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,36,T
2025-05-13 09:14:23,2025-05-13 09:14:23,2025-05-13 09:14:23,867488061407846.0,5515.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13931.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,16.9,217.0,773.0,-12.088404,-45.7762,724.0,2.0,937b,077ab215,0.6,1144.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,37,T
2025-05-13 09:14:25,2025-05-13 09:14:25,2025-05-13 09:14:25,867488061407846.0,5516.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13931.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,24.5,257.0,773.0,-12.088454,-45.776291,724.0,2.0,937b,077ab215,0.6,1144.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,38,T
2025-05-13 09:15:43,2025-05-13 09:15:43,2025-05-13 09:15:41,867488061407846.0,5518.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13943.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,43.3,264.0,769.0,-12.089539,-45.783075,724.0,2.0,937b,077ab215,1.4,1145.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10,,T1,39,T
2025-05-13 09:15:50,2025-05-13 09:15:50,2025-05-13 09:15:50,867488061407846.0,5519.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14493.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,20.9,223.0,768.0,-12.089687,-45.783891,724.0,2.0,937b,077ab215,1.5,1145.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,40,T
2025-05-13 09:15:52,2025-05-13 09:15:52,2025-05-13 09:15:52,867488061407846.0,5520.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13992.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,15.7,175.0,768.0,-12.089766,-45.783914,724.0,2.0,937b,077ab215,1.5,1145.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,41,T
2025-05-13 09:15:54,2025-05-13 09:15:54,2025-05-13 09:15:54,867488061407846.0,5521.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13992.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,19.8,118.0,768.0,-12.08983,-45.783855,724.0,2.0,937b,077ab215,1.5,1145.3,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,42,T
2025-05-13 09:15:57,2025-05-13 09:15:57,2025-05-13 09:15:57,867488061407846.0,5522.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12758.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,30.6,83.0,768.0,-12.089838,-45.783659,724.0,2.0,937b,077ab215,1.5,1145.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,43,T
2025-05-13 09:18:14,2025-05-13 09:18:14,2025-05-13 09:18:14,867488061407846.0,5524.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14455.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,10.9,122.0,772.0,-12.088122,-45.768514,724.0,2.0,937b,077ab215,3.2,1147.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11,,T1,44,T
2025-05-13 09:18:17,2025-05-13 09:18:17,2025-05-13 09:18:17,867488061407846.0,5525.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14010.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,5.0,158.0,772.0,-12.088169,-45.768481,724.0,2.0,937b,077ad20f,3.2,1147.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11,,T1,45,T
2025-05-13 09:18:43,2025-05-13 09:18:43,2025-05-13 09:18:41,867488061407846.0,5526.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13998.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,0.0,159.0,772.0,-12.088181,-45.768476,724.0,2.0,937b,077ad20f,3.2,1147.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,10,,T1,46,T
2025-05-13 09:18:46,2025-05-13 09:18:46,2025-05-13 09:18:46,867488061407846.0,5527.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13960.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,7.7,74.0,773.0,-12.088166,-45.768469,724.0,2.0,937b,077ad20f,3.2,1147.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11,,T1,47,T
2025-05-13 09:19:00,2025-05-13 09:19:00,2025-05-13 09:19:00,867488061407846.0,5528.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14051.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,16.3,123.0,773.0,-12.088053,-45.767793,724.0,2.0,937b,077ad20f,3.2,1147.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11,,T1,48,T
2025-05-13 09:19:02,2025-05-13 09:19:02,2025-05-13 09:19:02,867488061407846.0,5529.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14051.0,0.0,-,1.0,0.0,22.0,12.0,-,1.0,13.7,157.0,773.0,-12.08811,-45.767753,724.0,2.0,937b,077ad20f,3.2,1147.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11,,T1,49,T
