Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete
2025-06-05 15:27:18,2025-06-05 15:27:18,2025-06-05 15:27:18,867488061407846,24897,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13879,0,-,0,0,12,12,-,1,0.1,270,787,-12.089105,-45.775224,724,11,c4c9,10116,1.3,1289.0,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T1,2,,1.0,0.0,T1_2
2025-06-05 15:32:10,2025-06-05 15:32:09,2025-06-05 15:32:09,867488061407846,24905,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12415,0,0,1,0,22,12,292,1,0.0,270,786,-12.089108,-45.775225,724,11,c4c9,0001010c,0.0,1289.0,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-06-05 15:32:14,2025-06-05 15:32:14,2025-06-05 15:32:14,867488061407846,24908,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,11818,0,-,1,0,22,12,-,1,0.0,270,786,-12.089108,-45.775225,724,11,c4c9,0001010c,0.0,1289.0,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T5,2,,4.0,0.0,T5_2
2025-06-05 15:32:23,2025-06-05 15:32:23,2025-06-05 15:32:23,867488061407846,24909,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13890,0,-,1,0,22,12,-,1,4.6,340,783,-12.089116,-45.775225,724,11,c4c9,0001010c,0.0,1289.0,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:32:33,2025-06-05 15:32:33,2025-06-05 15:32:33,867488061407846,24910,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13957,0,-,1,0,22,12,-,1,10.9,51,781,-12.089077,-45.775229,724,11,c4c9,0001010c,0.0,1289.0,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:32:46,2025-06-05 15:32:46,2025-06-05 15:32:46,867488061407846,24911,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13978,0,-,1,0,22,12,-,1,46.3,81,779,-12.088813,-45.77419,724,11,c4c9,0001010c,0.1,1289.1,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:33:31,2025-06-05 15:33:30,2025-06-05 15:33:31,867488061407846,24913,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13972,0,-,1,0,22,12,-,1,18.2,50,779,-12.087847,-45.769102,724,11,c4c9,0002ed16,0.7,1289.7,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:33:35,2025-06-05 15:33:32,2025-06-05 15:33:33,867488061407846,24914,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13972,0,-,1,0,22,12,-,1,16.7,5,778,-12.08777,-45.76907,724,11,c4c9,00086e0c,0.7,1289.7,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:33:35,2025-06-05 15:33:33,2025-06-05 15:33:34,867488061407846,24915,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13972,0,-,1,0,22,12,-,1,16.5,335,779,-12.087731,-45.769083,724,11,c4c9,00086e0c,0.7,1289.7,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:33:35,2025-06-05 15:33:34,2025-06-05 15:33:35,867488061407846,24916,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13972,0,-,1,0,22,12,-,1,19.0,305,778,-12.087702,-45.769118,724,11,c4c9,00086e0c,0.7,1289.7,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:33:37,2025-06-05 15:33:36,2025-06-05 15:33:37,867488061407846,24917,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13972,0,-,1,0,22,12,-,1,25.2,272,778,-12.087676,-45.76923,724,11,c4c9,0002ed02,0.7,1289.7,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:35:20,2025-06-05 15:35:19,2025-06-05 15:35:18,867488061407846,24920,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13909,0,-,1,0,22,12,-,1,42.7,261,766,-12.089582,-45.783763,724,11,c4c9,0005f916,2.3,1291.3,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T10,1,,7.0,1.0,T10_1
2025-06-05 15:36:25,2025-06-05 15:36:25,2025-06-05 15:36:25,867488061407846,24922,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13916,0,-,1,0,22,12,-,1,23.7,302,761,-12.090387,-45.791703,724,11,c4c9,0002e833,3.2,1292.2,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:36:27,2025-06-05 15:36:27,2025-06-05 15:36:27,867488061407846,24923,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13916,0,-,1,0,22,12,-,1,25.6,338,761,-12.090286,-45.791773,724,11,c4c9,0002e833,3.2,1292.2,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:38:25,2025-06-05 15:38:19,2025-06-05 15:38:18,867488061407846,24926,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13896,0,-,1,0,22,12,-,1,0.0,338,772,-12.083059,-45.79277,724,11,c4c9,00091c1a,4.0,1293.0,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T10,2,,7.0,1.0,T10_2
2025-06-05 15:38:34,2025-06-05 15:38:34,2025-06-05 15:38:34,867488061407846,24927,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13832,0,-,1,0,22,12,-,1,14.4,11,773,-12.08301,-45.792764,724,11,c4c9,00091c1a,4.0,1293.0,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:38:36,2025-06-05 15:38:36,2025-06-05 15:38:36,867488061407846,24928,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13832,0,-,1,0,22,12,-,1,16.2,48,773,-12.082945,-45.792719,724,11,c4c9,00091c1a,4.0,1293.0,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:38:38,2025-06-05 15:38:38,2025-06-05 15:38:38,867488061407846,24929,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13888,0,-,1,0,22,12,-,1,20.8,85,773,-12.082918,-45.792626,724,11,c4c9,00091c1a,4.0,1293.0,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:40:05,2025-06-05 15:40:05,2025-06-05 15:40:05,867488061407846,24932,GTIGF,0x09fe7fbf,,802003,0x0a04,0x0a14,100,13830,0,0,0,0,12,12,476,1,0.0,85,772,-12.081975,-45.785551,724,11,c4c9,0005f916,4.8,1293.8,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-06-05 15:40:06,2025-06-05 15:40:06,2025-06-05 15:40:06,867488061407846,24934,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13830,0,-,0,0,12,12,-,1,0.0,85,772,-12.081975,-45.785551,724,11,c4c9,0005f916,4.8,1293.8,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T1,3,,1.0,0.0,T1_3
2025-06-05 15:46:26,2025-06-05 15:46:25,2025-06-05 15:45:05,867488061407846,24943,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12492,0,0,1,0,22,12,380,0,0.0,85,772,-12.081975,-45.785551,724,11,c4c9,0005f902,0.0,1293.8,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,80.0,NA_0
2025-06-05 15:46:33,2025-06-05 15:46:33,2025-06-05 15:46:33,867488061407846,24945,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12247,0,-,1,0,22,12,-,1,0.0,250,779,-12.081983,-45.785547,724,11,c4c9,0005f902,0.0,1293.8,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,10,,T,T1,4,,1.0,0.0,T1_4
2025-06-05 15:46:36,2025-06-05 15:46:36,2025-06-05 15:46:36,867488061407846,24947,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12678,0,-,1,0,22,12,-,1,7.8,80,778,-12.081985,-45.78553,724,11,c4c9,0005f902,0.0,1293.8,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:48:38,2025-06-05 15:48:38,2025-06-05 15:48:38,867488061407846,24952,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13916,0,-,1,0,22,12,-,1,10.6,147,773,-12.081448,-45.781513,724,11,c4c9,10135,0.4,1294.2,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:49:00,2025-06-05 15:48:59,2025-06-05 15:49:00,867488061407846,24953,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,27.9,110,772,-12.08252,-45.780507,724,11,c4c9,10117,0.6,1294.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:49:02,2025-06-05 15:49:01,2025-06-05 15:49:02,867488061407846,24954,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,28.3,76,772,-12.082516,-45.780366,724,11,c4c9,10103,0.6,1294.4,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:49:17,2025-06-05 15:49:17,2025-06-05 15:49:17,867488061407846,24956,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,33.0,40,771,-12.082244,-45.779141,724,11,c4c9,0001010d,0.8,1294.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,T10,3,,9.0,0.0,T10_3
2025-06-05 15:49:29,2025-06-05 15:49:28,2025-06-05 15:49:28,867488061407846,24957,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,32.0,2,772,-12.081404,-45.778552,724,11,c4c9,10117,0.9,1294.7,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:49:32,2025-06-05 15:49:31,2025-06-05 15:49:30,867488061407846,24958,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,36.7,352,771,-12.081231,-45.77857,724,11,c4c9,00091c15,0.9,1294.7,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,NA,0,,,1.0,NA_0
2025-06-05 15:49:42,2025-06-05 15:49:42,2025-06-05 15:49:42,867488061407846,24959,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,32.6,318,771,-12.080149,-45.778801,724,11,c4c9,0001010b,1.0,1294.8,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:49:53,2025-06-05 15:49:53,2025-06-05 15:49:53,867488061407846,24961,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,29.5,283,771,-12.079537,-45.779607,724,11,c4c9,10103,1.1,1294.9,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:00,2025-06-05 15:50:00,2025-06-05 15:50:00,867488061407846,24962,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13919,0,-,1,0,22,12,-,1,20.1,324,770,-12.0795,-45.780058,724,11,c4c9,00091c15,1.2,1294.9,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:29,2025-06-05 15:50:29,2025-06-05 15:50:29,867488061407846,24963,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13966,0,-,1,0,22,12,-,1,37.4,355,770,-12.076803,-45.780451,724,11,c4c9,0005f933,1.5,1295.3,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:36,2025-06-05 15:50:36,2025-06-05 15:50:36,867488061407846,24964,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13966,0,-,1,0,22,12,-,1,24.7,322,770,-12.076273,-45.78051,724,11,c4c9,00086e17,1.5,1295.3,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:38,2025-06-05 15:50:38,2025-06-05 15:50:38,867488061407846,24965,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13966,0,-,1,0,22,12,-,1,24.0,292,770,-12.076209,-45.780611,724,11,c4c9,0005f915,1.5,1295.3,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:42,2025-06-05 15:50:41,2025-06-05 15:50:41,867488061407846,24966,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13890,0,-,1,0,22,12,-,1,21.6,327,770,-12.076115,-45.780756,724,11,c4c9,0005f915,1.6,1295.3,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:46,2025-06-05 15:50:46,2025-06-05 15:50:46,867488061407846,24967,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13890,0,-,1,0,22,12,-,1,21.7,285,769,-12.075925,-45.780907,724,11,c4c9,00086e0d,1.6,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:50:58,2025-06-05 15:50:58,2025-06-05 15:50:58,867488061407846,24968,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13866,0,-,1,0,22,12,-,1,8.2,235,768,-12.075985,-45.781526,724,11,c4c9,0005f901,1.7,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:51:00,2025-06-05 15:51:00,2025-06-05 15:51:00,867488061407846,24969,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13804,0,-,1,0,22,12,-,1,5.4,195,768,-12.076017,-45.781533,724,11,c4c9,0005f901,1.7,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:51:02,2025-06-05 15:51:02,2025-06-05 15:51:02,867488061407846,24970,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13858,0,-,1,0,22,12,-,1,4.9,165,767,-12.07604,-45.781525,724,11,c4c9,00086e03,1.7,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 15:52:31,2025-06-05 15:52:31,2025-06-05 15:52:30,867488061407846,24974,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13859,0,-,1,0,21,12,-,1,0.0,165,767,-12.07605,-45.781512,724,11,c4c9,00086e17,1.7,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T5,3,,4.0,1.0,T5_3
2025-06-05 15:52:46,2025-06-05 15:52:45,2025-06-05 15:52:46,867488061407846,24976,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13859,0,-,1,0,22,12,-,1,3.6,2,768,-12.076048,-45.781508,724,11,c4c9,00086e17,1.7,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:52:50,2025-06-05 15:52:49,2025-06-05 15:52:50,867488061407846,24977,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13865,0,-,1,0,22,12,-,1,8.4,84,768,-12.076032,-45.781493,724,11,c4c9,00086e17,1.7,1295.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:53:03,2025-06-05 15:53:02,2025-06-05 15:53:03,867488061407846,24978,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13892,0,-,1,0,22,12,-,1,18.3,120,768,-12.075955,-45.780808,724,11,c4c9,0005f901,1.7,1295.5,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:53:04,2025-06-05 15:53:03,2025-06-05 15:53:04,867488061407846,24979,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13892,0,-,1,0,22,12,-,1,17.3,151,769,-12.075989,-45.78078,724,11,c4c9,0005f901,1.7,1295.5,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:53:06,2025-06-05 15:53:05,2025-06-05 15:53:06,867488061407846,24981,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13892,0,-,1,0,22,12,-,1,21.9,195,769,-12.076084,-45.78078,724,11,c4c9,0005f901,1.7,1295.5,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:53:13,2025-06-05 15:53:12,2025-06-05 15:53:13,867488061407846,24982,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13892,0,-,1,0,22,12,-,1,30.8,164,768,-12.07657,-45.780886,724,11,c4c9,00086e03,1.8,1295.6,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 15:53:48,2025-06-05 15:53:48,2025-06-05 15:53:48,867488061407846,24984,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13938,0,-,1,0,22,12,-,1,5.0,202,771,-12.079605,-45.780433,724,11,c4c9,0001010d,2.1,1295.9,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
