mrveqpmsgid,veiPlaca,TCBICCID,veiid,eqpID,tcbserie,mrvDataHoraInc,mrvDataHoraExibicao,delay,Latitude,Longitude,N Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Evento Gerador,mrvOdometroTotal,mrvOdometro
804,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 03:33:10.863,2025-04-24 03:33:08.0000000 -03:00,2,-1.209.747,-4.577.186,12,Válido,0,12.834,0,760,Modo Econômico,"5626,2",20.20
805,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 04:33:10.827,2025-04-24 04:33:08.0000000 -03:00,2,-1.209.747,-4.577.186,12,Válido,0,12.826,0,760,Modo Econômico,"5626,2",20.20
806,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 05:33:10.810,2025-04-24 05:33:08.0000000 -03:00,2,-1.209.747,-4.577.186,10,Válido,0,12.818,0,760,Modo Econômico,"5626,2",20.20
808,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 06:33:10.857,2025-04-24 06:33:08.0000000 -03:00,2,-1.209.747,-4.577.186,13,Válido,0,12.818,0,760,Modo Econômico,"5626,2",20.20
809,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 07:33:11.040,2025-04-24 07:33:08.0000000 -03:00,3,-1.209.747,-4.577.186,11,Válido,0,12.810,0,760,Modo Econômico,"5626,2",20.20
810,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:23:51.673,2025-04-24 08:23:51.0000000 -03:00,0,-1.209.747,-4.577.186,11,Válido,0,12.531,0,667,Ignição ligada,"5626,2",20.20
812,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:24:00.723,2025-04-24 08:24:00.0000000 -03:00,0,-1.209.739,-4.577.162,10,Válido,2,12.874,0,761,Posicionamento por tempo em movimento,"5626,2",20.20
815,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:26:58.690,2025-04-24 08:26:58.0000000 -03:00,0,-1.209.430,-4.577.414,16,Válido,23,13.790,0,761,Posicionamento por tempo em movimento,"5627,4",21.40
818,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:29:58.687,2025-04-24 08:29:58.0000000 -03:00,0,-1.208.811,-4.577.353,19,Válido,48,12.969,0,761,Posicionamento por tempo em movimento,"5629,1",23.10
820,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:32:59.097,2025-04-24 08:32:58.0000000 -03:00,1,-1.208.693,-4.577.028,18,Válido,0,13.759,0,761,Posicionamento por tempo em movimento,"5630,1",24.10
821,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:33:03.893,2025-04-24 08:33:03.0000000 -03:00,0,-1.208.693,-4.577.027,20,Válido,0,13.846,0,668,Ignição desligada,"5630,1",24.10
822,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 08:33:04.607,2025-04-24 08:33:03.0000000 -03:00,1,-1.208.693,-4.577.027,20,Válido,0,13.846,0,760,Modo Econômico,"5630,1",24.10
823,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 09:55:05.450,2025-04-24 09:55:03.0000000 -03:00,2,-1.208.689,-4.577.025,14,Válido,0,12.571,0,667,Ignição ligada,"5630,1",24.10
826,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 09:55:12.843,2025-04-24 09:55:12.0000000 -03:00,0,-1.208.696,-4.577.032,14,Válido,2,13.838,0,761,Posicionamento por tempo em movimento,"5630,1",24.10
829,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 09:58:10.820,2025-04-24 09:58:10.0000000 -03:00,0,-1.208.523,-4.575.451,18,Válido,47,12.985,0,761,Posicionamento por tempo em movimento,"5631,9",25.90
832,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:01:10.823,2025-04-24 10:01:10.0000000 -03:00,0,-1.208.385,-4.573.993,18,Válido,0,14.022,0,761,Posicionamento por tempo em movimento,"5633,5",27.50
834,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:10:14.950,2025-04-24 10:04:10.0000000 -03:00,364,-1.208.031,-4.571.216,18,Válido,57,13.177,1,761,Posicionamento por tempo em movimento,"5636,6",30.60
835,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:10:27.903,2025-04-24 10:07:10.0000000 -03:00,197,-1.207.548,-4.567.540,18,Válido,90,12.977,1,761,Posicionamento por tempo em movimento,"5640,7",34.70
836,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:10:28.683,2025-04-24 10:09:11.0000000 -03:00,77,-1.207.317,-4.565.242,16,Válido,0,13.990,1,668,Ignição desligada,"5643,1",37.10
837,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:10:29.827,2025-04-24 10:09:12.0000000 -03:00,77,-1.207.317,-4.565.242,15,Válido,0,14.053,1,760,Modo Econômico,"5643,1",37.10
838,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:53:54.357,2025-04-24 10:53:51.0000000 -03:00,3,-1.207.317,-4.565.242,15,Válido,0,12.595,0,667,Ignição ligada,"5643,1",37.10
841,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:54:01.533,2025-04-24 10:54:01.0000000 -03:00,0,-1.207.306,-4.565.237,8,Válido,6,13.790,0,761,Posicionamento por tempo em movimento,"5643,1",37.10
843,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 10:57:00.877,2025-04-24 10:57:00.0000000 -03:00,0,-1.207.340,-4.565.986,19,Válido,80,13.296,0,761,Posicionamento por tempo em movimento,5644,38.00
845,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:06:28.417,2025-04-24 11:00:00.0000000 -03:00,388,-1.207.862,-4.569.948,19,Válido,95,13.424,1,761,Posicionamento por tempo em movimento,"5648,4",42.40
848,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:06:29.330,2025-04-24 11:03:00.0000000 -03:00,209,-1.208.257,-4.572.963,20,Válido,46,12.954,1,761,Posicionamento por tempo em movimento,"5651,6",45.60
849,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:06:29.953,2025-04-24 11:06:00.0000000 -03:00,29,-1.208.543,-4.575.223,20,Válido,46,12.985,0,761,Posicionamento por tempo em movimento,"5654,1",48.10
852,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:08:35.823,2025-04-24 11:08:35.0000000 -03:00,0,-1.208.728,-4.577.079,20,Válido,0,13.982,0,668,Ignição desligada,"5656,1",50.10
853,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:08:36.280,2025-04-24 11:08:36.0000000 -03:00,0,-1.208.728,-4.577.079,20,Válido,0,13.543,0,760,Modo Econômico,"5656,1",50.10
854,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:47:21.333,2025-04-24 11:47:19.0000000 -03:00,2,-1.208.728,-4.577.079,20,Válido,0,12.651,0,667,Ignição ligada,"5656,1",50.10
857,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:48:04.027,2025-04-24 11:47:28.0000000 -03:00,36,-1.208.732,-4.577.080,13,Válido,0,13.790,0,761,Posicionamento por tempo em movimento,"5656,1",50.10
861,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:50:26.140,2025-04-24 11:50:25.0000000 -03:00,1,-1.208.894,-4.577.999,18,Válido,47,13.129,0,761,Posicionamento por tempo em movimento,"5657,2",51.20
863,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:53:25.960,2025-04-24 11:53:25.0000000 -03:00,0,-1.209.480,-4.577.481,18,Válido,49,13.009,0,761,Posicionamento por tempo em movimento,"5659,3",53.30
865,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:54:28.000,2025-04-24 11:54:27.0000000 -03:00,1,-1.209.747,-4.577.187,17,Válido,0,13.519,0,668,Ignição desligada,"5659,9",53.90
866,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 11:54:28.690,2025-04-24 11:54:28.0000000 -03:00,0,-1.209.747,-4.577.187,17,Válido,0,14.061,0,760,Modo Econômico,"5659,9",53.90
867,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 12:54:28.347,2025-04-24 12:54:25.0000000 -03:00,3,-1.209.747,-4.577.187,12,Válido,0,12.930,0,760,Modo Econômico,"5659,9",53.90
868,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 13:54:28.980,2025-04-24 13:54:25.0000000 -03:00,3,-1.209.747,-4.577.187,13,Válido,0,12.914,0,760,Modo Econômico,"5659,9",53.90
869,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:04:39.997,2025-04-24 14:04:39.0000000 -03:00,0,-1.209.747,-4.577.187,13,Válido,0,12.675,0,667,Ignição ligada,"5659,9",53.90
872,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:04:49.003,2025-04-24 14:04:48.0000000 -03:00,1,-1.209.742,-4.577.186,13,Válido,4,13.822,0,761,Posicionamento por tempo em movimento,"5659,9",53.90
874,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:07:45.967,2025-04-24 14:07:45.0000000 -03:00,0,-1.208.823,-4.576.948,17,Válido,45,13.049,0,761,Posicionamento por tempo em movimento,"5661,2",55.20
877,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:10:45.927,2025-04-24 14:10:45.0000000 -03:00,0,-1.208.507,-4.574.975,16,Válido,23,12.930,0,761,Posicionamento por tempo em movimento,"5663,4",57.40
879,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:13:46.787,2025-04-24 14:13:45.0000000 -03:00,1,-1.208.688,-4.576.709,17,Válido,41,14.045,0,761,Posicionamento por tempo em movimento,"5665,4",59.40
881,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:15:17.930,2025-04-24 14:15:17.0000000 -03:00,0,-1.208.727,-4.577.072,17,Válido,0,13.958,0,668,Ignição desligada,"5665,8",59.80
882,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 14:15:18.510,2025-04-24 14:15:18.0000000 -03:00,0,-1.208.727,-4.577.072,17,Válido,0,13.615,0,760,Modo Econômico,"5665,8",59.80
883,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 15:15:17.753,2025-04-24 15:15:15.0000000 -03:00,2,-1.208.727,-4.577.072,12,Válido,0,12.946,0,760,Modo Econômico,"5665,8",59.80
884,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 15:54:17.987,2025-04-24 15:54:15.0000000 -03:00,2,-1.208.727,-4.577.072,12,Válido,0,12.714,0,667,Ignição ligada,"5665,8",59.80
887,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 15:54:24.967,2025-04-24 15:54:24.0000000 -03:00,0,-1.208.723,-4.577.069,15,Válido,0,12.093,0,761,Posicionamento por tempo em movimento,"5665,8",59.80
889,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 15:57:20.977,2025-04-24 15:57:20.0000000 -03:00,0,-1.208.725,-4.577.068,18,Válido,0,14.069,0,761,Posicionamento por tempo em movimento,"5665,8",59.80
893,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:00:25.927,2025-04-24 16:00:20.0000000 -03:00,5,-1.208.790,-4.577.735,19,Válido,21,13.081,0,761,Posicionamento por tempo em movimento,"5666,5",60.50
895,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:03:22.940,2025-04-24 16:03:20.0000000 -03:00,2,-1.208.967,-4.579.182,19,Válido,31,13.543,0,761,Posicionamento por tempo em movimento,"5668,2",62.20
897,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:06:14.363,2025-04-24 16:06:13.0000000 -03:00,1,-1.208.996,-4.579.153,19,Válido,0,14.053,0,668,Ignição desligada,"5669,5",63.50
898,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:06:16.323,2025-04-24 16:06:13.0000000 -03:00,3,-1.208.996,-4.579.153,19,Válido,0,14.117,0,760,Modo Econômico,"5669,5",63.50
899,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:11:15.080,2025-04-24 16:11:13.0000000 -03:00,2,-1.208.996,-4.579.153,19,Válido,0,12.802,0,667,Ignição ligada,"5669,5",63.50
901,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:11:22.773,2025-04-24 16:11:21.0000000 -03:00,1,-1.208.996,-4.579.150,16,Válido,0,12.762,0,761,Posicionamento por tempo em movimento,"5669,5",63.50
904,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:14:21.057,2025-04-24 16:14:20.0000000 -03:00,1,-1.208.664,-4.579.223,19,Válido,32,12.977,0,761,Posicionamento por tempo em movimento,"5670,1",64.10
907,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:17:21.040,2025-04-24 16:17:20.0000000 -03:00,1,-1.208.521,-4.579.903,19,Válido,6,12.778,0,761,Posicionamento por tempo em movimento,"5671,2",65.20
908,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:19:05.997,2025-04-24 16:18:55.0000000 -03:00,10,-1.208.694,-4.579.864,19,Válido,0,13.990,0,668,Ignição desligada,"5671,5",65.50
909,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 16:19:06.523,2025-04-24 16:18:56.0000000 -03:00,10,-1.208.694,-4.579.864,19,Válido,0,14.045,0,760,Modo Econômico,"5671,5",65.50
910,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 17:18:58.277,2025-04-24 17:18:55.0000000 -03:00,3,-1.208.694,-4.579.864,10,Válido,0,12.962,0,760,Modo Econômico,"5671,5",65.50
911,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 17:51:32.120,2025-04-24 17:51:29.0000000 -03:00,3,-1.208.694,-4.579.864,10,Válido,0,12.746,0,667,Ignição ligada,"5671,5",65.50
914,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 17:51:39.060,2025-04-24 17:51:38.0000000 -03:00,1,-1.208.695,-4.579.864,15,Válido,1,13.830,0,761,Posicionamento por tempo em movimento,"5671,5",65.50
916,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 17:54:35.897,2025-04-24 17:54:35.0000000 -03:00,0,-1.208.894,-4.579.363,17,Válido,15,12.794,0,761,Posicionamento por tempo em movimento,"5672,4",66.40
919,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 17:57:36.067,2025-04-24 17:57:35.0000000 -03:00,1,-1.209.088,-4.579.424,21,Válido,34,12.794,0,761,Posicionamento por tempo em movimento,5673,67.00
921,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 18:00:35.990,2025-04-24 18:00:35.0000000 -03:00,0,-1.208.963,-4.578.214,21,Válido,26,13.416,0,761,Posicionamento por tempo em movimento,5675,69.00
924,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 18:03:36.027,2025-04-24 18:03:35.0000000 -03:00,1,-1.209.428,-4.577.297,20,Válido,28,14.412,0,761,Posicionamento por tempo em movimento,"5676,6",70.60
925,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 18:04:39.997,2025-04-24 18:04:39.0000000 -03:00,0,-1.209.749,-4.577.184,19,Válido,0,13.958,0,668,Ignição desligada,"5677,1",71.10
926,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 18:04:40.677,2025-04-24 18:04:40.0000000 -03:00,0,-1.209.749,-4.577.184,20,Válido,0,13.440,0,760,Modo Econômico,"5677,1",71.10
927,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 19:04:37.243,2025-04-24 19:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,16,Válido,0,12.946,0,760,Modo Econômico,"5677,1",71.10
928,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 20:04:39.030,2025-04-24 20:04:35.0000000 -03:00,4,-1.209.749,-4.577.184,14,Válido,0,12.922,0,760,Modo Econômico,"5677,1",71.10
929,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 21:04:37.867,2025-04-24 21:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,11,Válido,0,12.898,0,760,Modo Econômico,"5677,1",71.10
930,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 22:04:38.213,2025-04-24 22:04:35.0000000 -03:00,3,-1.209.749,-4.577.184,13,Válido,0,12.882,0,760,Modo Econômico,"5677,1",71.10
931,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-24 23:04:37.970,2025-04-24 23:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,10,Válido,0,12.866,0,760,Modo Econômico,"5677,1",71.10
932,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 00:04:37.830,2025-04-25 00:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,14,Válido,0,12.858,0,760,Modo Econômico,"5677,1",71.10
933,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 01:04:38.213,2025-04-25 01:04:35.0000000 -03:00,3,-1.209.749,-4.577.184,14,Válido,0,12.850,0,760,Modo Econômico,"5677,1",71.10
934,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 02:04:37.833,2025-04-25 02:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,14,Válido,0,12.842,0,760,Modo Econômico,"5677,1",71.10
935,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 03:04:38.160,2025-04-25 03:04:35.0000000 -03:00,3,-1.209.749,-4.577.184,12,Válido,0,12.834,0,760,Modo Econômico,"5677,1",71.10
936,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 04:04:37.760,2025-04-25 04:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,9,Válido,0,12.826,0,760,Modo Econômico,"5677,1",71.10
937,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 05:04:37.840,2025-04-25 05:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,12,Válido,0,12.818,0,760,Modo Econômico,"5677,1",71.10
939,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 06:04:35.940,2025-04-25 06:04:35.0000000 -03:00,0,-1.209.749,-4.577.184,11,Válido,0,12.810,0,760,Modo Econômico,"5677,1",71.10
940,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 07:04:38.287,2025-04-25 07:04:35.0000000 -03:00,3,-1.209.749,-4.577.184,12,Válido,0,12.802,0,760,Modo Econômico,"5677,1",71.10
941,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:04:37.583,2025-04-25 08:04:35.0000000 -03:00,2,-1.209.749,-4.577.184,13,Válido,0,12.587,0,760,Modo Econômico,"5677,1",71.10
942,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:09:50.527,2025-04-25 08:09:49.0000000 -03:00,1,-1.209.749,-4.577.184,13,Válido,0,12.292,0,667,Ignição ligada,"5677,1",71.10
945,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:09:59.903,2025-04-25 08:09:59.0000000 -03:00,0,-1.209.806,-4.577.140,13,Válido,1,13.830,0,761,Posicionamento por tempo em movimento,"5677,1",71.10
947,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:12:55.887,2025-04-25 08:12:55.0000000 -03:00,0,-1.208.939,-4.577.490,16,Válido,30,14.053,0,761,Posicionamento por tempo em movimento,"5678,4",72.40
950,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:15:55.870,2025-04-25 08:15:55.0000000 -03:00,0,-1.208.786,-4.577.441,19,Válido,24,14.045,0,761,Posicionamento por tempo em movimento,"5680,1",74.10
952,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:17:54.033,2025-04-25 08:17:53.0000000 -03:00,1,-1.208.671,-4.577.014,19,Válido,0,14.022,0,668,Ignição desligada,"5680,6",74.60
953,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 08:17:55.030,2025-04-25 08:17:54.0000000 -03:00,1,-1.208.671,-4.577.014,19,Válido,0,13.719,0,760,Modo Econômico,"5680,6",74.60
954,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 09:17:53.177,2025-04-25 09:17:50.0000000 -03:00,3,-1.208.671,-4.577.014,13,Válido,0,12.842,0,760,Modo Econômico,"5680,6",74.60
955,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 09:39:24.050,2025-04-25 09:39:19.0000000 -03:00,5,-1.208.674,-4.577.013,14,Válido,0,12.459,0,667,Ignição ligada,"5680,6",74.60
962,TDD0A35,89551805000578940317,212794,379526,861106051326968,2025-04-25 09:42:29.110,2025-04-25 09:42:28.0000000 -03:00,1,-1.208.535,-4.575.525,18,Válido,46,14.085,0,761,Posicionamento por tempo em movimento,"5682,3",76.30
